store,account_id,account_review,visit_date,visit_count,verification,review,review_text,photo
금금 성수점,rtq****,3,2026.02.19,1번째 방문,영수증,보리된장국수는 마제소바랑 비슷한듯 다르게 맛있고 소갈비덮밥도 고기가 많고 맛있어요! 밑반찬도 중간에 먹으면 입이 개운해져서 좋아요!,73,TRUE
금금 성수점,Yyyyyy1111,60,2026.02.13,1번째 방문,영수증,진짜. 맛있어요... 2026년 서울 성수 맛집 1등인 것 같아요 음식도 양도 많고 맛보기 수육도 부드럽고 맛있어요!! 왕추천합니다,73,TRUE
금금 성수점,전예림1,29,2026.05.07,1번째 방문,영수증,물부터 보리차인게 개맛집이죠? 곁들임 깔끔한게 개맛집이죠? 매장 깔끔하고 쾌적한 게 개맛집이죠? 메뉴부터 개맛있어보이는게 개맛집이죠?,74,TRUE
금금 성수점,윤3513,370,2026.03.01,1번째 방문,영수증,초등 아이 둘이랑 나들이 왔어요! 메뉴도 색다르고 단짠단짠 적당해서 완전 싹싹 비웠어요~ 다음에 또 같이 오자고 했습니다. 강추에요!,74,TRUE
금금 성수점,기방이,94,2026.01.13,1번째 방문,영수증,저번에 왔는데 분위기 좋고 맛잇어서 또 방문햇어요!! 있는 거 같아요. 가게 분위기도 좋아요! 보리된장국수가 제 스타일이엇어요!!!!,74,TRUE
금금 성수점,최효경12,30,2026.02.24,1번째 방문,영수증,맛잇게 먹다가 사진을 급하게 찍어버렷어용😭😭 진짜 너무 맛잇어요ㅜㅜ 검색해서 찻아오길 너무 잘햇네용 ㅎㅎ ㄱ담번에도 방문하겟습니당👍🏻,74,TRUE
금금 성수점,흐꾸꾸,20,2026.05.05,1번째 방문,영수증,"기대했던 대로 엄청 맛있어요🫶🏻 웨이팅도 그렇게 길지 않았고, 대기공간도 있었어요! 직원분도 친절하셨고 재방문의사 있습니다!👍🏻👍🏻👍🏻",75,TRUE
금금 성수점,다람쥐81,21,2026.03.14,1번째 방문,영수증,오래 기다렸지만 그 만큼 보람있는 맛 인정합니다~~ 평범한 한식은 그만 먹고 싶어서 왔는데 맛이 다체롭고 너무 맛있어요! 추천합니다!!,75,TRUE
금금 성수점,jjj****,27,2026.03.22,1번째 방문,영수증,오픈 시간에 맞춰와서 바로 입장 했구요~음식이 정말 맛있어요! 메뉴가 퓨전식으로 다양해서 한식같지않은 한식이예요~맛있게 잘 먹고 갑니다,75,TRUE
금금 성수점,바쁜미식가,301,2026.04.12,1번째 방문,영수증,보리 된장 국수 강추!!!! 너무 맛있어요!! 양배추 쌈밥이 상대적으루 심심하네요 보리 된장에 밥까지 말아 비벼먹었습니다. 또 올께요^^,76,TRUE
금금 성수점,yoo****,12,2026.05.08,1번째 방문,영수증,너무너무 맛있어요~ 요즘 스타일 한식이라 누구든 와도 다 입맛에 잘 맛을거 같아요~! 특히 묵은지 참치 추천 드립니다! 또 올거 같아요.,76,TRUE
금금 성수점,salondebling,56,2026.02.27,1번째 방문,영수증,분위기 깔끔하고 차분하고 좋고 음식은 약간 퓨전한식풍이네요~호불호 갈릴 수도 있을듯하고 밥을 쪼끔주길레 이상했는데 무한리필이더라구요~ 굿,76,TRUE
금금 성수점,Cindy94,8,2026.04.24,3번째 방문,영수증,집이 근처인데 성수에 맛집이 많지만 금금만큼 많이 온곳에 없습니다.. 신선하고 너무 맛있어요! 계절마다 메뉴도 조금씩 달라지구요 최고^^,76,TRUE
금금 성수점,xx유니xx,26,2026.02.13,1번째 방문,영수증,다 맛있어보여서 메뉴 고르기 힘들었어요! 오늘 너무 맛있게 먹어서 다시 방문해서 다른메뉴 먹어보고싶어요 묵은지문어국수 새콤하고 맛있어요~,76,TRUE
금금 성수점,goe****,7,2026.04.10,1번째 방문,영수증,음식도 다 맛있고 가게도 깨끗하고 좋았어요! 특히 들기름 통밀 국수 추천합니다 :) 오픈시간쯤에 도착하니까 대기 없이 바로 들어갔습니다!,76,TRUE
금금 성수점,zsiucno,27,2026.01.16,1번째 방문,영수증,토요일 오전 11시반쯤 예약없이 들어갓는데 운좋게 자리가 있었네요 음식이 대체적으로 간이 짜지않고 밑반찬으로 나온것들이랑 잘어울렸어요 👍,76,TRUE
금금 성수점,skq****,17,2026.02.10,1번째 방문,영수증,곤드레양배추쌈밥도 소갈비덮밥도 맛보기수육까지 다 맛있었어요👍👍👍 평일점심에 일찍 온다고 왔는데도 20석 남짓 가득찼네요! 웨이팅할뻔!!!,76,TRUE
금금 성수점,cpo****,56,2026.02.27,1번째 방문,영수증,맨날 줄서있길래 궁금했는데 겨우 와봤어요 너무 맛있네요!! 면도 탱글탱글하고 다른곳에서는 맛볼수없는 음식이라 좋았습니다 또 올것같아요!!,76,TRUE
금금 성수점,sun****,271,2026.02.20,1번째 방문,영수증,웨이팅 하는 이유가 있네요 !! 한식 깔끔 정갈 잘나오구 음식이 다 맛있어요 ㅎㅎ 수육 굿 재방문해서 다른 메뉴도 맛보고 싶어요오 💗👍🏻,76,TRUE
금금 성수점,fbt****,15,2026.02.21,1번째 방문,영수증,"주말이라 웨이팅 꽤 길었는데, 기다린 보람 있어용! 참치말이 넘 맛있어요!!!!!🕺🏻🫰🏻 직원분들도 넘 친절하셔서 기분 좋게 먹고 갑니당",76,TRUE
금금 성수점,wonj1,52,2026.03.06,1번째 방문,영수증,깔끔하고 맛있는 한식이에요! 먹은 메뉴 중에는 묵은지 문어 국수가 제일 맛있었어요!! 건강한 식사 하고 싶을 때 이곳을 찾을거 같습니다~!,77,TRUE
금금 성수점,횾지니,29,2026.03.15,1번째 방문,영수증,금금 처음 왔는데 맛있어요😋 외국인 친구 데려와도 좋을거 같아요! 보리된장국수 강추입니듀 근데 좌석 간격은 좁아서 옆테이블이랑 가깝습니다ㅠ,77,TRUE
금금 성수점,Amyyy17,419,2026.02.28,1번째 방문,영수증,웨이팅 보람 있는 맛이었어요! 깔끔하고 정갈하고 보리된장국수가 원픽인데 다 맛나요~ 반찬도 마음에 들고 ㅎㅎ 다음에도 재방문 의사 있음 !,77,TRUE
금금 성수점,rinnie,14,2026.02.07,1번째 방문,영수증,리뷰하면 맛보기 수육 주세요! 대표메뉴 수육 된장 소바란 들기름국수 주문했어요 :) 밑반찬이 정말 제 스타일이었어요!! 전반적으로 깔끔해요,77,TRUE
금금 성수점,하느을빵,14,2026.02.19,1번째 방문,영수증,다른 점에서 금금 먹었었는데 그때 맛있게 먹었어서 성수점도 들리게 되었어요! 건강한데 맛있기까지해서 완전 만족하고 다음에 또 들리겠습니다ㅏ,77,TRUE
금금 성수점,JOY28,172,2026.04.26,1번째 방문,영수증,음식이 깔끔하고 맛있어요. 숯불 향이 진해서 색다른 매력을 느낄 수 있었어요. 매장도 깨끗하고 직원분들도 친절하셔서 기분 좋게 식사했습니다.,78,TRUE
금금 성수점,seo****,25,2026.03.28,1번째 방문,영수증,부모님이 한식을 좋아하셔서 한식당 찾다가 들어왔어요! 음식 종류도 다양하고 특히 통밀국수...맛있습니다..! 매장도 너무 청결하고 맛있어요!,78,TRUE
금금 성수점,어매야,148,2026.04.04,1번째 방문,영수증,"성수에서 한식 먹고 싶어서 찾아보다가 방문했어요!! 보리된장국수, 문어 간장 비빔밥, 명란 새우 감자전 시켰는데 다 너무 맛있었어요 굿👍👍👍",78,TRUE
금금 성수점,k50****,30,2026.02.22,1번째 방문,영수증,데이트 목적으로 왔고 밥도 맛있고 분위기도 좋고 양도 괜찮아서 가성비로도 좋은 거 같습니다! 다른 지점도 이용했었는데 전체적으로 다 좋습니당,78,TRUE
금금 성수점,sumin323,12,2026.03.15,1번째 방문,영수증,친구들이랑 점심 식사하러 방문했는데 맛있어요 보리된장국수가 별미인거 같고 소갈비 덮밥도 정말 맛있네요 !! 친구들이랑 맛있게 먹고 가요 :),78,TRUE
금금 성수점,굥쌤,67,2026.04.06,1번째 방문,영수증,퓨전 한식집 이라고 해서 왔는데 약간 일식 느낌이 나도록 메뉴를 개발 하신 것 같아요. 간이 엄청 강하지 않고 풍미가 있어 맛있게 먹었습니다.,79,TRUE
금금 성수점,skw****,22,2026.04.02,1번째 방문,예약,메뉴도 담백하고 진짜 너무너무 맛있어요!!! 성수에서 이정도 가격에 퀄리티 진짜 미쳤어요… 다들 꼭 가세요! 재방문의사 100프로 입니다!!!,79,TRUE
금금 성수점,oㅇVㅇo,19,2026.04.04,1번째 방문,영수증,퓨전 한식이라 익숙한 맛+색다른 맛이에요! 한국분들도 외국인 분들도 맛있게 먹을 수 있을 것같아요! 알림 받기 하셔서 묵은지 말이 꼭 드세요!,79,TRUE
금금 성수점,dlwjddnjs1,3,2026.03.21,1번째 방문,영수증,예전에 이곳에 방문해서 먹었던 음식이 좋았어서 친구 데리고 방문하게 되었답니다!!! 이번에는 다른 음식 메뉴 주문해서 먹었는데 맛있었어요!!😁,79,TRUE
금금 성수점,wkd****,72,2026.04.29,1번째 방문,영수증,진짜로.. 너무 맛있어요ㅠㅠ 임산부인데 여기 오기를 잘할것 같아요!!! 특히 문어덮밥이랑 보리된장국수 추천해요!! 두번째오는데 또 오고싶네요!!,80,TRUE
금금 성수점,doxx79,69,2026.03.27,1번째 방문,영수증,오 진짜 맛있아요ㅜ회사근처인데 처음맛보는 맛이기도하고 너무 가격도 가설비도 너무 좋아요 남편 해산물안먹는데 문어비빔밥 맛있다네요ㅠ 자주올거같아요,80,TRUE
금금 성수점,osh78,38,2026.03.16,1번째 방문,영수증,퓨전한식 진짜 좋아하는데 금금만큼 맛있는 곳 없어요ㅠㅠ!! 성수 에도 있어서 가봤는데 친절하시고 좋아요! 특히 묵은지 문어 국수 추천입니다👍🏻🤩,80,TRUE
금금 성수점,seohyeonie,34,2026.03.07,1번째 방문,영수증,음식도 정갈하고 직원분들도 친절하세요!! 친구랑 같이 저녁으로 밥 먹기 좋은 장소인거 같아요~~ 다음에 성수 오면 또 올거 같아요!! 추천해용🤍🤍,81,TRUE
금금 성수점,오비780,1088,2026.02.24,1번째 방문,영수증,웨이팅은 평일 오후2시쯤 웨이팅 10분정도햇어요 테이블은 7개정도잇구 음식이 깔끔하고 맛잇어요! ^ㅠ^ 양념으로 밥도 비벼먹을수잇어서 좋앗어용 😝,81,TRUE
금금 성수점,gfdg1,15,2026.04.12,1번째 방문,영수증,"한식이 이렇게 새롭게 다가온 적은 처음입니다. 너무 색다르게 맛있고, 특히 들기름 국수가 참 맘에 들었어요. 다시 올 것 같은 느낌이듭니다! 강추",81,TRUE
금금 성수점,하나화나,60,2026.04.24,1번째 방문,영수증,문어간장비빔밥 양념이랑 날치알이 톡톡 터지는게 맛있습니다 들기름 때문에 엄청고소합니당 마제소바도 안 좋아하는데 한국식 마제소바 느낌 너무 맛있습니다,82,TRUE
금금 성수점,신서영75,37,2026.03.27,2번째 방문,예약,재방문인데 넘넘 맛있네요!! 특히 된장국수랑 들기름국수가 진짜 맛있어요ㅠㅠㅠㅠ 글구 여기 반찬으로 나오는 장아찌두 넘 맛있어서 리필해서 머것어요😇🐷,82,TRUE
금금 성수점,Sean9379,252,2026.02.20,1번째 방문,영수증,여기는 무조건! 마제소바와 묵은지참치를 함께 먹어야해요… 진짜 너무 맛있어요… 최고입니다!!! 웨이팅이 긴 이유가 있어요 ㅎㅎ 정말 맛있었습니다!!,82,TRUE
금금 성수점,imp****,58,2026.02.15,1번째 방문,예약,캐치테이블로 예약하고 올 수 있어서 좋아요! 인테리어가 깔끔하고 친절해요. 음식은 빨리 나오고 자극적이지 않은데 특별해서 다음에도 또 오고 싶네요.,82,TRUE
금금 성수점,촠콬칩쿸킼ib,455,2026.01.24,1번째 방문,영수증,독특한 종류의 메뉴들이 있어서 좋았어요!! 한번도 먹어보지 못했던 맛들을 먹어볼 수 있었어요ㅎㅎ 5종류 다 너무 맛있어서 만족스러운 식사였습니다👍🏻,82,TRUE
금금 성수점,lsy****,32,2026.02.05,1번째 방문,영수증,처음왔는데 너무 친절하시고 맛도 너무 맛있어요 집 앞이였으면 맨날 왔을텐데 이젠 서울 올때마다 와야겠엉요 생각보다 너무 맛있어서 놀랏어요 번창하세요,82,TRUE
금금 성수점,도73,30,2026.02.22,1번째 방문,영수증,특별한 메뉴가 있어서 와봤는데 전부 너무너무 맛있었어요! 보리된장국수 존맛 직원분이 너무 친절하셔서 기분 좋게 먹고 왔습니당 담에 또 올거같아요 ㅎㅎ,83,TRUE
금금 성수점,yun****,26,2026.02.01,1번째 방문,영수증,친구들이랑 와서 먹었는데 진짜 메뉴 하나 하나가 다 맛있어요 ㅎㅎ 그래서 밥2공기나 더 먹어버렸네요 ㅎㅎ 덕분에 추운날 친구들과 따듯한 시간 보냈어요🫶,84,TRUE
금금 성수점,cha****,33,2026.03.14,1번째 방문,영수증,"여기 생각날 때마다 자주 오는데, 이번에도 맛있었습니다. 성수에 퓨전 한식집 중에서는 제일 맛있는거 같아요!! 맛있게 잘 먹었고 다음에도 오겠습니다:)",84,TRUE
금금 성수점,젤리덕후,123,2026.02.14,1번째 방문,영수증,묵은지참치말이. 보리된장국슨. 들기름 통밀국수 두명이서 배터지게 먹었습니당~~ 대기가 있는데 금방금방빠지는편이에요 친절하시고 맛있게 든든하게먹었습니당💗,84,TRUE
금금 성수점,dah****,19,2026.02.24,1번째 방문,영수증,보리된장국수 유명해서 먹었는데 너무 맛있었어요 ! 느끼하지 않고 실짝 매콤해서 굿굿 🖤 매장 너무 따뜻하고 직원분들 친절해서 편하게 먹기 좋았어요 :),84,TRUE
금금 성수점,tㅇㅇ,26,2026.04.04,1번째 방문,영수증,친구들이랑 왔는데 다 너무 깔끔하고 맛있었어요! 면에다가 마지막에 밥 비벼먹으면 완벽✨✨ 수육도 너무 부드럽고 맛있고 묵은지침치말이도 킥입니다-! 추천👍,85,TRUE
금금 성수점,아쟈작,56,2026.03.30,1번째 방문,영수증,성수 오랜만에 놀러와서 뭐먹을까 고민하다가 찾은 맛집!!! 맛있는 메뉴 많아서 고민고민하다 골랐어요 ㅜ 들기름국수랑 묵은지참치말이 완전 맛나요!!!!😍😍,85,TRUE
금금 성수점,zn****,15,2026.04.08,1번째 방문,영수증,동료들과 방문했습니다. 1시반쯤 도착하니 웨이팅없이 입장 가능했어요. 전 시그니처메뉴인 보리된장국수 주문했는데 넘 맛있네요! 한식 좋아하면 외볼만합니다!,85,TRUE
금금 성수점,순둡순둡44,26,2026.01.13,1번째 방문,영수증,메뉴들이 다 맛있고 신선해요 된장국수 꼭 드세요..너무너무 맛있고 살짝 매콤해요 매장이 좁아서 예약하면 더 좋을 것 같아요 다른 메뉴도 먹으러 오려구요!,85,TRUE
금금 성수점,hae****,11,2026.02.24,1번째 방문,영수증,20분 정도 대기하고 입장했습니다. 음식의 간도 적당하고 고기도 부드러워서 맛있게 먹었어요!! 특히 된장국수가 진짜 맛있어요. 가격도 괜찮습니다 강추!!!,86,TRUE
금금 성수점,푱푱303,15,2026.02.08,1번째 방문,영수증,"곤드레양배추쌈밥, 보리된장국수, 소갈비덮밥, 명란새우감자전, 묵은지 참치말이 시켰어요! 음식이 모두 너무 맛있어요😋 매장이 깔끔하고 친절하셔서 잘 먹고가요~",87,TRUE
금금 성수점,so161,152,2026.02.28,1번째 방문,영수증,처음 와보는데 너무너무 맛있었어요🥹🥹 오픈 시간 맞춰서 도착해서 웨이팅은 안했는데 바로 웨이팅이 생기더라구요 ! 가격도 너무 착하고 만족스러운 식사였습니다!,87,TRUE
금금 성수점,박정빈432,5,2026.01.13,1번째 방문,영수증,웨이팅이 조금 있었지만 기다리기 너무 잘했다고 생각이 드는 곳!! 성수 오면 또 오고싶은 곳이거 수육이 너무 맛있는 집입니다! 보리된장국수 무조건 그세요!!,87,TRUE
금금 성수점,권희수43,1,2026.03.11,1번째 방문,영수증,진짜 넘 맛있어요 맨날 웨이팅 있었는데 웨이팅 없이 바로 들아와서 너무 좋았규 양도 푸짐하니 금금에서만 먹어볼수있는 시그니처 음식들이 너무 맛있고 즇았어요ㅠㅠ,88,TRUE
금금 성수점,seo****,35,2026.02.27,1번째 방문,영수증,"미국에서 오랜만에 한국 방문한 언니랑 같이 먹기 좋은 한식이 뭐가 있을까 하다가 찾게되서 방문했는데, 맛도 있고 금액도 나쁘지 않아서 대만족 하고 갑니다!!!",88,TRUE
금금 성수점,이영주6968,60,2026.01.30,1번째 방문,영수증,금금 성수점 방문했어요. 음식이 깔끔하게 나오고 맛도 전체적으로 만족스러웠습니다. 직원분들도 친절해서 기분 좋게 식사했어요. 성수 올 때 또 방문하고 싶어요.,88,TRUE
금금 성수점,산따 루씨아,315,2026.01.07,1번째 방문,영수증,2인 3메뉴 많을까 고민하다 묵은지 김치말이까지 주문했는데 제일 만족합니당~ 된장국수 약간 매콤해서 입맛 돌구요! 추천합니다! 재방문 의사 10000% 있어요!,89,TRUE
금금 성수점,얌얌얌얌얌얌얌얌얌얌얌얌얌얌얌얌얌얌얌얌,77,2026.03.14,1번째 방문,영수증,겨울에 성수 올 때 마다 금금 옵니다아 언제나 맛있어요 계절 굴튀김이 진짜 맛있었는데 이제 봄이라 없능가아 ㅠㅠ 그래도 역시 수육도 존맛 양배추 쌈밥도 존맛 !!,90,TRUE
금금 성수점,윤255,2,2026.03.15,1번째 방문,영수증,시킨 메뉴 전부 너무 맛있었어요ㅠㅠ 특히 명란 감자전이랑 들기름 통밀 국수는 꼭 드셔보세요... 감동적인 맛입니다 직원분들도 친절하고 다음번에 또 방문하고 싶어요,90,TRUE
금금 성수점,강쮸,12,2026.03.07,1번째 방문,영수증,다른 지점에선 줄서서 들어갔는데 오늘은 줄 없이 들어갈 수 있었어요!! 너무 맛있게 잘 먹었고 꼭 재방문할 예정입니다!! 보리된장국수와 명란새우감자전 추천이에요✨,90,TRUE
금금 성수점,맛똑이 I 카페 맛집,127,2026.04.27,1번째 방문,영수증,보리된장국수 짱맛! 감칠맛나는 마제소바에요 묵은지 참치말이는 밥이 좀 질어서 아쉬웠고 묵은지 문어 국수는 레몬향? 이 많이 나더라구요 보리된장국수가 제일 맛있었어요,91,TRUE
금금 성수점,Min9943,804,2026.04.14,1번째 방문,영수증,보리된장국수는 중식에 한식을 접목시킨 퓨전요리같은 느낌이었어요 문어간장비빔밥이 슴슴하니 정말 맛있었습니다 묵은지 김치말이는 떡볶이 땡기는 맛이었습니다 다 맛있어요~,91,TRUE
금금 성수점,아시모프,12,2026.01.07,1번째 방문,영수증,친구 추천으로 방문하였는데 정갈하고 맛있어요!! 특히 참치묵은지말이에 보쌈 올리고 와사비 올려서 먹으면 극락! 들기름 통밀 국수 시원하고 면발 쫄깃해서 진짜 만족!,91,TRUE
금금 성수점,lvoivnecent,12,2026.05.01,1번째 방문,영수증,배고파서 소갈비 덮밥은 나오자마자 바로 먹었습니다 .. 많이 안 짜고 맛있어요 !!!!!! 덮밥이랑 문어국수랑 같이 먹으니까 술술 들어가더라고요.. 진짜 최고입니다.,92,TRUE
금금 성수점,472393,12,2026.03.25,1번째 방문,영수증,리뷰보고 왔는데 색다르고 맛있어요!! 문어국수는 쫄면 느낌도 나는데 식감 신기히구 미나리 국밥에 미나리 진짜 싱싱하고 맛있어요~ 그 중 소갈비 덮밥이 제일 맛있었어요,92,TRUE
금금 성수점,Uu53,39,2026.04.30,1번째 방문,영수증,"회사 점심으로 종종 오던 곳인데 맛있어서 친구 데리고 왔더니, 친구도 완전 대만족했어요 ㅋㅋㅋㅋㅋㅋ 갈비찜 덮밥은 처음인데 맛있어요... 감자전은 역시 늘 좋습니당 😁",93,TRUE
금금 성수점,7786,14,2026.03.28,1번째 방문,영수증,진짜 너무너무 맛있어서 떵개햇어여 보리된장국수는 한 번 더 시켜 먹고 밑반찬으로 나오는 마늘쫑도 세 번 먹엇어요 ㄷㄷ 진짜 맛잇어서 집 근처에 잇으면 좋겟을 정도예요ㅠㅠ,94,TRUE
금금 성수점,Hima50,11,2026.03.23,1번째 방문,영수증,수원 스타필드점에 갔다가 너무 맛있어서 성수점도 방문했어요! 역시 믿고 먹는 今今 저는 보리 된장 국수가 가장 맛있더라구요 메뉴 고민되시면 보리 된장 국수로 드셔보세요!,94,TRUE
금금 성수점,싱니싱니최싱니,34,2026.01.10,1번째 방문,영수증,메뉴도 다양하고 하나같이 맛있어요 외식을하면 자극적인 맛이 보통 가득한데 건강한맛에 맛까지 챙겨져서 좋아요 면 밥 안주까지 골라먹을수있네여 명란치즈감자전 특히 강추입니다,94,TRUE
금금 성수점,gay****,12,2026.02.24,1번째 방문,영수증,메뉴 하나하나가 다 너무 맛있고 플레이팅이 예뻐요 그리고 브레이크 타임 직전에 갔는데도 주문 받아주시고 친절하게 대응해주셔서 좋았어요 그리고 매장도 깔끔해서 너무 예뻐요,94,TRUE
금금 성수점,hpine,51,2026.03.01,1번째 방문,영수증,다 맛있는데 된장국수가 제일 맛도리에요~! 캐치테이블 웨이팅 미루기 했다가 방문의사 또 체크해야 되는지 모르고 취소돼서 다시 웨이팅 하고 먹은 시간이 아깝지는 않았어요 !,95,TRUE
금금 성수점,혀니9846,47,2026.01.17,1번째 방문,영수증,소갈비 국수는 마제소바 느낌이 나는데 너무 강하지 않아서 좋았어요! 문어간장 비빔밥에 간도 적당하고 맛도리 간장비빔밥! 다른 메뉴도 먹어보고싶네유 속 편한 맛집인거같아영!,95,TRUE
금금 성수점,전국맛집찾아다니기,34,2026.03.26,1번째 방문,영수증,성수 금금 다녀왔어요. 한식을 베이스로 한 퓨전 메뉴라 색다르고 맛있었습니다. 전체적으로 깔끔한 분위기에서 편하게 식사하기 좋았어요. 다음에 또 방문하고 싶은 곳입니다 :),96,TRUE
금금 성수점,밤준,23,2026.03.29,1번째 방문,영수증,소갈비덮밥은 아는맛인데 맛있는 맛이고 문어간장비빔밥은 새로우면서 맛있어요 근데 좁은 곳에서 음악이 두 종류가 나오고 사람들이 가게 문 열기를 힘들어해서 좀 산만하네요ㅋㅋ..,96,TRUE
금금 성수점,지혜사랑14,11,2026.04.02,1번째 방문,예약,6명 모임이었는데 6인석이 있어서 좋았어요. 퓨전한식으로 맛있어요. 소갈비덮밥에 와사비가 들어가서 맛있어요. 새우명란전도 별미입니다. 마늘쫑 장아찌도 별미. 잘 먹고 가요~~,97,TRUE
금금 성수점,닉네임 고민하다 1시간 보낸 사람,1414,2026.01.08,7번째 방문,영수증,금금이 리뉴얼됐다. 소갈비 메뉴 시리즈가 새로 생겼다. 소갈비국밥을 골랐다. 소갈비가 깍둑썰려있어서 씹는 맛이 좋다. 부드럽다. 이에 안낀다. 양배추쌈밥도 생겼다. 구수하다.,97,TRUE
금금 성수점,위드유2112,14,2026.04.20,1번째 방문,영수증,너무 맛있어서 메뉴를 더시켰고 여기메뉴 다 먹어보고싶을정도로 너무맛있어요 세상에 다른나라에서온 친구도 너뭄 맛있다고 잘먹을정도예요 성수오면 여기 꼭 오고싶어요 진짜 짱이에요🥹,97,TRUE
금금 성수점,mis****,13,2026.02.11,1번째 방문,영수증,와 ... 진짜 맛있어요 사진은 여자 둘이서 먹은 메뉴입니다 재방문의사 200% !!! 웨이팅없었는데 들어오니 만석이었어요 럭키비키 🤩 성수에서 꼭 식사하러 오세요 강추 !!,97,TRUE
금금 성수점,체여나,40,2026.02.09,1번째 방문,영수증,캐치테이블 웨이팅해서 왔어요! 저녁시간대는 웨이팅 좀 있으니까 미리미리 확인하셔요! 음식이 넘 깔끔하고 정갈한 맛이었어요 들기름국수 진짜 마싯구 다른것들도 넘 마싯엇어요 ~~,97,TRUE
금금 성수점,김소영4695,2,2026.01.13,1번째 방문,영수증,보리된장국수 너무너무 맛있어요!!! 밥 비벼먹으라고 주시니까 꼭 양념 조금 남겨두세요 모르고 막 긁어먹다가 얼마 안 남아서 소중하게 비벼먹었아요ㅠ 다른 음식도 다 맛있어요~~,97,TRUE
금금 성수점,냠냐ㅁㅁ,23,2026.03.03,1번째 방문,영수증,묵은지 참치말이 보리된장국수 문어간장비빔밥 먹엇어요!! 제 원픽은 보리된장국수💗 다른것도 맛잇는데 입맛에 제일 맛잇는건 국수엿어요 사장님도 친절하시고 너무 맛잇게 잘먹엇습니다😊,98,TRUE
금금 성수점,qkr****,28,2026.04.29,1번째 방문,영수증,대기없이 입장했습니다! 봄과 여름사이 날씨에 너무 먹기 좋은 음식입니다!! 내부도 청결하고 다양한 메뉴가 있어 다 먹어보고 싶은 곳입니다!! 재방문 의사 있습니다:) 감사합니더,98,TRUE
금금 성수점,siy****,42,2026.02.05,1번째 방문,영수증,정말 맛있어서 싹싹 비워먹었어요!! 직원분도 너무 친절하시구 음식들도 넘 맛있고 분위기도 짱 죠아요..!! 데이트나 친구들이랑 오기 딱 조을것가타요! 성수오시면 다들 방문하시길,98,TRUE
금금 성수점,plaintea,35,2026.03.08,1번째 방문,영수증,이것저것 시켰봤는데 음식맛은 대체로 쏘쏘... 감자채가 넘 타서 좀 그랬어요. 양은 저한테는 적당한데 남자분들은 적을수도...서비스로 공기밥주니 모자란부분은 채우시면 될듯...,98,TRUE
금금 성수점,냐얌얌냠,14,2026.02.24,1번째 방문,영수증,캐치테이블 예약 걸고 조금 기다려서 들어왔는데 엄청 친절하시구 음식도 너무 맛있어요 ㅠㅠ 옆에 작은 대기 공간도 있어서 대기하기도 수월했어요 한식 좋아하시는 분들 추천드려용 ♡,98,TRUE
금금 성수점,jeonhaesu,115,2026.02.10,1번째 방문,영수증,말이 안 나오게 맛있네요 제 원픽은 소갈비 덮밥입니다 ... 같이 온 친구가 된장국수 레시피 뺏어가고 싶대요 ㅋㅋㅋ 오래 기다렸는데 그래도 그만큼 맛있어서 잘 먹고 갑니다! 😋,98,TRUE
금금 성수점,조녜지S2,76,2026.03.20,1번째 방문,영수증,정말 건강하고 맛있는 식사였어요. 특히 양배추 쌈밥이 마이플레이스에 저장해 두고 자주 올고 같아요. 내부가 넓진 않지만 불편함은 없었어요. 청모겸 만났는데 대접하기 넘 좋았어요.,99,TRUE
금금 성수점,amo****,19,2026.04.17,1번째 방문,영수증,아늑해서 혼밥하시는 분들도 많네용! 된장국수가 유명하다구 해여 꼭 드셔보세용 ㅎㅎ 웨이팅이 잇는 집인데 점심시간 좀 지나서 오니까 평일이구 그래서 운이 좋게 웨이팅 없이 들어왓슴다,100,TRUE
금금 성수점,젬오,38,2026.03.23,1번째 방문,영수증,예전에 와보고 오랜만에 왔는데 여전히 맛있었어요! 보리된장국수 다 먹고 나서 공기밥 추가해서 먹는 게 진짜 맛도리입니다... 배 안 부르시다면 꼭 밥까지 비벼드시는 거 추천드려요!,100,TRUE
금금 성수점,gil****,1,2026.04.16,1번째 방문,영수증,음식도 맛있고 기본 반찬들도 맛있습니다! 직원분들도 엄청 친절하게 안내해주셔서 좋았어요 웨이팅이 조금 있는 것 같으니 기다리지않으려면 식사시간보다 조금 이르게 가는 것을 추천합니다,100,TRUE
금금 성수점,맛있는거다먹어볼테다,1167,2026.05.08,1번째 방문,영수증,저번에 맛있었어서 엄마 모시고 오고 싶었는데 어버이날이라 함께왔어요. 보리된장국수는 밥까지 야무지게 비벼서 다 먹었어요. 음식 깔끔하고 친절하시고 반찬으로 주시는 마늘쫑도 맛있어요!,101,TRUE
금금 성수점,xwx452,34,2026.04.04,1번째 방문,영수증,성수에서 뭘 먹을까 고민하던 중 한 눈에 꽂힌 금금-! 메뉴가 나오자마자 바로 오길 잘 했다 싶더라구요 ㅎㅎ 퓨전 한식 느낌이라 부담없이 먹기에도 좋아서 방문하시길 추천합미다 :-),101,TRUE
금금 성수점,WADDYTravel,647,2026.01.25,1번째 방문,영수증,돌문어 좋아하는데 이런 맛집이 성수동에 있었네요! 음식 메뉴하나하나 특색있고 깔끔하고 맛있어요~ 주말인데 브레이크타임 없이 대기없이 맛있게 먹고가요! 특히 국수가 물회처럼 맛있어요!,101,TRUE
