platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,서비스_matched_keywords
kakao,능동미나리 성수점,Hailey,6.0,2025-11-10,,,"진짜 너무 맛있었어요!! 서울에서 먹은 음식 중 단연 최고였어요. 오후 1시가 넘었는데도 줄이 길었지만 금방 들어갈 수 있었어요. 안에 들어가 보니 이유를 알겠더라고요… 음식이 5분도 안 돼서 나와요! 외국인들에게는 독특한 맛일 수도 있지만, 현지인과 관광객 모두에게 인기 있는 이유가 확실히 있어요. 음식도 맛있고, 서비스도 정말 빠르고 훌륭했어요. 완전 추천합니다!",206,True,5.0,5.0,실버 레벨,"진짜 너무 맛있었어요!! 서울에서 먹은 음식 중 단연 최고였어요. 오후 1시가 넘었는데도 줄이 길었지만 금방 들어갈 수 있었어요. 안에 들어가 보니 이유를 알겠더라고요… 음식이 5분도 안 돼서 나와요! 외국인들에게는 독특한 맛일 수도 있지만, 현지인과 관광객 모두에게 인기 있는 이유가 확실히 있어요. 음식도 맛있고, 서비스도 정말 빠르고 훌륭했어요. 완전 추천합니다!",진짜 너무 맛있었어요 EXCLAM 서울에서 먹은 음식 중 단연 최고였어요 오후 1시가 넘었는데도 줄이 길었지만 금방 들어갈 수 있었어요 안에 들어가 보니 이유를 알겠더라고요 음식이 5분도 안 돼서 나와요 EXCLAM 외국인들에게는 독특한 맛일 수도 있지만 현지인과 관광객 모두에게 인기 있는 이유가 확실히 있어요 음식도 맛있고 서비스도 정말 빠르고 훌륭했어요 완전 추천합니다 EXCLAM,0,0,0,0,1,0,1,206,서비스
kakao,뼈탄집 성수역점,Dream Maker,1.0,2026-03-27,,,반찬종류 많고 친절하고 맛있습니다!!,20,True,5.0,5.0,브론즈 레벨,반찬종류 많고 친절하고 맛있습니다!!,반찬종류 많고 친절하고 맛있습니다 EXCLAM,0,0,0,0,1,0,0,20,친절
kakao,육지,김치세탁기,2.0,2025-11-18,,,삼겹살 너무 맛있었고 친절하십니다 데이트 하기 좋아여!!,31,False,5.0,4.5,브론즈 레벨,삼겹살 너무 맛있었고 친절하십니다 데이트 하기 좋아여!!,삼겹살 너무 맛있었고 친절하십니다 데이트 하기 좋아여 EXCLAM,0,0,0,0,1,0,0,31,친절
kakao,이태리국시 성수,이지원,1.0,2026-04-11,,,"데이트하기에 분위기도 너무 좋고, 맛있기도 한 완전 맛집이에요! 직원분들도 친절하시고, 덕분에 좋은 시간 보내고 가요!",66,True,5.0,5.0,브론즈 레벨,"데이트하기에 분위기도 너무 좋고, 맛있기도 한 완전 맛집이에요! 직원분들도 친절하시고, 덕분에 좋은 시간 보내고 가요!",데이트하기에 분위기도 너무 좋고 맛있기도 한 완전 맛집이에요 EXCLAM 직원분들도 친절하시고 덕분에 좋은 시간 보내고 가요 EXCLAM,0,0,0,0,1,0,0,66,"친절, 직원"
naver,황금콩밭,곰슐랭 33,597.0,2025.08.22,1번째 방문,영수증,"황금콩팥 일단 맛있습니다! 오랜만에 방문이라 그런지 시스템이 좀 바뀐거 같아요. 일단 일행 모두 와야 입장 가능하고 이분 거리 바로 앞이라 주문 먼저 한다고 해도 절대 안됩니다. 규칙이니 참고해주시면 좋을거 같아요- 두부가 사이즈가 두껍게 바뀐건지 지난번엔 길죽했던 느낌인데 체감상 다르게 느껴졌던거 같아요, 양이 좀 줄었나? 싶었는데 오랜만에 방문이라 이건 잘 모르겠어요. 남자 사장님분 친절한듯 불친절한듯 하시는데 상 치우시도 테이블 잘 닦아주셨으면 더 좋을거 같아요. 상치우고 냅킨으로 쓱쓱 닦으셔서 보기 조금 불편 했습니다. 물티슈로 다시 닦았는데 다행히 깨끗했어요. 밑반찬 간이 좀 쎄진 느낌이지만 본 메뉴 두부가 맛있어서 재방문 의사 있습니다.",366,True,,,,"황금콩팥 일단 맛있습니다! 오랜만에 방문이라 그런지 시스템이 좀 바뀐거 같아요. 일단 일행 모두 와야 입장 가능하고 이분 거리 바로 앞이라 주문 먼저 한다고 해도 절대 안됩니다. 규칙이니 참고해주시면 좋을거 같아요- 두부가 사이즈가 두껍게 바뀐건지 지난번엔 길죽했던 느낌인데 체감상 다르게 느껴졌던거 같아요, 양이 좀 줄었나? 싶었는데 오랜만에 방문이라 이건 잘 모르겠어요. 남자 사장님분 친절한듯 불친절한듯 하시는데 상 치우시도 테이블 잘 닦아주셨으면 더 좋을거 같아요. 상치우고 냅킨으로 쓱쓱 닦으셔서 보기 조금 불편 했습니다. 물티슈로 다시 닦았는데 다행히 깨끗했어요. 밑반찬 간이 좀 쎄진 느낌이지만 본 메뉴 두부가 맛있어서 재방문 의사 있습니다.",황금콩팥 일단 맛있습니다 EXCLAM 오랜만에 방문이라 그런지 시스템이 좀 바뀐거 같아요 일단 일행 모두 와야 입장 가능하고 이분 거리 바로 앞이라 주문 먼저 한다고 해도 절대 안됩니다 규칙이니 참고해주시면 좋을거 같아요 두부가 사이즈가 두껍게 바뀐건지 지난번엔 길죽했던 느낌인데 체감상 다르게 느껴졌던거 같아요 양이 좀 줄었나 QUESTION 싶었는데 오랜만에 방문이라 이건 잘 모르겠어요 남자 사장님분 친절한듯 불친절한듯 하시는데 상 치우시도 테이블 잘 닦아주셨으면 더 좋을거 같아요 상치우고 냅킨으로 쓱쓱 닦으셔서 보기 조금 불편 했습니다 물티슈로 다시 닦았는데 다행히 깨끗했어요 밑반찬 간이 좀 쎄진 느낌이지만 본 메뉴 두부가 맛있어서 재방문 의사 있습니다,0,0,0,0,1,1,0,366,"친절, 불친절, 사장님, 주문"
kakao,소문난성수감자탕,준수,7.0,2026-01-06,,,직원분들 너무 친절하시고 유명한만큼 너무 맛있었어요,28,False,5.0,2.7,브론즈 레벨,직원분들 너무 친절하시고 유명한만큼 너무 맛있었어요,직원분들 너무 친절하시고 유명한만큼 너무 맛있었어요,0,0,0,0,0,0,0,28,"친절, 직원"
kakao,육산장 홍대본점,샭키,7.0,2025-05-16,,,분위기 좋고 고기도 맛있어요! 대기없이 괜찮게 먹었어요☺️ 오미자술은 단 편!이지만 얼음 녹으면서 괜찮아짐 전반적으로 좋습니당,70,True,5.0,4.4,브론즈 레벨,분위기 좋고 고기도 맛있어요! 대기없이 괜찮게 먹었어요☺️ 오미자술은 단 편!이지만 얼음 녹으면서 괜찮아짐 전반적으로 좋습니당,분위기 좋고 고기도 맛있어요 EXCLAM 대기없이 괜찮게 먹었어요 오미자술은 단 편 EXCLAM 이지만 얼음 녹으면서 괜찮아짐 전반적으로 좋습니당,0,0,0,0,1,0,0,70,대기
kakao,굴다리식당,개똥이말똥이,89.0,2025-03-29,,,"2020년 어느때 저한테는 최고의 김치찌게 집중에 하나입니다 혼자 가서 먹어도 눈치 보일일도 없고 십년전이나 똑같은 맛과 서비스, 그리고 단골들은 아시겠지만 여기 히필 가능합니다 ㅋㅋㅋ 매우 추천합니다. 근데 평가보니 호불호가 갈리는군요... 2025년 재방문 하도 악플이 많길래 정말 많이 변한건지 걱정했는데.. 그냥 여전합니다 스타일 똑같습니다. 옛날 맛 그대로고 좋아하시는 분은 드시고 싫어하시는 분은 안가면 될 듯요. 저는 또 언제 올지 모르겠지만 리필도 한번해서 정말 잘 먹고 갑니다 더럽다고 하는데 회전율이 높아서 그러는지 몰라도 깔끔합니다. 친절은 기대하지 마세요. 그런거 모르는 곳이에요. 사장 할머니가 20년전에도 같으셨는데 아마 돌아가시면 그땐 변할까 싶네요 좋은 싫든 한결 같다는 측면에서 매우 감사한 마음입니다. 제 첫 직장에서 맛있게 먹었던 김치찌게의 추억이 깃든 곳.",443,False,5.0,3.5,골드 레벨,"2020년 어느때 저한테는 최고의 김치찌게 집중에 하나입니다 혼자 가서 먹어도 눈치 보일일도 없고 십년전이나 똑같은 맛과 서비스, 그리고 단골들은 아시겠지만 여기 히필 가능합니다 ㅋㅋㅋ 매우 추천합니다. 근데 평가보니 호불호가 갈리는군요... 2025년 재방문 하도 악플이 많길래 정말 많이 변한건지 걱정했는데.. 그냥 여전합니다 스타일 똑같습니다. 옛날 맛 그대로고 좋아하시는 분은 드시고 싫어하시는 분은 안가면 될 듯요. 저는 또 언제 올지 모르겠지만 리필도 한번해서 정말 잘 먹고 갑니다 더럽다고 하는데 회전율이 높아서 그러는지 몰라도 깔끔합니다. 친절은 기대하지 마세요. 그런거 모르는 곳이에요. 사장 할머니가 20년전에도 같으셨는데 아마 돌아가시면 그땐 변할까 싶네요 좋은 싫든 한결 같다는 측면에서 매우 감사한 마음입니다. 제 첫 직장에서 맛있게 먹었던 김치찌게의 추억이 깃든 곳.",2020년 어느때 저한테는 최고의 김치찌게 집중에 하나입니다 혼자 가서 먹어도 눈치 보일일도 없고 십년전이나 똑같은 맛과 서비스 그리고 단골들은 아시겠지만 여기 히필 가능합니다 매우 추천합니다 근데 평가보니 호불호가 갈리는군요 2025년 재방문 하도 악플이 많길래 정말 많이 변한건지 걱정했는데 그냥 여전합니다 스타일 똑같습니다 옛날 맛 그대로고 좋아하시는 분은 드시고 싫어하시는 분은 안가면 될 듯요 저는 또 언제 올지 모르겠지만 리필도 한번해서 정말 잘 먹고 갑니다 더럽다고 하는데 회전율이 높아서 그러는지 몰라도 깔끔합니다 친절은 기대하지 마세요 그런거 모르는 곳이에요 사장 할머니가 20년전에도 같으셨는데 아마 돌아가시면 그땐 변할까 싶네요 좋은 싫든 한결 같다는 측면에서 매우 감사한 마음입니다 제 첫 직장에서 맛있게 먹었던 김치찌게의 추억이 깃든 곳,0,0,0,0,0,0,1,443,"서비스, 친절"
naver,훼미리손칼국수보쌈,묭묭v,4679.0,2025.08.16,3번째 방문,영수증,"보쌈정식 양도 많고 맛있어요. 반찬은 단촐하지만 보쌈 칼국수에 다 어울리는 것들이에요. 특히 김치를 두 종류 내어주시는데 보쌈김치도 맛있고 따로나오는 저 김치는 칼국수랑 같이 먹으면 그냥 쥬금,, 웨이팅 있지만 나름 빨리 빠지는 것 같아요",133,True,,,,"보쌈정식 양도 많고 맛있어요. 반찬은 단촐하지만 보쌈 칼국수에 다 어울리는 것들이에요. 특히 김치를 두 종류 내어주시는데 보쌈김치도 맛있고 따로나오는 저 김치는 칼국수랑 같이 먹으면 그냥 쥬금,, 웨이팅 있지만 나름 빨리 빠지는 것 같아요",보쌈정식 양도 많고 맛있어요 반찬은 단촐하지만 보쌈 칼국수에 다 어울리는 것들이에요 특히 김치를 두 종류 내어주시는데 보쌈김치도 맛있고 따로나오는 저 김치는 칼국수랑 같이 먹으면 그냥 쥬금 웨이팅 있지만 나름 빨리 빠지는 것 같아요,0,0,0,0,0,0,0,133,"웨이팅, 빨리"
naver,이태리국시 성수,qlove3,126.0,2026.03.25,1번째 방문,영수증,예약하고 방문해서 대기 없이 바로 입장했어요. 매장 넓고 분위기도 좋아서 편하게 식사하기 좋았습니다. 특히 반계 마늘돌솥리조트가 진짜 맛있었어요! 마늘 향이 은은하고 닭도 촉촉해서 계속 손이 가는 맛이에요.,115,True,,,,예약하고 방문해서 대기 없이 바로 입장했어요. 매장 넓고 분위기도 좋아서 편하게 식사하기 좋았습니다. 특히 반계 마늘돌솥리조트가 진짜 맛있었어요! 마늘 향이 은은하고 닭도 촉촉해서 계속 손이 가는 맛이에요.,예약하고 방문해서 대기 없이 바로 입장했어요 매장 넓고 분위기도 좋아서 편하게 식사하기 좋았습니다 특히 반계 마늘돌솥리조트가 진짜 맛있었어요 EXCLAM 마늘 향이 은은하고 닭도 촉촉해서 계속 손이 가는 맛이에요,0,0,0,0,1,0,0,115,"대기, 예약"
naver,이태리국시 성수,Jo030,63.0,2026.03.24,1번째 방문,영수증,"오늘 점심 특선으로 먹은 들깨/베이컨리조또는 정말 고소하면서도 묵직한 맛이라 한입 먹자마자 만족스러웠어요! 😊 곱창치즈돌솥파스타는 은은한 불맛과 치즈의 조합이 잘 어우러져서 가장 기억에 남는 메뉴였습니다. 🍝🧀✨ 음료로 주문한 오렌지자몽청에이드는 상큼해서 함께 주문한 메뉴들과 곁들이기 아주 좋았어요!! 🍊🥤 엄마랑 함께한 점심 데이트 장소로 선택한 곳이었는데, 정말 잘한 선택이었던 것 같아요~! 💕👍👍",226,True,,,,"오늘 점심 특선으로 먹은 들깨/베이컨리조또는 정말 고소하면서도 묵직한 맛이라 한입 먹자마자 만족스러웠어요! 😊 곱창치즈돌솥파스타는 은은한 불맛과 치즈의 조합이 잘 어우러져서 가장 기억에 남는 메뉴였습니다. 🍝🧀✨ 음료로 주문한 오렌지자몽청에이드는 상큼해서 함께 주문한 메뉴들과 곁들이기 아주 좋았어요!! 🍊🥤 엄마랑 함께한 점심 데이트 장소로 선택한 곳이었는데, 정말 잘한 선택이었던 것 같아요~! 💕👍👍",오늘 점심 특선으로 먹은 들깨 베이컨리조또는 정말 고소하면서도 묵직한 맛이라 한입 먹자마자 만족스러웠어요 EXCLAM EMO_POS 곱창치즈돌솥파스타는 은은한 불맛과 치즈의 조합이 잘 어우러져서 가장 기억에 남는 메뉴였습니다 EMO_POS 음료로 주문한 오렌지자몽청에이드는 상큼해서 함께 주문한 메뉴들과 곁들이기 아주 좋았어요 EXCLAM 엄마랑 함께한 점심 데이트 장소로 선택한 곳이었는데 정말 잘한 선택이었던 것 같아요 EXCLAM EMO_POS EMO_POS EMO_POS,1,0,0,0,1,0,0,226,주문
kakao,장인닭갈비 홍대점,맛집 탐험가,2.0,2025-02-14,,,ㅇㄴ 여기 진짜 ㄱㅊ음 사장님인지 매니저인지 엄청 친절하시고 하트 ..도 만들어주셨음 ㅎㅎ 물론 닭갈비도 ○○○○ 맛있음 닭갈비를 내 최애 메뉴로 만들어준 개쩌는 집임,93,False,5.0,3.0,브론즈 레벨,ㅇㄴ 여기 진짜 ㄱㅊ음 사장님인지 매니저인지 엄청 친절하시고 하트 ..도 만들어주셨음 ㅎㅎ 물론 닭갈비도 ○○○○ 맛있음 닭갈비를 내 최애 메뉴로 만들어준 개쩌는 집임,여기 진짜 음 사장님인지 매니저인지 엄청 친절하시고 하트 도 만들어주셨음 물론 닭갈비도 맛있음 닭갈비를 내 최애 메뉴로 만들어준 개쩌는 집임,0,0,0,0,0,0,0,93,"친절, 사장님"
naver,홍대 육지,핀15,20.0,2026.03.27,1번째 방문,영수증,구워주시는 직원분이 너무 친절해요! 고기도 진짜 두툼하고 맛있네요 ㅎㅎ 재방문 의사 있습니다 ~~ 🤗🤗,57,True,,,,구워주시는 직원분이 너무 친절해요! 고기도 진짜 두툼하고 맛있네요 ㅎㅎ 재방문 의사 있습니다 ~~ 🤗🤗,구워주시는 직원분이 너무 친절해요 EXCLAM 고기도 진짜 두툼하고 맛있네요 재방문 의사 있습니다 TILDE,0,0,0,0,1,0,0,57,"친절, 직원, 구워주"
kakao,옥동식 서교점,울룰루,4.0,2025-12-21,,,맛은 있으나 웨이팅 경험에 비해서는 한 번만 경험해볼 그런.......,39,False,3.0,3.5,브론즈 레벨,맛은 있으나 웨이팅 경험에 비해서는 한 번만 경험해볼 그런.......,맛은 있으나 웨이팅 경험에 비해서는 한 번만 경험해볼 그런,0,0,0,0,0,0,0,39,웨이팅
naver,옥동식,yes****,154.0,2025.09.03,1번째 방문,예약,최근 이런 스타일의 곰탕집이 많이 생겨서 맛있기는 했지만 특별함을 느끼진 못했습니다. 그리고 호출받고 입장시간이 2분 내라... 바로 옆 스타벅스에서 출발해서 갔지만 5시 2분에 가서 대기하게 되었네요.. 혹시 들리실 분들은 참고하시길..,133,True,,,,최근 이런 스타일의 곰탕집이 많이 생겨서 맛있기는 했지만 특별함을 느끼진 못했습니다. 그리고 호출받고 입장시간이 2분 내라... 바로 옆 스타벅스에서 출발해서 갔지만 5시 2분에 가서 대기하게 되었네요.. 혹시 들리실 분들은 참고하시길..,최근 이런 스타일의 곰탕집이 많이 생겨서 맛있기는 했지만 특별함을 느끼진 못했습니다 그리고 호출받고 입장시간이 2분 내라 바로 옆 스타벅스에서 출발해서 갔지만 5시 2분에 가서 대기하게 되었네요 혹시 들리실 분들은 참고하시길,0,0,0,0,0,0,1,133,대기
naver,홍대 육지,snha13051,50.0,2026.04.11,1번째 방문,영수증,너무너무어무 맛잇는 집이고 무조건 또 오게될거 같습니다 합정내에서 고기집1등이라 생각합니다 야채도 푸짐하고 무엇보다 직원 분들 활기 넘치시고 너무 친절하셔서 너무 잘먹었습니다 또오겠습니다 !!,107,True,,,,너무너무어무 맛잇는 집이고 무조건 또 오게될거 같습니다 합정내에서 고기집1등이라 생각합니다 야채도 푸짐하고 무엇보다 직원 분들 활기 넘치시고 너무 친절하셔서 너무 잘먹었습니다 또오겠습니다 !!,너무너무어무 맛잇는 집이고 무조건 또 오게될거 같습니다 합정내에서 고기집1등이라 생각합니다 야채도 푸짐하고 무엇보다 직원 분들 활기 넘치시고 너무 친절하셔서 너무 잘먹었습니다 또오겠습니다 EXCLAM,0,0,0,0,1,0,1,107,"친절, 직원"
naver,장인닭갈비 홍대점,단밮팡,5.0,2025.12.15,1번째 방문,영수증,닭갈비양 많고 맛있어요!! 직원분들 정말 친절하세요… 볶음밥도 직접 볶아주시고 좋아요 볶음밥까지 꼭 드세요… 철판에 눌은 부분까지 긁어먹는 재미 있음🤤 매장도 깔끔하고 자리 간격 넉넉해서 친구들이랑 수다 떨면서 먹기 딱!,123,True,,,,닭갈비양 많고 맛있어요!! 직원분들 정말 친절하세요… 볶음밥도 직접 볶아주시고 좋아요 볶음밥까지 꼭 드세요… 철판에 눌은 부분까지 긁어먹는 재미 있음🤤 매장도 깔끔하고 자리 간격 넉넉해서 친구들이랑 수다 떨면서 먹기 딱!,닭갈비양 많고 맛있어요 EXCLAM 직원분들 정말 친절하세요 볶음밥도 직접 볶아주시고 좋아요 볶음밥까지 꼭 드세요 철판에 눌은 부분까지 긁어먹는 재미 있음 매장도 깔끔하고 자리 간격 넉넉해서 친구들이랑 수다 떨면서 먹기 딱 EXCLAM,0,0,0,0,1,0,0,123,"친절, 직원"
naver,태양곱창 성수점,현순13,1.0,2026.02.07,1번째 방문,영수증,웨이팅이 있는 만큼 맛있어요ଘ(´•3•)⊃━☆ 양도 진짜 많고 곱창에서 냄새 안나서 곱창 먹고싶을때 방문해도 좋을것 같아요 ㅎㅎ,71,True,,,,웨이팅이 있는 만큼 맛있어요ଘ(´•3•)⊃━☆ 양도 진짜 많고 곱창에서 냄새 안나서 곱창 먹고싶을때 방문해도 좋을것 같아요 ㅎㅎ,웨이팅이 있는 만큼 맛있어요 3 양도 진짜 많고 곱창에서 냄새 안나서 곱창 먹고싶을때 방문해도 좋을것 같아요,0,0,0,0,0,0,1,71,웨이팅
naver,장인닭갈비 홍대점,sy247,10.0,2025.12.21,1번째 방문,영수증,웨이팅이 길었지만 화가 안날정도로 맛있어요 다들친절하시규요 짱짱,35,True,,,,웨이팅이 길었지만 화가 안날정도로 맛있어요 다들친절하시규요 짱짱,웨이팅이 길었지만 화가 안날정도로 맛있어요 다들친절하시규요 짱짱,0,0,0,0,0,0,0,35,"친절, 웨이팅"
kakao,능동미나리 성수점,먹고노는게제일좋아,1607.0,2025-09-27,,,"육회비빔밥, 곰탕, 육전 다 기절쌈바리... 미니리맛이 킥이에요 뭘 먹어도 향긋하니 익숙하면서도 색다른 맛! 특히 육회비빔밥은 간장양념 베이스인데 달달하니 제일 맛있었어요 줄 길었는데 생각보다 빨리 줄더라구요 츄라이 해보세요🥹",126,True,5.0,3.7,퍼플 레벨,"육회비빔밥, 곰탕, 육전 다 기절쌈바리... 미니리맛이 킥이에요 뭘 먹어도 향긋하니 익숙하면서도 색다른 맛! 특히 육회비빔밥은 간장양념 베이스인데 달달하니 제일 맛있었어요 줄 길었는데 생각보다 빨리 줄더라구요 츄라이 해보세요🥹",육회비빔밥 곰탕 육전 다 기절쌈바리 미니리맛이 킥이에요 뭘 먹어도 향긋하니 익숙하면서도 색다른 맛 EXCLAM 특히 육회비빔밥은 간장양념 베이스인데 달달하니 제일 맛있었어요 줄 길었는데 생각보다 빨리 줄더라구요 츄라이 해보세요,0,0,0,0,1,0,0,126,빨리
kakao,태양곱창 성수,뇽뇽이,11.0,2026-01-11,,,맛도 레전드 서비스도 레전드 알바생 진짜 인성 레전드 ㅋㅋㅋㅋ 아니 걍 물어본건데 뭐 못들을거 들은것처럼 와.. 진짜 살면서 이런 쓰레기 리뷰 적는거 처음인데 그렇게 장사하지마세요 웨이팅하기 싫어서 들어왔는데 와.... 걍 말이 안나옴,131,False,1.0,4.5,브론즈 레벨,맛도 레전드 서비스도 레전드 알바생 진짜 인성 레전드 ㅋㅋㅋㅋ 아니 걍 물어본건데 뭐 못들을거 들은것처럼 와.. 진짜 살면서 이런 쓰레기 리뷰 적는거 처음인데 그렇게 장사하지마세요 웨이팅하기 싫어서 들어왔는데 와.... 걍 말이 안나옴,맛도 레전드 서비스도 레전드 알바생 진짜 인성 레전드 아니 걍 물어본건데 뭐 못들을거 들은것처럼 와 진짜 살면서 이런 쓰레기 리뷰 적는거 처음인데 그렇게 장사하지마세요 웨이팅하기 싫어서 들어왔는데 와 걍 말이 안나옴,0,0,0,0,0,0,0,131,"서비스, 알바, 웨이팅"
kakao,소문난성수감자탕,멍멍,24.0,2026-02-23,,,예전보다 양 적어진듯 맛은 있어요 공기밥 2000원인게 아쉽 직원들 바빠서인지 잘 안옴,48,False,3.0,3.6,실버 레벨,예전보다 양 적어진듯 맛은 있어요 공기밥 2000원인게 아쉽 직원들 바빠서인지 잘 안옴,예전보다 양 적어진듯 맛은 있어요 공기밥 2000원인게 아쉽 직원들 바빠서인지 잘 안옴,0,0,0,0,0,0,1,48,직원
naver,이태리국시 성수,forevery0uth,9.0,2026.04.21,1번째 방문,영수증,"이태리국시 다녀왔는데 기대 이상으로 만족했어요! 생각보다 든든하고, 맛이 진해서 계속 손이 가더라고요. 면도 쫄깃하고 소스랑 조합이 잘 맞아서 마지막까지 맛있게 먹었어요. 매장 분위기도 깔끔하고 직원분들도 친절해서 기분 좋게 식사할 수 있었어요. 메뉴도 다양해서 재방문 의사 있습니다 👍",160,True,,,,"이태리국시 다녀왔는데 기대 이상으로 만족했어요! 생각보다 든든하고, 맛이 진해서 계속 손이 가더라고요. 면도 쫄깃하고 소스랑 조합이 잘 맞아서 마지막까지 맛있게 먹었어요. 매장 분위기도 깔끔하고 직원분들도 친절해서 기분 좋게 식사할 수 있었어요. 메뉴도 다양해서 재방문 의사 있습니다 👍",이태리국시 다녀왔는데 기대 이상으로 만족했어요 EXCLAM 생각보다 든든하고 맛이 진해서 계속 손이 가더라고요 면도 쫄깃하고 소스랑 조합이 잘 맞아서 마지막까지 맛있게 먹었어요 매장 분위기도 깔끔하고 직원분들도 친절해서 기분 좋게 식사할 수 있었어요 메뉴도 다양해서 재방문 의사 있습니다 EMO_POS,1,0,0,0,1,0,0,160,"친절, 직원"
naver,홍대 육지,팔로우하면 손해 놉,817.0,2026.02.11,1번째 방문,영수증,"홍대 합정에 위치한 고기맛집! ""홍대 육지"" 다녀왔습니다. 요즘 핫하다고 소문나서 방문했어요. 평일 5시 조금 넘어서 방문했는데 마지막 한자리!휴~ 다행 한번에 입장했네요~ 역시 핫합니다~ 열기 후끈! 실외, 실내 모두 분위기 좋고 깔끔하고~ 👍 주문한 메뉴는 돈대갈비2인분, 꽃목살 1인분, 모듬그릴야채, 화산계란찜, 깍둑볶음밥, 제로콜라 이렇게요~ 고기를 직접 정성스럽게 구워주셔서 편하게 입에 넣고 먹기만하면 됩니다~^^ 돈대갈비는 조기 품절 될 수 있고 테이블당 2인분만 되네요. 맛이~ 맛이~ 끝내줍니다. 부드럽고 육질 탱탱에 육향최고에요. 고기 질을 논할 그런 곳이 아닙니다~ 넘 맛나게 먹었어요. 계란찜과 볶음밥도 재료 안아끼고 팍팍 넣어서 만드신 그런 비쥬얼이고요~ 홍대육지 완전 초강추! 합니다.",398,True,,,,"홍대 합정에 위치한 고기맛집! ""홍대 육지"" 다녀왔습니다. 요즘 핫하다고 소문나서 방문했어요. 평일 5시 조금 넘어서 방문했는데 마지막 한자리!휴~ 다행 한번에 입장했네요~ 역시 핫합니다~ 열기 후끈! 실외, 실내 모두 분위기 좋고 깔끔하고~ 👍 주문한 메뉴는 돈대갈비2인분, 꽃목살 1인분, 모듬그릴야채, 화산계란찜, 깍둑볶음밥, 제로콜라 이렇게요~ 고기를 직접 정성스럽게 구워주셔서 편하게 입에 넣고 먹기만하면 됩니다~^^ 돈대갈비는 조기 품절 될 수 있고 테이블당 2인분만 되네요. 맛이~ 맛이~ 끝내줍니다. 부드럽고 육질 탱탱에 육향최고에요. 고기 질을 논할 그런 곳이 아닙니다~ 넘 맛나게 먹었어요. 계란찜과 볶음밥도 재료 안아끼고 팍팍 넣어서 만드신 그런 비쥬얼이고요~ 홍대육지 완전 초강추! 합니다.",홍대 합정에 위치한 고기맛집 EXCLAM 홍대 육지 다녀왔습니다 요즘 핫하다고 소문나서 방문했어요 평일 5시 조금 넘어서 방문했는데 마지막 한자리 EXCLAM 휴 다행 한번에 입장했네요 역시 핫합니다 열기 후끈 EXCLAM 실외 실내 모두 분위기 좋고 깔끔하고 EMO_POS 주문한 메뉴는 돈대갈비2인분 꽃목살 1인분 모듬그릴야채 화산계란찜 깍둑볶음밥 제로콜라 이렇게요 고기를 직접 정성스럽게 구워주셔서 편하게 입에 넣고 먹기만하면 됩니다 돈대갈비는 조기 품절 될 수 있고 테이블당 2인분만 되네요 맛이 맛이 끝내줍니다 부드럽고 육질 탱탱에 육향최고에요 고기 질을 논할 그런 곳이 아닙니다 넘 맛나게 먹었어요 계란찜과 볶음밥도 재료 안아끼고 팍팍 넣어서 만드신 그런 비쥬얼이고요 홍대육지 완전 초강추 EXCLAM 합니다,1,0,0,0,1,0,1,398,"주문, 구워주"
naver,훼미리손칼국수보쌈,영블러드26,1941.0,2026.03.07,1번째 방문,영수증,오픈시간에 가서 웨이팅없이 먹을수있었어요 다먹고 나오니 웨이팅 줄이 엄청 길더라구요 보쌈은 진짜 맛있어요,58,True,,,,오픈시간에 가서 웨이팅없이 먹을수있었어요 다먹고 나오니 웨이팅 줄이 엄청 길더라구요 보쌈은 진짜 맛있어요,오픈시간에 가서 웨이팅없이 먹을수있었어요 다먹고 나오니 웨이팅 줄이 엄청 길더라구요 보쌈은 진짜 맛있어요,0,0,0,0,0,0,0,58,웨이팅
