platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,가격_matched_keywords
naver,보끔당 성수점,limerance,31.0,2026.02.12,1번째 방문,영수증,너무 배고파서 급하게 들어갔는데 직원분도 너무 친절하시고 묵은지랑 닭도 너무 맛있었어요 ㅎㅎㅎ 든든하게 한식 먹고싶었는데 잘 먹고 갑니다!! 번창하세요 ㅎ,86,True,,,,너무 배고파서 급하게 들어갔는데 직원분도 너무 친절하시고 묵은지랑 닭도 너무 맛있었어요 ㅎㅎㅎ 든든하게 한식 먹고싶었는데 잘 먹고 갑니다!! 번창하세요 ㅎ,너무 배고파서 급하게 들어갔는데 직원분도 너무 친절하시고 묵은지랑 닭도 너무 맛있었어요 든든하게 한식 먹고싶었는데 잘 먹고 갑니다 EXCLAM 번창하세요,0,0,0,0,1,0,0,86,원
kakao,각시보쌈,물티슈,57.0,2025-01-05,,,이 가격에 뭘 더 바래,12,False,5.0,3.9,실버 레벨,이 가격에 뭘 더 바래,이 가격에 뭘 더 바래,0,0,0,0,0,0,0,12,가격
naver,능동미나리 성수지점,stosg1,1.0,2026.04.30,1번째 방문,영수증,직원분들도 너무 친절하고 음식도 좋은재료가 느껴집니다!! 너무 맛있게 잘 먹고 갑니다. 다음에도 또 방문할 것 같아요! 대박나세요 :),75,False,,,,직원분들도 너무 친절하고 음식도 좋은재료가 느껴집니다!! 너무 맛있게 잘 먹고 갑니다. 다음에도 또 방문할 것 같아요! 대박나세요 :),직원분들도 너무 친절하고 음식도 좋은재료가 느껴집니다 EXCLAM 너무 맛있게 잘 먹고 갑니다 다음에도 또 방문할 것 같아요 EXCLAM 대박나세요,0,0,0,0,1,0,0,75,원
naver,각시보쌈,zi****,1068.0,2026.03.16,3번째 방문,영수증,"맛좋은 각시보쌈 부위가 앞다리 또는 뒷다리가 아닌 항정살부위인듯... 맛 좋습니다. 상추와 김치, 절임배추는 추가금액이 붇는듯 하지만 무말랭이는 추가금없이 더 주시네요~ 반반보쌈 33,000원",107,True,,,,"맛좋은 각시보쌈 부위가 앞다리 또는 뒷다리가 아닌 항정살부위인듯... 맛 좋습니다. 상추와 김치, 절임배추는 추가금액이 붇는듯 하지만 무말랭이는 추가금없이 더 주시네요~ 반반보쌈 33,000원",맛좋은 각시보쌈 부위가 앞다리 또는 뒷다리가 아닌 항정살부위인듯 맛 좋습니다 상추와 김치 절임배추는 추가금액이 붇는듯 하지만 무말랭이는 추가금없이 더 주시네요 반반보쌈 33 000원,0,0,0,0,0,0,1,107,"금액, 원"
naver,육산장 홍대본점,희짱ㅎㅎ,32.0,2026.02.21,1번째 방문,영수증,삼겹살 진짜 고기 상태 미쳤음… 입터짐 🤭 양념도 과하지 않고 고기 육즙 살아있어서 계속 들어감 가격 대비 만족도 꽤 높았고 다음에 또 갈 듯 !! 인테리어도 이쁨 ㅎㅎ 캠핑온 느낌 짱,103,True,,,,삼겹살 진짜 고기 상태 미쳤음… 입터짐 🤭 양념도 과하지 않고 고기 육즙 살아있어서 계속 들어감 가격 대비 만족도 꽤 높았고 다음에 또 갈 듯 !! 인테리어도 이쁨 ㅎㅎ 캠핑온 느낌 짱,삼겹살 진짜 고기 상태 미쳤음 입터짐 양념도 과하지 않고 고기 육즙 살아있어서 계속 들어감 가격 대비 만족도 꽤 높았고 다음에 또 갈 듯 EXCLAM 인테리어도 이쁨 캠핑온 느낌 짱,0,0,0,0,1,0,0,103,가격
naver,소문난성수감자탕,rna****,7.0,2026.01.25,1번째 방문,영수증,"음식맛, 위생을 다 떠나서 중국인인지 조선족인지 하얼빈 장첸처럼 말하는 여직원 진심 불친절을 넘어서 사가지없으심. 툴툴거리는건 기본에 직원들끼리 기싸움인지 서열싸움인지 계속 인상 찌푸린상태로 돌아다님. 의자에 옷걸어놨다고 본인 지나가기 불편하다고 짜증내는 식당직원 봤음? 들어오자마자 뭐먹을거냐고 압박하고, 메뉴 줄때도 개짜증내면서 비키라는식으로 음식놔줌; 혼나러 온줄;; 관광객 상대로 장사하면서 단체로 돌아버림?",232,False,,,,"음식맛, 위생을 다 떠나서 중국인인지 조선족인지 하얼빈 장첸처럼 말하는 여직원 진심 불친절을 넘어서 사가지없으심. 툴툴거리는건 기본에 직원들끼리 기싸움인지 서열싸움인지 계속 인상 찌푸린상태로 돌아다님. 의자에 옷걸어놨다고 본인 지나가기 불편하다고 짜증내는 식당직원 봤음? 들어오자마자 뭐먹을거냐고 압박하고, 메뉴 줄때도 개짜증내면서 비키라는식으로 음식놔줌; 혼나러 온줄;; 관광객 상대로 장사하면서 단체로 돌아버림?",음식맛 위생을 다 떠나서 중국인인지 조선족인지 하얼빈 장첸처럼 말하는 여직원 진심 불친절을 넘어서 사가지없으심 툴툴거리는건 기본에 직원들끼리 기싸움인지 서열싸움인지 계속 인상 찌푸린상태로 돌아다님 의자에 옷걸어놨다고 본인 지나가기 불편하다고 짜증내는 식당직원 봤음 QUESTION 들어오자마자 뭐먹을거냐고 압박하고 메뉴 줄때도 개짜증내면서 비키라는식으로 음식놔줌 혼나러 온줄 관광객 상대로 장사하면서 단체로 돌아버림 QUESTION,0,0,0,0,0,1,0,232,원
naver,각시보쌈,벨사운드,7.0,2026.01.02,1번째 방문,예약,"점심에도 혼자 자주 먹던 곳이라 맛있어서 저녁에 남친이랑 방문했어요. 정식을 각자 먹고 다른 메뉴도 추가로 시키려고 정식 먼저 주문했고, 막걸리 1병을 주문하자 안경낀 여자 직원분께서 정식에는 술이 안된다면서 윽박지르시듯 화를 내시더라구요... 아무것도 모르던 저희는 당황했고요. 벽에 안내문구라도 써놔야하는데 그런것도 없이 말씀하시길래 기분이 불쾌하여 다른 메뉴도 시키지 못하고 급히 먹고 나왔습니다. 사장님께서는 제 이야기를 듣고는 사과해주시고, 콜라도 서비스로 주셨는데 빨리 나가고 싶어서 안마시고 그냥 나왔어요. 친절하신 사장님께서 직원응대에 있어 조금 더 신경써주시고, 정식 주문시 술은 주문이 안된다고 미리 안내를 잘 해주시길 바랍니다. 음식은 맛있어서 잘못이 없습니다 ㅠ",382,True,,,,"점심에도 혼자 자주 먹던 곳이라 맛있어서 저녁에 남친이랑 방문했어요. 정식을 각자 먹고 다른 메뉴도 추가로 시키려고 정식 먼저 주문했고, 막걸리 1병을 주문하자 안경낀 여자 직원분께서 정식에는 술이 안된다면서 윽박지르시듯 화를 내시더라구요... 아무것도 모르던 저희는 당황했고요. 벽에 안내문구라도 써놔야하는데 그런것도 없이 말씀하시길래 기분이 불쾌하여 다른 메뉴도 시키지 못하고 급히 먹고 나왔습니다. 사장님께서는 제 이야기를 듣고는 사과해주시고, 콜라도 서비스로 주셨는데 빨리 나가고 싶어서 안마시고 그냥 나왔어요. 친절하신 사장님께서 직원응대에 있어 조금 더 신경써주시고, 정식 주문시 술은 주문이 안된다고 미리 안내를 잘 해주시길 바랍니다. 음식은 맛있어서 잘못이 없습니다 ㅠ",점심에도 혼자 자주 먹던 곳이라 맛있어서 저녁에 남친이랑 방문했어요 정식을 각자 먹고 다른 메뉴도 추가로 시키려고 정식 먼저 주문했고 막걸리 1병을 주문하자 안경낀 여자 직원분께서 정식에는 술이 안된다면서 윽박지르시듯 화를 내시더라구요 아무것도 모르던 저희는 당황했고요 벽에 안내문구라도 써놔야하는데 그런것도 없이 말씀하시길래 기분이 불쾌하여 다른 메뉴도 시키지 못하고 급히 먹고 나왔습니다 사장님께서는 제 이야기를 듣고는 사과해주시고 콜라도 서비스로 주셨는데 빨리 나가고 싶어서 안마시고 그냥 나왔어요 친절하신 사장님께서 직원응대에 있어 조금 더 신경써주시고 정식 주문시 술은 주문이 안된다고 미리 안내를 잘 해주시길 바랍니다 음식은 맛있어서 잘못이 없습니다,0,0,0,0,0,0,1,382,원
naver,홍대 육지,아메쇼코라손,457.0,2026.03.10,1번째 방문,예약,소고기는 역시 살짝 익혀야 맛있네열 소의 굽기는 각자의 취향을 타서 직접 구워먹는 시스템이구요 돼지는 직원분들이 아주 알맞게 잘 구워주십니다 폭룡적인 비주얼이었던 계란찜은 비주얼에 비해 맛까지는 그렇게 폭룡적이진 않았습니다 근데 뭐 고깃집에서 고기만 맛있으면 됐죠👍,148,True,,,,소고기는 역시 살짝 익혀야 맛있네열 소의 굽기는 각자의 취향을 타서 직접 구워먹는 시스템이구요 돼지는 직원분들이 아주 알맞게 잘 구워주십니다 폭룡적인 비주얼이었던 계란찜은 비주얼에 비해 맛까지는 그렇게 폭룡적이진 않았습니다 근데 뭐 고깃집에서 고기만 맛있으면 됐죠👍,소고기는 역시 살짝 익혀야 맛있네열 소의 굽기는 각자의 취향을 타서 직접 구워먹는 시스템이구요 돼지는 직원분들이 아주 알맞게 잘 구워주십니다 폭룡적인 비주얼이었던 계란찜은 비주얼에 비해 맛까지는 그렇게 폭룡적이진 않았습니다 근데 뭐 고깃집에서 고기만 맛있으면 됐죠 EMO_POS,1,0,0,0,0,0,0,148,원
naver,황금콩밭,그림자놀이19,52.0,2025.06.18,1번째 방문,영수증,두부가 비싸다 생각할 수 있지만 고기보다 맛있습니다,28,True,,,,두부가 비싸다 생각할 수 있지만 고기보다 맛있습니다,두부가 비싸다 생각할 수 있지만 고기보다 맛있습니다,0,0,0,0,0,0,0,28,"비싸, 싸다"
naver,각시보쌈,레몬6288,6.0,2025.08.18,1번째 방문,영수증,가성비는 괜찮은편인데 일단 너무 지저분함.테이블에서 나는지 식기에서 나는지 모르겠지만 행주쉰(?)냄새 같은 불쾌한 냄새남.그리고 무엇보다 안좋았던건 일하는 직원이 너무 불친절함.점심시간이라 혼잡하고 바빠서인지 옆테이블 손님 나가고 나서 그릇 정리하는데 깨부수는줄. 바로 옆에 손님 있던지말던지 꽝꽝 소리내면서 그릇 집어던지듯이 치움(키작고 안경쓰신 통통한 나이드신 직원분)어휴 너무시끄럽다고 해도 대꾸도 안함. 지인이 추천해서 갔는데 다신 안간다.,250,False,,,,가성비는 괜찮은편인데 일단 너무 지저분함.테이블에서 나는지 식기에서 나는지 모르겠지만 행주쉰(?)냄새 같은 불쾌한 냄새남.그리고 무엇보다 안좋았던건 일하는 직원이 너무 불친절함.점심시간이라 혼잡하고 바빠서인지 옆테이블 손님 나가고 나서 그릇 정리하는데 깨부수는줄. 바로 옆에 손님 있던지말던지 꽝꽝 소리내면서 그릇 집어던지듯이 치움(키작고 안경쓰신 통통한 나이드신 직원분)어휴 너무시끄럽다고 해도 대꾸도 안함. 지인이 추천해서 갔는데 다신 안간다.,가성비는 괜찮은편인데 일단 너무 지저분함 테이블에서 나는지 식기에서 나는지 모르겠지만 행주쉰 QUESTION 냄새 같은 불쾌한 냄새남 그리고 무엇보다 안좋았던건 일하는 직원이 너무 불친절함 점심시간이라 혼잡하고 바빠서인지 옆테이블 손님 나가고 나서 그릇 정리하는데 깨부수는줄 바로 옆에 손님 있던지말던지 꽝꽝 소리내면서 그릇 집어던지듯이 치움 키작고 안경쓰신 통통한 나이드신 직원분 어휴 너무시끄럽다고 해도 대꾸도 안함 지인이 추천해서 갔는데 다신 안간다,0,0,0,0,0,1,0,250,"가성비, 원"
naver,락희옥 마포본점,도화sek7,7.0,2026.03.25,1번째 방문,예약,처음왔는데 너무 고급지네요. 식기 수저 분위기.. 어르신이나 회사에서 임원분들하고 오거나 부모님 거래처 다 좋을거같아요. 가격이 있지만 고급짐으로 답합니다. 맛있고 재료 좋고 조명도 좋아요. 추천합니다!!,114,True,,,,처음왔는데 너무 고급지네요. 식기 수저 분위기.. 어르신이나 회사에서 임원분들하고 오거나 부모님 거래처 다 좋을거같아요. 가격이 있지만 고급짐으로 답합니다. 맛있고 재료 좋고 조명도 좋아요. 추천합니다!!,처음왔는데 너무 고급지네요 식기 수저 분위기 어르신이나 회사에서 임원분들하고 오거나 부모님 거래처 다 좋을거같아요 가격이 있지만 고급짐으로 답합니다 맛있고 재료 좋고 조명도 좋아요 추천합니다 EXCLAM,0,0,0,0,1,0,0,114,"가격, 원"
naver,을밀대 평양냉면,대한민국여권소지자,368.0,2026.04.18,1번째 방문,영수증,유명 해서 많이 들어 봤는데 처음 가봤어요. 국물은 시원하고 회냉면 맛있네요.🙂👍🏻,46,True,,,,유명 해서 많이 들어 봤는데 처음 가봤어요. 국물은 시원하고 회냉면 맛있네요.🙂👍🏻,유명 해서 많이 들어 봤는데 처음 가봤어요 국물은 시원하고 회냉면 맛있네요 EMO_POS EMO_POS,1,0,0,0,0,0,0,46,원
naver,각시보쌈,제주 사는 피글렛,953.0,2025.07.26,1번째 방문,영수증,반묶음? 노랑 염색 머리 아주머니가 정말 정말 너무 불친절하셔서 더운날 다들 불쾌했어요 웨이팅 끝에 들어갔는데 매장이 너무 더워서 에어컨 온도좀 내려주실 수 있나요? 요청드리니 자기한테 말하지 말라해서 진심으로 띠용..? 그럼 누구한테 말해요? 하니까 누구한테 말해도 안된대요ㅋㅋㅋ 이게 무슨.. 에어컨 수동으로 저희가 못 내려서 요청한건데.. 차라리 여기서 온도 더 못 낮춰요 죄송해요 한마디만 하셧어도 그런가보다 햇을거에요 더운거 싫어서 다른 매장보다 불로 익히는 게 아니니 시원하겠지 해서 온건데 일행들 다 더워서 그냥 얼른 먹고 다음 2차 장소로 이동했어요ㅡㅡ 인생에서 겪은 불친절 맛집 원탑 축하드립니다👍🏻 보쌈 자체는 비계 부분이 적어서 덜 느끼하고 촉촉하니 맛있어요 다른 지점 갈게요;;,391,True,,,,반묶음? 노랑 염색 머리 아주머니가 정말 정말 너무 불친절하셔서 더운날 다들 불쾌했어요 웨이팅 끝에 들어갔는데 매장이 너무 더워서 에어컨 온도좀 내려주실 수 있나요? 요청드리니 자기한테 말하지 말라해서 진심으로 띠용..? 그럼 누구한테 말해요? 하니까 누구한테 말해도 안된대요ㅋㅋㅋ 이게 무슨.. 에어컨 수동으로 저희가 못 내려서 요청한건데.. 차라리 여기서 온도 더 못 낮춰요 죄송해요 한마디만 하셧어도 그런가보다 햇을거에요 더운거 싫어서 다른 매장보다 불로 익히는 게 아니니 시원하겠지 해서 온건데 일행들 다 더워서 그냥 얼른 먹고 다음 2차 장소로 이동했어요ㅡㅡ 인생에서 겪은 불친절 맛집 원탑 축하드립니다👍🏻 보쌈 자체는 비계 부분이 적어서 덜 느끼하고 촉촉하니 맛있어요 다른 지점 갈게요;;,반묶음 QUESTION 노랑 염색 머리 아주머니가 정말 정말 너무 불친절하셔서 더운날 다들 불쾌했어요 웨이팅 끝에 들어갔는데 매장이 너무 더워서 에어컨 온도좀 내려주실 수 있나요 QUESTION 요청드리니 자기한테 말하지 말라해서 진심으로 띠용 QUESTION 그럼 누구한테 말해요 QUESTION 하니까 누구한테 말해도 안된대요 이게 무슨 에어컨 수동으로 저희가 못 내려서 요청한건데 차라리 여기서 온도 더 못 낮춰요 죄송해요 한마디만 하셧어도 그런가보다 햇을거에요 더운거 싫어서 다른 매장보다 불로 익히는 게 아니니 시원하겠지 해서 온건데 일행들 다 더워서 그냥 얼른 먹고 다음 2차 장소로 이동했어요 인생에서 겪은 불친절 맛집 원탑 축하드립니다 EMO_POS 보쌈 자체는 비계 부분이 적어서 덜 느끼하고 촉촉하니 맛있어요 다른 지점 갈게요,1,0,0,0,0,1,1,391,원
kakao,각시보쌈,뭐이런걸다,7.0,2026-04-22,,,보쌈정식 가성비가 너무 좋음,15,True,5.0,5.0,브론즈 레벨,보쌈정식 가성비가 너무 좋음,보쌈정식 가성비가 너무 좋음,0,0,0,0,0,0,0,15,가성비
naver,원조 조박집 본관,unikon7,1063.0,2025.10.04,2번째 방문,영수증,"돼지갈비 1인분 20,000원… 그래도 맛은 여전히 좋네",31,True,,,,"돼지갈비 1인분 20,000원… 그래도 맛은 여전히 좋네",돼지갈비 1인분 20 000원 그래도 맛은 여전히 좋네,0,0,0,0,0,0,1,31,원
naver,락희옥 마포본점,희동구56,48.0,2025.11.17,1번째 방문,영수증,아이 병원 오는 길에 점심시간이라 들렸어요 평일 점심에 들렸는데 사람 너무 많지 않고 좋았어요 매장 분위기도 좋고 메뉴도 다양해요 건강한 메뉴들이 다양해서 좋았어요 음식 맛도 좋아요,101,True,,,,아이 병원 오는 길에 점심시간이라 들렸어요 평일 점심에 들렸는데 사람 너무 많지 않고 좋았어요 매장 분위기도 좋고 메뉴도 다양해요 건강한 메뉴들이 다양해서 좋았어요 음식 맛도 좋아요,아이 병원 오는 길에 점심시간이라 들렸어요 평일 점심에 들렸는데 사람 너무 많지 않고 좋았어요 매장 분위기도 좋고 메뉴도 다양해요 건강한 메뉴들이 다양해서 좋았어요 음식 맛도 좋아요,0,0,0,0,0,0,0,101,원
kakao,마포양지설렁탕 도화점,Benny :),149.0,2025-07-27,,,맛있고 음식이 정말 빨리나옴. 가격이 조금 비쌈.,27,False,4.0,3.5,골드 레벨,맛있고 음식이 정말 빨리나옴. 가격이 조금 비쌈.,맛있고 음식이 정말 빨리나옴 가격이 조금 비쌈,0,0,0,0,0,0,0,27,"가격, 비쌈"
kakao,굴다리식당,YEE,48.0,2026-04-12,,,제육볶음은 시골동네 백반집에 나올법한 스타일 달큰한 맛이 강하고 장조림 고기 식감이다 김치찌개는 국물 맛이 깊은데 만원주고 먹기에는 비싼감이 있다 지방에서 올라와 집밥 먹기힘든 사람들에게는 메리트가 좀 더 있겠지만 개인적으로 재방문 의사는 없다,136,False,2.0,3.9,실버 레벨,제육볶음은 시골동네 백반집에 나올법한 스타일 달큰한 맛이 강하고 장조림 고기 식감이다 김치찌개는 국물 맛이 깊은데 만원주고 먹기에는 비싼감이 있다 지방에서 올라와 집밥 먹기힘든 사람들에게는 메리트가 좀 더 있겠지만 개인적으로 재방문 의사는 없다,제육볶음은 시골동네 백반집에 나올법한 스타일 달큰한 맛이 강하고 장조림 고기 식감이다 김치찌개는 국물 맛이 깊은데 만원주고 먹기에는 비싼감이 있다 지방에서 올라와 집밥 먹기힘든 사람들에게는 메리트가 좀 더 있겠지만 개인적으로 재방문 의사는 없다,0,0,0,0,0,0,0,136,원
naver,소문난성수감자탕,김호두36,9.0,2026.02.21,1번째 방문,영수증,성수 놀러와서 밥먹었는데 감자탕 먹을만했으나 비쌈 앞에 카운터보는 사장인지 베트콩인지 남자 계산할때 싸가지 너무없음 개패고싶었는데 놀러와서 싸우기 싫어서 그냥 나옴ㅋㅋㅋ 반말로 가격 그냥 띡 말하고 계산이 됐는지 안됐는지 영수증 빼고 그냥 가라하고 밥집에 손님이 많으면 친절해야지 ㅈㄴ 꺼드럭거리네 기분나쁘게 기분 개잡침 절대 가지마세요,188,False,,,,성수 놀러와서 밥먹었는데 감자탕 먹을만했으나 비쌈 앞에 카운터보는 사장인지 베트콩인지 남자 계산할때 싸가지 너무없음 개패고싶었는데 놀러와서 싸우기 싫어서 그냥 나옴ㅋㅋㅋ 반말로 가격 그냥 띡 말하고 계산이 됐는지 안됐는지 영수증 빼고 그냥 가라하고 밥집에 손님이 많으면 친절해야지 ㅈㄴ 꺼드럭거리네 기분나쁘게 기분 개잡침 절대 가지마세요,성수 놀러와서 밥먹었는데 감자탕 먹을만했으나 비쌈 앞에 카운터보는 사장인지 베트콩인지 남자 계산할때 싸가지 너무없음 개패고싶었는데 놀러와서 싸우기 싫어서 그냥 나옴 반말로 가격 그냥 띡 말하고 계산이 됐는지 안됐는지 영수증 빼고 그냥 가라하고 밥집에 손님이 많으면 친절해야지 꺼드럭거리네 기분나쁘게 기분 개잡침 절대 가지마세요,0,0,0,0,0,0,0,188,"가격, 비쌈"
naver,각시보쌈,상권읽어주는남자,756.0,2025.01.26,1번째 방문,영수증,"주말에 가족 모임이 있어서 합정역 부근에 왔다가 단체로 밥먹을 곳을 찾다가 보쌈집에 들어갔습니다. 열 여섯명이었는데, 일찍 도착해서 다행히 자리가 있었네요. 저희 앉고나서 바로 만석이 되는 바람에 금방 웨이팅이 걸렸습니다. 음식은 기본 밑반찬이 세팅되고 개인별로 공기밥, 보쌈과 보쌈김치 한접시, 찌개가 세팅이 되는데요.(정식) 주 메뉴와 밑반찬 하나하나가 엄청나게 맛있고 특별해서라기 보다는 이런 보쌈 정식이 1인당 만원이라는 놀라운 가성비 때문에 손님이 몰리는 것 같습니다. 만원치고는 보쌈의 양이나 상태도 훌륭하고, 밑반찬과 찌개까지 제공되는 것도 좋습니다. 아기의자가 없고 친절한 것 같다는 인상은 못 받았지만 그럼에도 가성비가 너무 좋아서 인기가 있을만 합니다.",375,True,,,,"주말에 가족 모임이 있어서 합정역 부근에 왔다가 단체로 밥먹을 곳을 찾다가 보쌈집에 들어갔습니다. 열 여섯명이었는데, 일찍 도착해서 다행히 자리가 있었네요. 저희 앉고나서 바로 만석이 되는 바람에 금방 웨이팅이 걸렸습니다. 음식은 기본 밑반찬이 세팅되고 개인별로 공기밥, 보쌈과 보쌈김치 한접시, 찌개가 세팅이 되는데요.(정식) 주 메뉴와 밑반찬 하나하나가 엄청나게 맛있고 특별해서라기 보다는 이런 보쌈 정식이 1인당 만원이라는 놀라운 가성비 때문에 손님이 몰리는 것 같습니다. 만원치고는 보쌈의 양이나 상태도 훌륭하고, 밑반찬과 찌개까지 제공되는 것도 좋습니다. 아기의자가 없고 친절한 것 같다는 인상은 못 받았지만 그럼에도 가성비가 너무 좋아서 인기가 있을만 합니다.",주말에 가족 모임이 있어서 합정역 부근에 왔다가 단체로 밥먹을 곳을 찾다가 보쌈집에 들어갔습니다 열 여섯명이었는데 일찍 도착해서 다행히 자리가 있었네요 저희 앉고나서 바로 만석이 되는 바람에 금방 웨이팅이 걸렸습니다 음식은 기본 밑반찬이 세팅되고 개인별로 공기밥 보쌈과 보쌈김치 한접시 찌개가 세팅이 되는데요 정식 주 메뉴와 밑반찬 하나하나가 엄청나게 맛있고 특별해서라기 보다는 이런 보쌈 정식이 1인당 만원이라는 놀라운 가성비 때문에 손님이 몰리는 것 같습니다 만원치고는 보쌈의 양이나 상태도 훌륭하고 밑반찬과 찌개까지 제공되는 것도 좋습니다 아기의자가 없고 친절한 것 같다는 인상은 못 받았지만 그럼에도 가성비가 너무 좋아서 인기가 있을만 합니다,0,0,0,0,0,0,1,375,"가성비, 원"
naver,소문난성수감자탕,울짬,25.0,2025.12.22,1번째 방문,영수증,"방문이 불쾌했어요. 바쁜 것 같아 자리뒤에 갑자기 캐리어로 길막힌거나 국자 늦게주신건 당연히 그럴수있다했는데 국물이 타고있어 냄비를 테이블에 내려둘 수도 없고 곤란해하던차에 직원분이 테이블 옆 버튼을 누르고가시며 ""타고있잖아. 왜 끌줄을 모르지?""라고 하시네요ㅋㅋㅋ 기분 엄청 나빴어요 외국인도 많이 오는것 같던데 손님응대가 이상해요. 식당직원도아니고 끄는법을 어떻게 아나요? 왜 비꼬는지 모르겠어요;; 계산하며 직원분께 컴플레인거는데 본인얘긴줄 알면서도 그냥 쑥 지나가버리네요. 다신 안올듯 합니다. 맛이고 뭐고ㅋㅋ",289,False,,,,"방문이 불쾌했어요. 바쁜 것 같아 자리뒤에 갑자기 캐리어로 길막힌거나 국자 늦게주신건 당연히 그럴수있다했는데 국물이 타고있어 냄비를 테이블에 내려둘 수도 없고 곤란해하던차에 직원분이 테이블 옆 버튼을 누르고가시며 ""타고있잖아. 왜 끌줄을 모르지?""라고 하시네요ㅋㅋㅋ 기분 엄청 나빴어요 외국인도 많이 오는것 같던데 손님응대가 이상해요. 식당직원도아니고 끄는법을 어떻게 아나요? 왜 비꼬는지 모르겠어요;; 계산하며 직원분께 컴플레인거는데 본인얘긴줄 알면서도 그냥 쑥 지나가버리네요. 다신 안올듯 합니다. 맛이고 뭐고ㅋㅋ",방문이 불쾌했어요 바쁜 것 같아 자리뒤에 갑자기 캐리어로 길막힌거나 국자 늦게주신건 당연히 그럴수있다했는데 국물이 타고있어 냄비를 테이블에 내려둘 수도 없고 곤란해하던차에 직원분이 테이블 옆 버튼을 누르고가시며 타고있잖아 왜 끌줄을 모르지 QUESTION 라고 하시네요 기분 엄청 나빴어요 외국인도 많이 오는것 같던데 손님응대가 이상해요 식당직원도아니고 끄는법을 어떻게 아나요 QUESTION 왜 비꼬는지 모르겠어요 계산하며 직원분께 컴플레인거는데 본인얘긴줄 알면서도 그냥 쑥 지나가버리네요 다신 안올듯 합니다 맛이고 뭐고,0,0,0,0,0,1,0,289,원
kakao,능동미나리 성수점,hh,74.0,2025-02-01,,,맛은 있지만 웨이팅해서 먹을정돈아님,19,True,4.0,4.1,실버 레벨,맛은 있지만 웨이팅해서 먹을정돈아님,맛은 있지만 웨이팅해서 먹을정돈아님,0,0,0,0,0,0,0,19,돈
naver,훼미리손칼국수보쌈,SiriJini,54.0,2025.10.15,1번째 방문,영수증,"보쌈정식은 점심 저녁 관계없이 주문이 가능하다. 양이 적어보일 수 있으나 밥까지 말아먹으면 배가 진짜 부르고, 가성비가 좋다. 외국인 관광객들도 종종 보임.",87,True,,,,"보쌈정식은 점심 저녁 관계없이 주문이 가능하다. 양이 적어보일 수 있으나 밥까지 말아먹으면 배가 진짜 부르고, 가성비가 좋다. 외국인 관광객들도 종종 보임.",보쌈정식은 점심 저녁 관계없이 주문이 가능하다 양이 적어보일 수 있으나 밥까지 말아먹으면 배가 진짜 부르고 가성비가 좋다 외국인 관광객들도 종종 보임,0,0,0,0,0,0,0,87,가성비
kakao,능동미나리 성수점,최하경,1.0,2026-01-26,,,우연히 들르게 되었는데 가게 분위기도 좋고 직원들도 친절해서 너무 좋았어요 무엇보다 육회랑 육회비빔밥이 넘 맛있었습니당 ❤️ 담에도 들를거 같아요 ! 수육전골도 짱 !!!,95,True,5.0,5.0,브론즈 레벨,우연히 들르게 되었는데 가게 분위기도 좋고 직원들도 친절해서 너무 좋았어요 무엇보다 육회랑 육회비빔밥이 넘 맛있었습니당 ❤️ 담에도 들를거 같아요 ! 수육전골도 짱 !!!,우연히 들르게 되었는데 가게 분위기도 좋고 직원들도 친절해서 너무 좋았어요 무엇보다 육회랑 육회비빔밥이 넘 맛있었습니당 EMO_POS 담에도 들를거 같아요 EXCLAM 수육전골도 짱 EXCLAM,1,0,0,0,1,0,0,95,원
naver,각시보쌈,맛집탐험소년,1070.0,2025.09.04,1번째 방문,영수증,혼밥하기 너무 좋아요 가성비 각시보쌈!,21,True,,,,혼밥하기 너무 좋아요 가성비 각시보쌈!,혼밥하기 너무 좋아요 가성비 각시보쌈 EXCLAM,0,0,0,0,1,0,0,21,가성비
kakao,금금,99,10.0,2025-02-08,,,무난하게 먹을만 하지만 약간 비쌈,18,False,3.0,3.7,브론즈 레벨,무난하게 먹을만 하지만 약간 비쌈,무난하게 먹을만 하지만 약간 비쌈,0,0,0,0,0,0,0,18,비쌈
naver,쭌곱창,ka93,60.0,2026.04.21,3번째 방문,,제가 홍대오면 오는 곱창집인데 진짜 맛있어요~!! 친구도 데리고 왔는데 맛집 바로 저장한다고 하더라구요 맛있는 저녁한끼 먹고 갑니다!! 가격도 가성비 최고입니다👍🏻,91,True,,,,제가 홍대오면 오는 곱창집인데 진짜 맛있어요~!! 친구도 데리고 왔는데 맛집 바로 저장한다고 하더라구요 맛있는 저녁한끼 먹고 갑니다!! 가격도 가성비 최고입니다👍🏻,제가 홍대오면 오는 곱창집인데 진짜 맛있어요 EXCLAM 친구도 데리고 왔는데 맛집 바로 저장한다고 하더라구요 맛있는 저녁한끼 먹고 갑니다 EXCLAM 가격도 가성비 최고입니다 EMO_POS,1,0,0,0,1,0,0,91,"가격, 가성비"
