식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무
원조 조박집 본관,무설탕성분,54,2026.02.14,1번째 방문,영수증,돼지갈비는 조박집이 최고 👍 👍 또 생각나는 돼지갈비 ❤️ 김치도 맛있었어요 ^^,45,True
원조 조박집 본관,Gratia78,1961,2026.02.13,3번째 방문,영수증,,0,True
원조 조박집 본관,yos****,1202,2026.02.10,15번째 방문,영수증,너무 맛있어요. 맛집임에도 직원분들 정말 친절합니다.,29,True
원조 조박집 본관,Air25,12,2026.02.06,1번째 방문,영수증,최고의 돼지갈비 맛집입니다,14,False
원조 조박집 본관,삼예린,21,2026.01.26,1번째 방문,영수증,"오늘 방문했는데 너무 불친절하세요. 👎🏻👎🏻 주문할 때 직원분께 말씀드려도 알겠습니다 하는 대답이 아예 없어서 못 들으신 줄 알고 다시 말씀드렸더니 “이따 갖다줄게요”라는 말과 함께 짜증 섞인 반응을 보이셨습니다. ;; 음식주문 할 때마다 대답을 안 하시니까 주문이 잘 들어간건지도 헷갈리더라고요. 음식을 가져다주실 때도 쟁반을 들고 아무 말 없이 서 계셔서 저희가 음식들을 직접 테이블로 옮겨야 했고요. 같은 시간대에 다른 테이블(중년 남성 손님들)에는 웃으면서 친절하게 응대하시는 모습도 봐서 더 비교가 됐습니다. 의도는 알 수 없지만, 손님 입장에서는 충분히 불편하게 느껴질 수 있는 상황이었습니다. 맛있는 음식도 맛이 없어지는 경험하고 갑니다",363,True
원조 조박집 본관,Master48,13,2026.01.24,1번째 방문,예약,항상 맛있는 고깃집. 웨이팅은 조금 많지만 기다릴만한 가치가 있는 집이에요.,42,False
원조 조박집 본관,비아22,20,2026.01.19,1번째 방문,영수증,이 집 진~짜 친절해요 저희 잘 먹는다고 추가로 된장도 주시고 마지막에는 식혜도 주셨어요. 돼지갈비도 너무 맛있고 가성비 좋아요. 다시 올 의향 있습니다!,86,True
원조 조박집 본관,vld****,9,2026.01.17,1번째 방문,영수증,블루리본 맛집이라해서 갔는데 고기는 진짜 맛있긴했어요! 근데 직원분들이 너무 불친절해서 먹는데 기분이 매우 나빴습니다 바빠서 그러신건지 모르겠는데 메뉴 추가로 시켰다고 천천히 시켜달라고 하시더라고요 ㅋㅋ 고기가 다 떨어져서 1인분 더 시킨건데 계속 옆에서 천천히 시켜달라고 하시는데 좀 어이가 없더라고요 제 돈주고 추가 메뉴도 못시키나요 ㅎ 바빠서 힘드셔서 뭐 그런거라고 백번 이해는 하려고 하지만 그래도 솔직히 먹는데 기분은 안좋았습니다~ 이부분은 좀 바껴야할것같아요~^^,265,False
원조 조박집 본관,namir,874,2026.01.15,1번째 방문,영수증,"원조 조박집 본관은 마포역 인근의 전통 있는 돼지갈비 전문점입니다. 자극적이지 않은 양념의 돼지갈비와 시원한 동치미국수, 달지 않은 식혜 후식이 특징입니다. (발췌 : 네이버 AI 브리핑)",105,True
원조 조박집 본관,yos****,1202,2026.01.14,14번째 방문,영수증,맛집임이도 친절하고 맛있습니다.,17,True
원조 조박집 본관,똥뺑애비,91,2026.01.06,1번째 방문,예약,"마포 상륙한 맥아더 아조씨,,, 마포쌤숭아파트 사는 친구에게 컴퓨터 의자 받으러 갔다가 맨입으로 받을 수 없어 고깃집 방문... 음식 서빙도 agile하게 나와서 만족... 무엇보다 한우주물럭이 상당히 매력적... 은근히 이 쪽 주변에 괜찮은 식당들이 많아 종종 이착륙 예정... 행복은 늘 가까이에...",170,True
원조 조박집 본관,eun****,242,2026.01.03,2번째 방문,영수증,언제나 한결같이 맛있음.친절도 서비스 아주 좋아요.돼지갈비로는 서울에서 탑3안에 반드시 있음.최상급 굿굿굿,59,False
원조 조박집 본관,천하를얻으리라,1159,2026.01.02,1번째 방문,영수증,"점심때나 5시이전에는 본관만 오픈합니다. 이후시간은 2,3호점도 오픈하니 어디든 즐기시길 국내산 한돈만 사용해서 돼지갈비를 만드는군요. 어쩐지 고기 잡내가 없더라니 열무국수와 식혜써비스까지 아주 만족하고 맛나게 돼지갈비를 즐겼습니다. 둘이서 5인분 먹고 배불러지는 곳입니다.",153,True
원조 조박집 본관,Lotusrain97,1364,2025.12.29,1번째 방문,영수증,맛있어요.,5,True
원조 조박집 본관,hao 3ariana o,1438,2025.12.18,1번째 방문,영수증,굿,1,True
원조 조박집 본관,jon****,3103,2025.12.18,3번째 방문,영수증,잘먹었어요,5,False
원조 조박집 본관,Gratia78,1961,2025.12.15,2번째 방문,영수증,,0,True
원조 조박집 본관,ParkPark,1563,2025.12.15,1번째 방문,영수증,맛있어어어어!!,8,True
원조 조박집 본관,프로필설정어려워요,1089,2025.12.10,3번째 방문,영수증,맛있어서 종종 가는데 지난번보다 가격이 오른것같네요.,29,True
원조 조박집 본관,AAPL19,1077,2025.12.06,1번째 방문,영수증,부일갈비급은 아니지만 달달한 갈비 좋아하면 먹고믿을만한 맛임,33,True
원조 조박집 본관,뾰로롱꼬마마녀뿅,2030,2025.12.06,1번째 방문,영수증,물엿 인지 설탕인지 마니너어성 판을 자주 갈아줘야해요 천장고가 낮아서 답답해요 직원이 몇명 없으니 야채 셀프바 필요할듯요 내부가 몹시 시끄럽고 정신 없어 소리 크게 내는 손님만 먹을 수 잇음,106,True
