platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,분위기_matched_keywords
kakao,뼈탄집 성수역점,김수민,1.0,2026-02-28,,,직접 구워주시고 내부도 청결하고 직원분들도 친절하시고 좋아요 !!!! 먹느라ㅜ맨 처음에만 찍엇는데ㅜ다른 덧들도 진짜 마싯엇어요...,73,False,5.0,5.0,브론즈 레벨,직접 구워주시고 내부도 청결하고 직원분들도 친절하시고 좋아요 !!!! 먹느라ㅜ맨 처음에만 찍엇는데ㅜ다른 덧들도 진짜 마싯엇어요...,직접 구워주시고 내부도 청결하고 직원분들도 친절하시고 좋아요 EXCLAM 먹느라 맨 처음에만 찍엇는데 다른 덧들도 진짜 마싯엇어요,0,0,0,0,1,0,0,73,"내부, 청결"
kakao,옥동식 서교점,세영,512.0,2025-06-05,,,평소에 돼지국밥을 별로 좋아하지 않는 편인데 이곳은 꽤 깔끔한 육수를 사용해서 다른 곳들에 비해 먹기 편안했어요,62,True,4.0,4.6,골드 레벨,평소에 돼지국밥을 별로 좋아하지 않는 편인데 이곳은 꽤 깔끔한 육수를 사용해서 다른 곳들에 비해 먹기 편안했어요,평소에 돼지국밥을 별로 좋아하지 않는 편인데 이곳은 꽤 깔끔한 육수를 사용해서 다른 곳들에 비해 먹기 편안했어요,0,0,0,0,0,0,0,62,깔끔
naver,조선시대,geunahellie,49.0,2026.02.28,1번째 방문,영수증,분위기도 좋고 음식도 맛있습니다! 인테리어도 개성있고 너무 시끄럽지 않아 대화하기 좋아요!,50,True,,,,분위기도 좋고 음식도 맛있습니다! 인테리어도 개성있고 너무 시끄럽지 않아 대화하기 좋아요!,분위기도 좋고 음식도 맛있습니다 EXCLAM 인테리어도 개성있고 너무 시끄럽지 않아 대화하기 좋아요 EXCLAM,0,0,0,0,1,0,0,50,"분위기, 인테리어, 시끄럽"
naver,조선시대,투예엄마,25.0,2026.03.22,1번째 방문,영수증,처음 외국인친구들이랑 놀러 왔는데 친구들도너무 좋아하시고 맛있다거 하네요~ 막걸리도 달콤해서 먹기 편하고 분위기가 좋아서 술술 들어가네요.다음에 또 놀러와야겠어요,90,False,,,,처음 외국인친구들이랑 놀러 왔는데 친구들도너무 좋아하시고 맛있다거 하네요~ 막걸리도 달콤해서 먹기 편하고 분위기가 좋아서 술술 들어가네요.다음에 또 놀러와야겠어요,처음 외국인친구들이랑 놀러 왔는데 친구들도너무 좋아하시고 맛있다거 하네요 막걸리도 달콤해서 먹기 편하고 분위기가 좋아서 술술 들어가네요 다음에 또 놀러와야겠어요,0,0,0,0,0,0,0,90,분위기
naver,락희옥 마포본점,먹짐,239.0,2026.01.10,1번째 방문,영수증,"좌석 정말 많고 쾌적함. 간편하게 네이버예약으로 시간대별 방문이 가능해서 예약해갔고, 무엇보다 콜키지프리! 정말 좋았다. 대표메뉴인 보쌈은 가격대비 양이 많진 않지만 무말랭이가 정말 맛있었다.. 고기는 좀 기름이 많아서 느끼했던 편. 계절메뉴였던 굴무침은 양념이 쎄긴했는데 채소가 많고 향이 좋아서 배불때 가볍게 먹을 수 있었다. 전체적으로 가격대가 있긴 한데, 쾌적한 분위기에서 한식과 와인을 먹을 수 있어 만족스러웠다.",236,True,,,,"좌석 정말 많고 쾌적함. 간편하게 네이버예약으로 시간대별 방문이 가능해서 예약해갔고, 무엇보다 콜키지프리! 정말 좋았다. 대표메뉴인 보쌈은 가격대비 양이 많진 않지만 무말랭이가 정말 맛있었다.. 고기는 좀 기름이 많아서 느끼했던 편. 계절메뉴였던 굴무침은 양념이 쎄긴했는데 채소가 많고 향이 좋아서 배불때 가볍게 먹을 수 있었다. 전체적으로 가격대가 있긴 한데, 쾌적한 분위기에서 한식과 와인을 먹을 수 있어 만족스러웠다.",좌석 정말 많고 쾌적함 간편하게 네이버예약으로 시간대별 방문이 가능해서 예약해갔고 무엇보다 콜키지프리 EXCLAM 정말 좋았다 대표메뉴인 보쌈은 가격대비 양이 많진 않지만 무말랭이가 정말 맛있었다 고기는 좀 기름이 많아서 느끼했던 편 계절메뉴였던 굴무침은 양념이 쎄긴했는데 채소가 많고 향이 좋아서 배불때 가볍게 먹을 수 있었다 전체적으로 가격대가 있긴 한데 쾌적한 분위기에서 한식과 와인을 먹을 수 있어 만족스러웠다,0,0,0,0,1,0,0,236,"분위기, 쾌적"
naver,금금 성수점,윤서6535,30.0,2026.04.10,1번째 방문,영수증,고기도 많이 들어있고 맛있어용 버섯 싫어해서 하나는 빼달라고 미리 말씀드렸더니 빼고 해주셨습니당!! 가게도 깔끔하고 좋았어유,69,True,,,,고기도 많이 들어있고 맛있어용 버섯 싫어해서 하나는 빼달라고 미리 말씀드렸더니 빼고 해주셨습니당!! 가게도 깔끔하고 좋았어유,고기도 많이 들어있고 맛있어용 버섯 싫어해서 하나는 빼달라고 미리 말씀드렸더니 빼고 해주셨습니당 EXCLAM 가게도 깔끔하고 좋았어유,0,0,0,0,1,0,0,69,깔끔
naver,훼미리손칼국수보쌈,반찬하고 밥하고,391.0,2025.04.09,1번째 방문,영수증,1. 시설 노포 갬성 가득 뚝섬역 맛집 주차는 좀 아쉬운편 화장실 깨끗 8~90년대 통기타 음악이 나옴 2. 음식 워낙 알려진 맛집인 만큼 점심시간을 피해 갔어도 절반 정도 손님들이 식사 중 보쌈은 야들야들 촉촉하고 비계에서 비린내 1도 없이 맛있어요 함께 나오는 보쌈김치 짱 입니다 알배추도 깨끗이 씼어 싱싱하게 아삭아삭한 맛이 나구요 칼국수는 진한 사골 국물에 끓여서 인지 정말 국물이 끝내 줍니다 간도 적당하구요 남은 국물에 보리밥 말아 먹으니 든든 합니다 정식 1인 1만5천원이 아깝지 않아요 운전해야해서 소주 반주를 못한게 아쉬웠어요,303,True,,,,1. 시설 노포 갬성 가득 뚝섬역 맛집 주차는 좀 아쉬운편 화장실 깨끗 8~90년대 통기타 음악이 나옴 2. 음식 워낙 알려진 맛집인 만큼 점심시간을 피해 갔어도 절반 정도 손님들이 식사 중 보쌈은 야들야들 촉촉하고 비계에서 비린내 1도 없이 맛있어요 함께 나오는 보쌈김치 짱 입니다 알배추도 깨끗이 씼어 싱싱하게 아삭아삭한 맛이 나구요 칼국수는 진한 사골 국물에 끓여서 인지 정말 국물이 끝내 줍니다 간도 적당하구요 남은 국물에 보리밥 말아 먹으니 든든 합니다 정식 1인 1만5천원이 아깝지 않아요 운전해야해서 소주 반주를 못한게 아쉬웠어요,1 시설 노포 갬성 가득 뚝섬역 맛집 주차는 좀 아쉬운편 화장실 깨끗 8 90년대 통기타 음악이 나옴 2 음식 워낙 알려진 맛집인 만큼 점심시간을 피해 갔어도 절반 정도 손님들이 식사 중 보쌈은 야들야들 촉촉하고 비계에서 비린내 1도 없이 맛있어요 함께 나오는 보쌈김치 짱 입니다 알배추도 깨끗이 씼어 싱싱하게 아삭아삭한 맛이 나구요 칼국수는 진한 사골 국물에 끓여서 인지 정말 국물이 끝내 줍니다 간도 적당하구요 남은 국물에 보리밥 말아 먹으니 든든 합니다 정식 1인 1만5천원이 아깝지 않아요 운전해야해서 소주 반주를 못한게 아쉬웠어요,0,0,0,0,0,0,1,303,"음악, 화장실, 주차"
kakao,을밀대 본점,호우,6.0,2025-05-04,,,냉면이 16000원 비싸도 너무 비싸요 밑반찬도 없고 주재료가 다양하지도 않고. 요즘 오히려 채소 값이 비싼데 가격 그만 좀 올려요. 주말 저녁에 갔는데 웨이팅 없고 빈자리 널렸어요.,102,False,3.0,2.0,실버 레벨,냉면이 16000원 비싸도 너무 비싸요 밑반찬도 없고 주재료가 다양하지도 않고. 요즘 오히려 채소 값이 비싼데 가격 그만 좀 올려요. 주말 저녁에 갔는데 웨이팅 없고 빈자리 널렸어요.,냉면이 16000원 비싸도 너무 비싸요 밑반찬도 없고 주재료가 다양하지도 않고 요즘 오히려 채소 값이 비싼데 가격 그만 좀 올려요 주말 저녁에 갔는데 웨이팅 없고 빈자리 널렸어요,0,0,0,0,0,0,1,102,자리
naver,뼈탄집 성수역점,Hee613,8.0,2026.03.17,1번째 방문,영수증,성수 감성 제대로 느끼면서 고기 먹을 수 있는 곳이에요🤍 삼겹살이랑 목살 둘 다 괜찮아서 취향대로 골라 먹는 재미 있음 사진 찍기도 좋고 분위기도 좋아서 데이트 코스로 추천👍🏻 놀다가 중간에 들르기 좋은 위치라 더 좋았어요,124,True,,,,성수 감성 제대로 느끼면서 고기 먹을 수 있는 곳이에요🤍 삼겹살이랑 목살 둘 다 괜찮아서 취향대로 골라 먹는 재미 있음 사진 찍기도 좋고 분위기도 좋아서 데이트 코스로 추천👍🏻 놀다가 중간에 들르기 좋은 위치라 더 좋았어요,성수 감성 제대로 느끼면서 고기 먹을 수 있는 곳이에요 EMO_POS 삼겹살이랑 목살 둘 다 괜찮아서 취향대로 골라 먹는 재미 있음 사진 찍기도 좋고 분위기도 좋아서 데이트 코스로 추천 EMO_POS 놀다가 중간에 들르기 좋은 위치라 더 좋았어요,1,0,0,0,0,0,0,124,"분위기, 데이트, 위치"
naver,일등식당,dkfk7353,1181.0,2025.06.01,1번째 방문,,국물 깔끔하고 맛있어요,12,True,,,,국물 깔끔하고 맛있어요,국물 깔끔하고 맛있어요,0,0,0,0,0,0,0,12,깔끔
kakao,락희옥 마포본점,쿠롬,1.0,2025-05-16,,,보쌈 차돌 김치말이국수 다 너무 맛있어요! 안쪽까지 좌석도 넓고 시원하고 쾌적해요 저의 원픽은 보쌈이요👍🏻,59,False,5.0,5.0,브론즈 레벨,보쌈 차돌 김치말이국수 다 너무 맛있어요! 안쪽까지 좌석도 넓고 시원하고 쾌적해요 저의 원픽은 보쌈이요👍🏻,보쌈 차돌 김치말이국수 다 너무 맛있어요 EXCLAM 안쪽까지 좌석도 넓고 시원하고 쾌적해요 저의 원픽은 보쌈이요 EMO_POS,1,0,0,0,1,0,0,59,"쾌적, 넓"
naver,장인닭갈비 홍대점,거위공룡,28.0,2026.01.12,1번째 방문,영수증,갑자기 눈이 와서 들어왔는데 분위기도 좋고 구성도 괜찮아서 좋았어요! 맛도 좋았고 세트메뉴 시켜서 셋이 맛있게 먹었습니다 :9,70,True,,,,갑자기 눈이 와서 들어왔는데 분위기도 좋고 구성도 괜찮아서 좋았어요! 맛도 좋았고 세트메뉴 시켜서 셋이 맛있게 먹었습니다 :9,갑자기 눈이 와서 들어왔는데 분위기도 좋고 구성도 괜찮아서 좋았어요 EXCLAM 맛도 좋았고 세트메뉴 시켜서 셋이 맛있게 먹었습니다 9,0,0,0,0,1,0,1,70,분위기
naver,뼈탄집 성수역점,파아란당근,13.0,2026.04.26,1번째 방문,영수증,눚게 삼겹살 땡겨 봐둔 뼈탄집 왔는데 의자 편하고 깔끔하고 음식도 맛있네요,41,True,,,,눚게 삼겹살 땡겨 봐둔 뼈탄집 왔는데 의자 편하고 깔끔하고 음식도 맛있네요,눚게 삼겹살 땡겨 봐둔 뼈탄집 왔는데 의자 편하고 깔끔하고 음식도 맛있네요,0,0,0,0,0,0,0,41,깔끔
naver,금금 성수점,khb723,67.0,2026.03.25,1번째 방문,영수증,평일 점심 방문했어요! 매장은 좀 협소하지만 음식은 너무 맛있어요! 캐치테이블로 예약하고 가시는거 추천드려요! 보리된장국수가 진짜 맛있으니깐 꼭 드세요!!! 평일 점심에 사람많은데 직원 한 분만 홀에 계셔서 혼자 일 다하시느라 너무 바빠보이셨어요ㅠㅠ... 다 너무 좋은데 홀직원 늘리실 필요가 있으실 것 같아요..,175,True,,,,평일 점심 방문했어요! 매장은 좀 협소하지만 음식은 너무 맛있어요! 캐치테이블로 예약하고 가시는거 추천드려요! 보리된장국수가 진짜 맛있으니깐 꼭 드세요!!! 평일 점심에 사람많은데 직원 한 분만 홀에 계셔서 혼자 일 다하시느라 너무 바빠보이셨어요ㅠㅠ... 다 너무 좋은데 홀직원 늘리실 필요가 있으실 것 같아요..,평일 점심 방문했어요 EXCLAM 매장은 좀 협소하지만 음식은 너무 맛있어요 EXCLAM 캐치테이블로 예약하고 가시는거 추천드려요 EXCLAM 보리된장국수가 진짜 맛있으니깐 꼭 드세요 EXCLAM 평일 점심에 사람많은데 직원 한 분만 홀에 계셔서 혼자 일 다하시느라 너무 바빠보이셨어요 다 너무 좋은데 홀직원 늘리실 필요가 있으실 것 같아요,0,0,0,1,1,0,0,175,"매장, 테이블"
kakao,훼미리손칼국수보쌈,성수용만이,20.0,2025-08-26,,,가성비 좋고 테이블 순환이 빨라 갓 삶은 수육을 먹는게 장점,33,False,3.0,3.5,실버 레벨,가성비 좋고 테이블 순환이 빨라 갓 삶은 수육을 먹는게 장점,가성비 좋고 테이블 순환이 빨라 갓 삶은 수육을 먹는게 장점,0,0,0,0,0,0,0,33,테이블
kakao,능동미나리 성수점,느슨노,718.0,2025-05-14,,,예상을 빗나가는 기분좋은 충격. 기대를 뛰어넘는 맛이고 깔끔했음. 가게 분위기도 차분함과 동시에 역동성이 느껴짐. 우려와 달리 매우 만족했던 식사. 재방문의사있음,90,True,5.0,5.0,골드 레벨,예상을 빗나가는 기분좋은 충격. 기대를 뛰어넘는 맛이고 깔끔했음. 가게 분위기도 차분함과 동시에 역동성이 느껴짐. 우려와 달리 매우 만족했던 식사. 재방문의사있음,예상을 빗나가는 기분좋은 충격 기대를 뛰어넘는 맛이고 깔끔했음 가게 분위기도 차분함과 동시에 역동성이 느껴짐 우려와 달리 매우 만족했던 식사 재방문의사있음,0,0,0,0,0,0,0,90,"분위기, 깔끔, 차분"
kakao,성수족발,도치,42.0,2025-06-09,,,달고 자극적인맛 맛있고 양도많음 다만 위생은 기대하면 안되고 사이드가 없음,41,False,5.0,3.9,실버 레벨,달고 자극적인맛 맛있고 양도많음 다만 위생은 기대하면 안되고 사이드가 없음,달고 자극적인맛 맛있고 양도많음 다만 위생은 기대하면 안되고 사이드가 없음,0,0,0,0,0,0,0,41,위생
naver,육산장 홍대본점,류여경,22.0,2026.04.04,1번째 방문,영수증,고기 맛있고 바깥공간 캠핑느낌이라 좋았어요~~ 불닭도 팔아서 맛있게 잘 먹구갑니다~,46,True,,,,고기 맛있고 바깥공간 캠핑느낌이라 좋았어요~~ 불닭도 팔아서 맛있게 잘 먹구갑니다~,고기 맛있고 바깥공간 캠핑느낌이라 좋았어요 TILDE 불닭도 팔아서 맛있게 잘 먹구갑니다,0,0,0,0,0,0,0,46,공간
kakao,일등식당,넵넵,471.0,2025-12-14,,,깔끔한 맛이에요 무심한듯 하지만 은근히 세심히 친절하게 챙겨주세요,36,False,4.0,3.7,골드 레벨,깔끔한 맛이에요 무심한듯 하지만 은근히 세심히 친절하게 챙겨주세요,깔끔한 맛이에요 무심한듯 하지만 은근히 세심히 친절하게 챙겨주세요,0,0,0,0,0,0,0,36,깔끔
naver,홍대 육지,scam,19.0,2026.04.13,1번째 방문,영수증,고기 깔끔하고 맛있었습니다! 구워주셔서 편하게 먹고왔어요~ 가게 내부도 깔끔하고 시끄럽지 않아서 모임장소로 추천드려요,65,True,,,,고기 깔끔하고 맛있었습니다! 구워주셔서 편하게 먹고왔어요~ 가게 내부도 깔끔하고 시끄럽지 않아서 모임장소로 추천드려요,고기 깔끔하고 맛있었습니다 EXCLAM 구워주셔서 편하게 먹고왔어요 가게 내부도 깔끔하고 시끄럽지 않아서 모임장소로 추천드려요,0,0,0,0,1,0,0,65,"내부, 깔끔, 시끄럽"
kakao,옥동식 서교점,물만쥬,32.0,2025-09-19,,,"좋은 분위기, 좋은 서비스 맛은 솔직히 모르겠음... 다대기가 되게 특색있는 맛이라고 느껴짐",51,True,3.0,3.3,실버 레벨,"좋은 분위기, 좋은 서비스 맛은 솔직히 모르겠음... 다대기가 되게 특색있는 맛이라고 느껴짐",좋은 분위기 좋은 서비스 맛은 솔직히 모르겠음 다대기가 되게 특색있는 맛이라고 느껴짐,0,0,0,0,0,0,0,51,분위기
naver,태양곱창 성수점,ㅈㅇㅎㅎ,37.0,2025.12.18,1번째 방문,영수증,곱창전골 맛집 태양곱창 성수점에 와서 너무 맛있게 먹었어요~~ 전에도 체인점 자주 갔는데 성수점은 처음 오는데 여기도 너무 맛있네요 곱창 양도 많고 매장도 쾌적하니 너무 만족스러웠습니다!,104,True,,,,곱창전골 맛집 태양곱창 성수점에 와서 너무 맛있게 먹었어요~~ 전에도 체인점 자주 갔는데 성수점은 처음 오는데 여기도 너무 맛있네요 곱창 양도 많고 매장도 쾌적하니 너무 만족스러웠습니다!,곱창전골 맛집 태양곱창 성수점에 와서 너무 맛있게 먹었어요 TILDE 전에도 체인점 자주 갔는데 성수점은 처음 오는데 여기도 너무 맛있네요 곱창 양도 많고 매장도 쾌적하니 너무 만족스러웠습니다 EXCLAM,0,0,0,0,1,0,0,104,"매장, 쾌적"
naver,육산장 홍대본점,mmjj2478,26.0,2026.04.05,1번째 방문,영수증,캠핑 온것 같은 분위기네요!! 분위기 넘 좋고 밥에듀 햄 올려주시는거 넘 감동이에요!!🥹,49,True,,,,캠핑 온것 같은 분위기네요!! 분위기 넘 좋고 밥에듀 햄 올려주시는거 넘 감동이에요!!🥹,캠핑 온것 같은 분위기네요 EXCLAM 분위기 넘 좋고 밥에듀 햄 올려주시는거 넘 감동이에요 EXCLAM,0,0,0,0,1,0,0,49,분위기
naver,옥동식,우리의우주,2660.0,2025.02.04,2번째 방문,예약,"추운 날씨에 뜨끈한 국밥이 간절했던 날, 합정 옥동식에 방문했다. 워낙 유명한 곳이라 캐치테이블로 미리 예약을 걸어두었는데, 예상대로 한 시간 정도 기다려야 했다. 하지만 날씨도 쌀쌀하고, 한 시간쯤 기다리는 건 이 국밥 한 그릇을 위해 충분히 감수할 가치가 있었다. 늦은 저녁 시간에 방문했음에도 불구하고 입구 밖에는 많은 사람들이 대기하고 있었다. 혼밥하기 좋은 다찌 스타일의 좌석이라 부담 없이 자리에 앉을 수 있었고, 혼자 오는 손님들도 많아 편안한 분위기였다. 주문한 돼지곰탕은 한 마디로 깔끔하고 깊은 맛! 국물이 맑으면서도 잡내 없이 진한 풍미가 느껴졌고, 고기는 부드럽게 잘 익어 씹을 필요 없이 사르르 녹아내렸다. 밥은 살짝 꼬들꼬들한 식감이라 국물에 적셔 먹기 좋다. 또 먹고 싶다😀",392,True,,,,"추운 날씨에 뜨끈한 국밥이 간절했던 날, 합정 옥동식에 방문했다. 워낙 유명한 곳이라 캐치테이블로 미리 예약을 걸어두었는데, 예상대로 한 시간 정도 기다려야 했다. 하지만 날씨도 쌀쌀하고, 한 시간쯤 기다리는 건 이 국밥 한 그릇을 위해 충분히 감수할 가치가 있었다. 늦은 저녁 시간에 방문했음에도 불구하고 입구 밖에는 많은 사람들이 대기하고 있었다. 혼밥하기 좋은 다찌 스타일의 좌석이라 부담 없이 자리에 앉을 수 있었고, 혼자 오는 손님들도 많아 편안한 분위기였다. 주문한 돼지곰탕은 한 마디로 깔끔하고 깊은 맛! 국물이 맑으면서도 잡내 없이 진한 풍미가 느껴졌고, 고기는 부드럽게 잘 익어 씹을 필요 없이 사르르 녹아내렸다. 밥은 살짝 꼬들꼬들한 식감이라 국물에 적셔 먹기 좋다. 또 먹고 싶다😀",추운 날씨에 뜨끈한 국밥이 간절했던 날 합정 옥동식에 방문했다 워낙 유명한 곳이라 캐치테이블로 미리 예약을 걸어두었는데 예상대로 한 시간 정도 기다려야 했다 하지만 날씨도 쌀쌀하고 한 시간쯤 기다리는 건 이 국밥 한 그릇을 위해 충분히 감수할 가치가 있었다 늦은 저녁 시간에 방문했음에도 불구하고 입구 밖에는 많은 사람들이 대기하고 있었다 혼밥하기 좋은 다찌 스타일의 좌석이라 부담 없이 자리에 앉을 수 있었고 혼자 오는 손님들도 많아 편안한 분위기였다 주문한 돼지곰탕은 한 마디로 깔끔하고 깊은 맛 EXCLAM 국물이 맑으면서도 잡내 없이 진한 풍미가 느껴졌고 고기는 부드럽게 잘 익어 씹을 필요 없이 사르르 녹아내렸다 밥은 살짝 꼬들꼬들한 식감이라 국물에 적셔 먹기 좋다 또 먹고 싶다 EMO_POS,1,0,0,0,1,0,0,392,"분위기, 자리, 테이블, 깔끔, 혼밥"
kakao,능동미나리 성수점,봉준호루라기,24.0,2025-09-20,,,회전율 빠르고 깔끔함. 바닥이 미끄러워서 조심해야할 듯.,31,True,4.0,4.6,실버 레벨,회전율 빠르고 깔끔함. 바닥이 미끄러워서 조심해야할 듯.,회전율 빠르고 깔끔함 바닥이 미끄러워서 조심해야할 듯,0,0,0,0,0,0,0,31,깔끔
naver,금금 성수점,쵸코비쨩,14.0,2026.04.05,1번째 방문,영수증,진짜 맛있어용!! 데이트 장소로 좋은 거 같아요! 직원들도 친절하시고 음식이 새롭고 맛있습니다! 추천해용!!!,61,True,,,,진짜 맛있어용!! 데이트 장소로 좋은 거 같아요! 직원들도 친절하시고 음식이 새롭고 맛있습니다! 추천해용!!!,진짜 맛있어용 EXCLAM 데이트 장소로 좋은 거 같아요 EXCLAM 직원들도 친절하시고 음식이 새롭고 맛있습니다 EXCLAM 추천해용 EXCLAM,0,0,0,0,1,0,0,61,데이트
kakao,장인닭갈비 홍대점,냐미,44.0,2025-08-03,,,"닭갈비 맛은…제가 먹어본 닭갈비 중에서 가장 별로였오요… 🤣엄청 밍숭한 고추장 맛에 깨맛만 남 🤣닭은 엄청 퍽퍽한 닭가슴갈이고 간이 안 배서 밍숭… 🤣이 더운 여름날 매장이 너무 더워서 자리 바꾸고 싶다고 했는데 거절… 심지어 안내 받은 자리는 에어컨도 꺼져있었어요.. 🤣반찬은 셀프에 쌈무, 샐러드, 상추말고는 없어요‼️ 🤣치즈가 녹다가 말았어욥 🤣점원분 반할이 외국인인데 치렁치렁한 모자부터 위생개념 제로에 가까워요 ‼️리뷰이벤트가 있어서 그런지…제 입맛이 까칠해서 그런지 좋은 리뷰 믿고 갔다가…남기고 나왔어욥🥹",289,False,1.0,3.7,실버 레벨,"닭갈비 맛은…제가 먹어본 닭갈비 중에서 가장 별로였오요… 🤣엄청 밍숭한 고추장 맛에 깨맛만 남 🤣닭은 엄청 퍽퍽한 닭가슴갈이고 간이 안 배서 밍숭… 🤣이 더운 여름날 매장이 너무 더워서 자리 바꾸고 싶다고 했는데 거절… 심지어 안내 받은 자리는 에어컨도 꺼져있었어요.. 🤣반찬은 셀프에 쌈무, 샐러드, 상추말고는 없어요‼️ 🤣치즈가 녹다가 말았어욥 🤣점원분 반할이 외국인인데 치렁치렁한 모자부터 위생개념 제로에 가까워요 ‼️리뷰이벤트가 있어서 그런지…제 입맛이 까칠해서 그런지 좋은 리뷰 믿고 갔다가…남기고 나왔어욥🥹",닭갈비 맛은 제가 먹어본 닭갈비 중에서 가장 별로였오요 EMO_LAUGH 엄청 밍숭한 고추장 맛에 깨맛만 남 EMO_LAUGH 닭은 엄청 퍽퍽한 닭가슴갈이고 간이 안 배서 밍숭 EMO_LAUGH 이 더운 여름날 매장이 너무 더워서 자리 바꾸고 싶다고 했는데 거절 심지어 안내 받은 자리는 에어컨도 꺼져있었어요 EMO_LAUGH 반찬은 셀프에 쌈무 샐러드 상추말고는 없어요 EMO_LAUGH 치즈가 녹다가 말았어욥 EMO_LAUGH 점원분 반할이 외국인인데 치렁치렁한 모자부터 위생개념 제로에 가까워요 리뷰이벤트가 있어서 그런지 제 입맛이 까칠해서 그런지 좋은 리뷰 믿고 갔다가 남기고 나왔어욥,0,0,1,0,0,0,0,289,"매장, 자리, 위생"
naver,능동미나리 성수지점,221b,985.0,2026.01.15,1번째 방문,영수증,평일 1시에 운좋게 웨이팅 없이 입장!!! 미나리 곰탕은 처음엔 독특한 향이 났는데 국물맛은 깔끔하고 맛있었어요. 곰탕 고기도 두꺼운 편이라 배불러요. 육전은 같이 먹는 미나리 무침이 킥입니다!!! 간장소스도 맛있어요!,122,True,,,,평일 1시에 운좋게 웨이팅 없이 입장!!! 미나리 곰탕은 처음엔 독특한 향이 났는데 국물맛은 깔끔하고 맛있었어요. 곰탕 고기도 두꺼운 편이라 배불러요. 육전은 같이 먹는 미나리 무침이 킥입니다!!! 간장소스도 맛있어요!,평일 1시에 운좋게 웨이팅 없이 입장 EXCLAM 미나리 곰탕은 처음엔 독특한 향이 났는데 국물맛은 깔끔하고 맛있었어요 곰탕 고기도 두꺼운 편이라 배불러요 육전은 같이 먹는 미나리 무침이 킥입니다 EXCLAM 간장소스도 맛있어요 EXCLAM,0,0,0,0,1,0,1,122,깔끔
naver,금금 성수점,진힁,32.0,2026.02.21,1번째 방문,영수증,캐치테이블 웨이팅 하고 들어왔어요 매장이 큰 편은 아니지만 깔끔하고 옷 걸수있는 공간도 마련되어 있어요 음식양이 많지는 않아서 남자 혼자 먹기엔 좀 부족할수도 있어요 그래도 정말 맛있게 먹었습니다!!,111,True,,,,캐치테이블 웨이팅 하고 들어왔어요 매장이 큰 편은 아니지만 깔끔하고 옷 걸수있는 공간도 마련되어 있어요 음식양이 많지는 않아서 남자 혼자 먹기엔 좀 부족할수도 있어요 그래도 정말 맛있게 먹었습니다!!,캐치테이블 웨이팅 하고 들어왔어요 매장이 큰 편은 아니지만 깔끔하고 옷 걸수있는 공간도 마련되어 있어요 음식양이 많지는 않아서 남자 혼자 먹기엔 좀 부족할수도 있어요 그래도 정말 맛있게 먹었습니다 EXCLAM,0,0,0,0,1,0,0,111,"매장, 공간, 테이블, 깔끔"
naver,옥동식,moon0e,21.0,2026.02.26,1번째 방문,영수증,우연히 옥동식 동네갔다가 급으로 가게된 그 유명한 “옥동식” 이제야 외보네요. 집이랑 가까워서 한번 가봐야지해도 대기가 걱정되어 포기하곤 했었는데.. 거의 마감시간에 가게되어 저희를 받아주셨어요^^ 처음엔 응? 음? 했다가 몇숟갈 더 먹으몀서 온 몸에 열이 나면서 제대로 즐겼네요. 전 마감시간대다보니 다 비우진 못했지만 친구는 제꺼까지 완그릇 해줬네요. 또 방문 하고 싶지만 또 이런 대기없는 행운이 있을까요? ㅎㅎ 음식은 정말 깔끔하고 음... 뭐 특별한게 없었지만 그게 특별했던것 같아요. 우리가 아는 그 돼지 국밥이 아니잖아요 ㅎㅎ 외국사람들도 이 깊은 맛을 안다는게 놀랍네요.,327,True,,,,우연히 옥동식 동네갔다가 급으로 가게된 그 유명한 “옥동식” 이제야 외보네요. 집이랑 가까워서 한번 가봐야지해도 대기가 걱정되어 포기하곤 했었는데.. 거의 마감시간에 가게되어 저희를 받아주셨어요^^ 처음엔 응? 음? 했다가 몇숟갈 더 먹으몀서 온 몸에 열이 나면서 제대로 즐겼네요. 전 마감시간대다보니 다 비우진 못했지만 친구는 제꺼까지 완그릇 해줬네요. 또 방문 하고 싶지만 또 이런 대기없는 행운이 있을까요? ㅎㅎ 음식은 정말 깔끔하고 음... 뭐 특별한게 없었지만 그게 특별했던것 같아요. 우리가 아는 그 돼지 국밥이 아니잖아요 ㅎㅎ 외국사람들도 이 깊은 맛을 안다는게 놀랍네요.,우연히 옥동식 동네갔다가 급으로 가게된 그 유명한 옥동식 이제야 외보네요 집이랑 가까워서 한번 가봐야지해도 대기가 걱정되어 포기하곤 했었는데 거의 마감시간에 가게되어 저희를 받아주셨어요 처음엔 응 QUESTION 음 QUESTION 했다가 몇숟갈 더 먹으몀서 온 몸에 열이 나면서 제대로 즐겼네요 전 마감시간대다보니 다 비우진 못했지만 친구는 제꺼까지 완그릇 해줬네요 또 방문 하고 싶지만 또 이런 대기없는 행운이 있을까요 QUESTION 음식은 정말 깔끔하고 음 뭐 특별한게 없었지만 그게 특별했던것 같아요 우리가 아는 그 돼지 국밥이 아니잖아요 외국사람들도 이 깊은 맛을 안다는게 놀랍네요,0,0,0,0,0,1,0,327,깔끔
