platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,분위기_matched_keywords
naver,쭌곱창,hon****,1.0,2026.04.14,1번째 방문,영수증,처음 와봤는데 너무 맛있어요..! 가게 분위기도 너무 좋고 곱창이 맛있어서 자주 올 예정! 강추합니다,56,False,,,,처음 와봤는데 너무 맛있어요..! 가게 분위기도 너무 좋고 곱창이 맛있어서 자주 올 예정! 강추합니다,처음 와봤는데 너무 맛있어요 EXCLAM 가게 분위기도 너무 좋고 곱창이 맛있어서 자주 올 예정 EXCLAM 강추합니다,0,0,0,0,1,0,0,56,분위기
naver,락희옥 마포본점,ssongssong54,6.0,2025.08.27,1번째 방문,영수증,음식이 정갈하니 맛있고 분위기도 너무 좋아요~~!! 직원분들도 정말 친절하셔서 모임장소로 완전 추천입니다.,59,True,,,,음식이 정갈하니 맛있고 분위기도 너무 좋아요~~!! 직원분들도 정말 친절하셔서 모임장소로 완전 추천입니다.,음식이 정갈하니 맛있고 분위기도 너무 좋아요 TILDE EXCLAM 직원분들도 정말 친절하셔서 모임장소로 완전 추천입니다,0,0,0,0,1,0,0,59,분위기
naver,각시보쌈,제주 사는 피글렛,953.0,2025.07.26,1번째 방문,영수증,반묶음? 노랑 염색 머리 아주머니가 정말 정말 너무 불친절하셔서 더운날 다들 불쾌했어요 웨이팅 끝에 들어갔는데 매장이 너무 더워서 에어컨 온도좀 내려주실 수 있나요? 요청드리니 자기한테 말하지 말라해서 진심으로 띠용..? 그럼 누구한테 말해요? 하니까 누구한테 말해도 안된대요ㅋㅋㅋ 이게 무슨.. 에어컨 수동으로 저희가 못 내려서 요청한건데.. 차라리 여기서 온도 더 못 낮춰요 죄송해요 한마디만 하셧어도 그런가보다 햇을거에요 더운거 싫어서 다른 매장보다 불로 익히는 게 아니니 시원하겠지 해서 온건데 일행들 다 더워서 그냥 얼른 먹고 다음 2차 장소로 이동했어요ㅡㅡ 인생에서 겪은 불친절 맛집 원탑 축하드립니다👍🏻 보쌈 자체는 비계 부분이 적어서 덜 느끼하고 촉촉하니 맛있어요 다른 지점 갈게요;;,391,True,,,,반묶음? 노랑 염색 머리 아주머니가 정말 정말 너무 불친절하셔서 더운날 다들 불쾌했어요 웨이팅 끝에 들어갔는데 매장이 너무 더워서 에어컨 온도좀 내려주실 수 있나요? 요청드리니 자기한테 말하지 말라해서 진심으로 띠용..? 그럼 누구한테 말해요? 하니까 누구한테 말해도 안된대요ㅋㅋㅋ 이게 무슨.. 에어컨 수동으로 저희가 못 내려서 요청한건데.. 차라리 여기서 온도 더 못 낮춰요 죄송해요 한마디만 하셧어도 그런가보다 햇을거에요 더운거 싫어서 다른 매장보다 불로 익히는 게 아니니 시원하겠지 해서 온건데 일행들 다 더워서 그냥 얼른 먹고 다음 2차 장소로 이동했어요ㅡㅡ 인생에서 겪은 불친절 맛집 원탑 축하드립니다👍🏻 보쌈 자체는 비계 부분이 적어서 덜 느끼하고 촉촉하니 맛있어요 다른 지점 갈게요;;,반묶음 QUESTION 노랑 염색 머리 아주머니가 정말 정말 너무 불친절하셔서 더운날 다들 불쾌했어요 웨이팅 끝에 들어갔는데 매장이 너무 더워서 에어컨 온도좀 내려주실 수 있나요 QUESTION 요청드리니 자기한테 말하지 말라해서 진심으로 띠용 QUESTION 그럼 누구한테 말해요 QUESTION 하니까 누구한테 말해도 안된대요 이게 무슨 에어컨 수동으로 저희가 못 내려서 요청한건데 차라리 여기서 온도 더 못 낮춰요 죄송해요 한마디만 하셧어도 그런가보다 햇을거에요 더운거 싫어서 다른 매장보다 불로 익히는 게 아니니 시원하겠지 해서 온건데 일행들 다 더워서 그냥 얼른 먹고 다음 2차 장소로 이동했어요 인생에서 겪은 불친절 맛집 원탑 축하드립니다 EMO_POS 보쌈 자체는 비계 부분이 적어서 덜 느끼하고 촉촉하니 맛있어요 다른 지점 갈게요,1,0,0,0,0,1,1,391,매장
naver,락희옥 마포본점,지혜6358,83.0,2025.06.27,1번째 방문,영수증,"모임으로 왔는데 고기부터 반찬까지 하나하나 정성 가득하고, 직원분들도 친절해서 기분 좋게 식사했어요. 분위기도 좋아서 재방문 의사 있어용!!! 맛과 서비스 모두 만족스러웠습니다 :) 너무 맛있어요👍😍",111,True,,,,"모임으로 왔는데 고기부터 반찬까지 하나하나 정성 가득하고, 직원분들도 친절해서 기분 좋게 식사했어요. 분위기도 좋아서 재방문 의사 있어용!!! 맛과 서비스 모두 만족스러웠습니다 :) 너무 맛있어요👍😍",모임으로 왔는데 고기부터 반찬까지 하나하나 정성 가득하고 직원분들도 친절해서 기분 좋게 식사했어요 분위기도 좋아서 재방문 의사 있어용 EXCLAM 맛과 서비스 모두 만족스러웠습니다 너무 맛있어요 EMO_POS EMO_POS,1,0,0,0,1,0,0,111,분위기
kakao,옥동식 서교점,정형진,18.0,2025-08-09,,,가시는분들은 아시겠지만 돼지국밥이 이렇게 깔끔하다니를 보여주는 곳입니다. 월강부산돼지국밥하고 비슷한 느낌입니다. 개인적으로 평냉좋아하시는분들은 좋아하실 거 같고 아닌 분들은 좀 다른 느낌이 드실거같아요! 저는 만족만족,121,True,5.0,4.1,실버 레벨,가시는분들은 아시겠지만 돼지국밥이 이렇게 깔끔하다니를 보여주는 곳입니다. 월강부산돼지국밥하고 비슷한 느낌입니다. 개인적으로 평냉좋아하시는분들은 좋아하실 거 같고 아닌 분들은 좀 다른 느낌이 드실거같아요! 저는 만족만족,가시는분들은 아시겠지만 돼지국밥이 이렇게 깔끔하다니를 보여주는 곳입니다 월강부산돼지국밥하고 비슷한 느낌입니다 개인적으로 평냉좋아하시는분들은 좋아하실 거 같고 아닌 분들은 좀 다른 느낌이 드실거같아요 EXCLAM 저는 만족만족,0,0,0,0,1,0,0,121,깔끔
kakao,황금콩밭,술쟁이,120.0,2025-07-13,,,집근처라 다섯번정도 가본 유명한 두부요리전문점 정갈하고 깔끔한 한식 요리를 먹고싶으면 생각나는집. 두부가 정말 고소하고 맛있어요. 다만 위치와 두부라는 요리라고 생각하면 가격은 다소 비싸다고 생각되네요,112,True,4.0,3.6,골드 레벨,집근처라 다섯번정도 가본 유명한 두부요리전문점 정갈하고 깔끔한 한식 요리를 먹고싶으면 생각나는집. 두부가 정말 고소하고 맛있어요. 다만 위치와 두부라는 요리라고 생각하면 가격은 다소 비싸다고 생각되네요,집근처라 다섯번정도 가본 유명한 두부요리전문점 정갈하고 깔끔한 한식 요리를 먹고싶으면 생각나는집 두부가 정말 고소하고 맛있어요 다만 위치와 두부라는 요리라고 생각하면 가격은 다소 비싸다고 생각되네요,0,0,0,0,0,0,0,112,"깔끔, 위치"
kakao,쭌곱창,홍서영,1.0,2025-02-13,,,분위기도 좋고 너무 맛있어요!!! 올 때마다 맛있게 먹고 갑니다!!,37,True,5.0,5.0,브론즈 레벨,분위기도 좋고 너무 맛있어요!!! 올 때마다 맛있게 먹고 갑니다!!,분위기도 좋고 너무 맛있어요 EXCLAM 올 때마다 맛있게 먹고 갑니다 EXCLAM,0,0,0,0,1,0,0,37,분위기
naver,조선시대,ojs92,51.0,2026.03.02,1번째 방문,영수증,오늘 세 번째 방문인데 분위기도 적당히 좋고 음식도 너무 맛있어요 직원분들도 친절해서 좋아요 ㅎㅎ 다음엔 남자친구 만들어서 다시 올게요!,76,True,,,,오늘 세 번째 방문인데 분위기도 적당히 좋고 음식도 너무 맛있어요 직원분들도 친절해서 좋아요 ㅎㅎ 다음엔 남자친구 만들어서 다시 올게요!,오늘 세 번째 방문인데 분위기도 적당히 좋고 음식도 너무 맛있어요 직원분들도 친절해서 좋아요 다음엔 남자친구 만들어서 다시 올게요 EXCLAM,0,0,0,0,1,0,0,76,분위기
kakao,이태리국시 성수,정은,1.0,2026-04-04,,,"분위기 좋고, 음식 맛있고~ 모처럼 친구들과 좋은 시간 보낼 수 있었어요. 재방문 의사 100%입니다~^^",59,True,4.0,4.0,브론즈 레벨,"분위기 좋고, 음식 맛있고~ 모처럼 친구들과 좋은 시간 보낼 수 있었어요. 재방문 의사 100%입니다~^^",분위기 좋고 음식 맛있고 모처럼 친구들과 좋은 시간 보낼 수 있었어요 재방문 의사 100 입니다,0,0,0,0,0,0,1,59,분위기
kakao,홍대 조선시대,김수현,1.0,2025-12-25,,,다 친절하시고 분위기도 좋아여!!,18,True,5.0,5.0,브론즈 레벨,다 친절하시고 분위기도 좋아여!!,다 친절하시고 분위기도 좋아여 EXCLAM,0,0,0,0,1,0,0,18,분위기
naver,육산장 홍대본점,동그라미7197,39.0,2026.03.20,1번째 방문,영수증,안녕하세요. 고기집 분위기가 캠핑하는 느낌이라 너무 좋아요! 분위기도 좋고 고기도 맛있어요!! 매장도 넓고 자리도 많아서 들리시길 좋을 거 같아요 다음에 또 방문하겠습니다. 감사합니다!,103,True,,,,안녕하세요. 고기집 분위기가 캠핑하는 느낌이라 너무 좋아요! 분위기도 좋고 고기도 맛있어요!! 매장도 넓고 자리도 많아서 들리시길 좋을 거 같아요 다음에 또 방문하겠습니다. 감사합니다!,안녕하세요 고기집 분위기가 캠핑하는 느낌이라 너무 좋아요 EXCLAM 분위기도 좋고 고기도 맛있어요 EXCLAM 매장도 넓고 자리도 많아서 들리시길 좋을 거 같아요 다음에 또 방문하겠습니다 감사합니다 EXCLAM,0,0,0,0,1,0,0,103,"분위기, 매장, 자리, 넓"
naver,성수족발,elfmom0,75.0,2025.08.06,1번째 방문,영수증,정말 오랫만에 가서 포장해왔어요 요즘 족발 새로 생기는곳 많잖아요 족발을 어디서 먹어도 이맛이 아니다 이맛이 아니다 해서 결국 비도오는데 가서 포장해왔어요 역시 껍질이 쫄깃쫄깃 양념도 너무 맛있었어요 근데 살코기가 너무 퍽퍽해서 어쩌나 고민할정도 였고 결국 쌈싸먹든 해야겠다하고 미뤄뒀어요 여긴 부추무침이 너무 맛있어서 다른데서 사먹더라도 꼭 이런 스타일로 집에서 부추 무침을 따로 해먹을 정도로 맛있어요 상추랑 야채가 미리 포장되어 있어서 상추는 다 짓눌려 상해있고 고추도 색이 다 변해있어서 잘라내고 먹었네요 여름이여서 위생이 더 중요한거 같아요 아무래도 오래된집이여서 요즘 새로 생신곳보다는 그런면이 좀 아쉬워요 성수족발만의 먹어봐야 아는맛은 모두 꼭 경험해보길 강추합니다 담엔 가서 더 맛있게 먹을래요,396,True,,,,정말 오랫만에 가서 포장해왔어요 요즘 족발 새로 생기는곳 많잖아요 족발을 어디서 먹어도 이맛이 아니다 이맛이 아니다 해서 결국 비도오는데 가서 포장해왔어요 역시 껍질이 쫄깃쫄깃 양념도 너무 맛있었어요 근데 살코기가 너무 퍽퍽해서 어쩌나 고민할정도 였고 결국 쌈싸먹든 해야겠다하고 미뤄뒀어요 여긴 부추무침이 너무 맛있어서 다른데서 사먹더라도 꼭 이런 스타일로 집에서 부추 무침을 따로 해먹을 정도로 맛있어요 상추랑 야채가 미리 포장되어 있어서 상추는 다 짓눌려 상해있고 고추도 색이 다 변해있어서 잘라내고 먹었네요 여름이여서 위생이 더 중요한거 같아요 아무래도 오래된집이여서 요즘 새로 생신곳보다는 그런면이 좀 아쉬워요 성수족발만의 먹어봐야 아는맛은 모두 꼭 경험해보길 강추합니다 담엔 가서 더 맛있게 먹을래요,정말 오랫만에 가서 포장해왔어요 요즘 족발 새로 생기는곳 많잖아요 족발을 어디서 먹어도 이맛이 아니다 이맛이 아니다 해서 결국 비도오는데 가서 포장해왔어요 역시 껍질이 쫄깃쫄깃 양념도 너무 맛있었어요 근데 살코기가 너무 퍽퍽해서 어쩌나 고민할정도 였고 결국 쌈싸먹든 해야겠다하고 미뤄뒀어요 여긴 부추무침이 너무 맛있어서 다른데서 사먹더라도 꼭 이런 스타일로 집에서 부추 무침을 따로 해먹을 정도로 맛있어요 상추랑 야채가 미리 포장되어 있어서 상추는 다 짓눌려 상해있고 고추도 색이 다 변해있어서 잘라내고 먹었네요 여름이여서 위생이 더 중요한거 같아요 아무래도 오래된집이여서 요즘 새로 생신곳보다는 그런면이 좀 아쉬워요 성수족발만의 먹어봐야 아는맛은 모두 꼭 경험해보길 강추합니다 담엔 가서 더 맛있게 먹을래요,0,0,0,0,0,0,0,396,위생
naver,육산장 홍대본점,나761,6.0,2026.03.30,1번째 방문,영수증,고기 너무 맛있게 먹었어요! 항정살 원래도 좋아하는데 여기서 먹으니까 더 맛있는 것 가타요 ㅎㅎ 밖에서 먹었는데 분위기도 좋고 친구들이랑 수다 떨면서 먹기 좋아요! 다음에 홍대 오면 또 방문할게요 ㅎㅎ 항정살이랑 삼겹살 강력추천하고 갑니다!,134,True,,,,고기 너무 맛있게 먹었어요! 항정살 원래도 좋아하는데 여기서 먹으니까 더 맛있는 것 가타요 ㅎㅎ 밖에서 먹었는데 분위기도 좋고 친구들이랑 수다 떨면서 먹기 좋아요! 다음에 홍대 오면 또 방문할게요 ㅎㅎ 항정살이랑 삼겹살 강력추천하고 갑니다!,고기 너무 맛있게 먹었어요 EXCLAM 항정살 원래도 좋아하는데 여기서 먹으니까 더 맛있는 것 가타요 밖에서 먹었는데 분위기도 좋고 친구들이랑 수다 떨면서 먹기 좋아요 EXCLAM 다음에 홍대 오면 또 방문할게요 항정살이랑 삼겹살 강력추천하고 갑니다 EXCLAM,0,0,0,0,1,0,0,134,분위기
kakao,육지,lee,1.0,2025-08-03,,,좋은 분위기에서 맛있게 먹고 갑니다!,20,True,5.0,5.0,브론즈 레벨,좋은 분위기에서 맛있게 먹고 갑니다!,좋은 분위기에서 맛있게 먹고 갑니다 EXCLAM,0,0,0,0,1,0,0,20,분위기
kakao,옥동식 서교점,aki,86.0,2025-12-22,,,맑은 국물에 감동 받고 다시 갔는데 흑백 방송전부터 인기있는데였지만 방송후부터 웨이팅 장난 아니네요ㅠ전엔 평일 4시반쯤 현장웨이팅 등록하러 가니까 처번째로 입장했는데 이제 4시에 48팀ㅠ오전도 원격 캐치테이블이 9시부터 그 정도.이젠 포장도 안된다고 해요. 나중에 다시 가는걸로...,158,False,5.0,4.4,골드 레벨,맑은 국물에 감동 받고 다시 갔는데 흑백 방송전부터 인기있는데였지만 방송후부터 웨이팅 장난 아니네요ㅠ전엔 평일 4시반쯤 현장웨이팅 등록하러 가니까 처번째로 입장했는데 이제 4시에 48팀ㅠ오전도 원격 캐치테이블이 9시부터 그 정도.이젠 포장도 안된다고 해요. 나중에 다시 가는걸로...,맑은 국물에 감동 받고 다시 갔는데 흑백 방송전부터 인기있는데였지만 방송후부터 웨이팅 장난 아니네요 전엔 평일 4시반쯤 현장웨이팅 등록하러 가니까 처번째로 입장했는데 이제 4시에 48팀 오전도 원격 캐치테이블이 9시부터 그 정도 이젠 포장도 안된다고 해요 나중에 다시 가는걸로,0,0,0,0,0,0,1,158,테이블
naver,조선시대,111112280,11.0,2026.01.28,1번째 방문,영수증,외국인 친구랑 왔는데 분위기도 넘 좋고 좌식 자리 아늑하고 편해요 음식도 다 맛있구 말차막걸리 먹자마자 너무 맛있어서 깜짝 놀랐어요 말차막걸리 필수,82,True,,,,외국인 친구랑 왔는데 분위기도 넘 좋고 좌식 자리 아늑하고 편해요 음식도 다 맛있구 말차막걸리 먹자마자 너무 맛있어서 깜짝 놀랐어요 말차막걸리 필수,외국인 친구랑 왔는데 분위기도 넘 좋고 좌식 자리 아늑하고 편해요 음식도 다 맛있구 말차막걸리 먹자마자 너무 맛있어서 깜짝 놀랐어요 말차막걸리 필수,0,0,0,0,0,0,0,82,"분위기, 자리"
naver,장인닭갈비 홍대점,tatisl,78.0,2026.01.10,1번째 방문,영수증,자리가 추워요. 맛있어요. 대기후 입장했어요.,25,True,,,,자리가 추워요. 맛있어요. 대기후 입장했어요.,자리가 추워요 맛있어요 대기후 입장했어요,0,0,0,0,0,0,0,25,자리
kakao,육산장 홍대본점,서민희,1.0,2025-05-16,,,붕위가 너무 좋고!! 고기도 멋있어요 인테리어가 넘 예뻐요 불쇼도 볼 수 잇아영 ㅎㅎ,47,True,5.0,5.0,브론즈 레벨,붕위가 너무 좋고!! 고기도 멋있어요 인테리어가 넘 예뻐요 불쇼도 볼 수 잇아영 ㅎㅎ,붕위가 너무 좋고 EXCLAM 고기도 멋있어요 인테리어가 넘 예뻐요 불쇼도 볼 수 잇아영,0,0,0,0,1,0,0,47,인테리어
kakao,육산장 홍대본점,H,9.0,2025-12-12,,,분위기도 좋고 친절하고 맛있어요!,18,True,5.0,3.2,브론즈 레벨,분위기도 좋고 친절하고 맛있어요!,분위기도 좋고 친절하고 맛있어요 EXCLAM,0,0,0,0,1,0,0,18,분위기
naver,뼈탄집 성수역점,해피한걸98,42.0,2026.02.27,1번째 방문,영수증,성수역을 지나가는 길에 아이가 TV에서 봤다며 유명한 식당이라고 해서 우연히 들어왔는데~ 직접 고기도 구워주시고 냄새나 연기도 전혀없이 깔끔해요~ 고기 상태도 신선하고 맛있습니다.👍,101,True,,,,성수역을 지나가는 길에 아이가 TV에서 봤다며 유명한 식당이라고 해서 우연히 들어왔는데~ 직접 고기도 구워주시고 냄새나 연기도 전혀없이 깔끔해요~ 고기 상태도 신선하고 맛있습니다.👍,성수역을 지나가는 길에 아이가 TV에서 봤다며 유명한 식당이라고 해서 우연히 들어왔는데 직접 고기도 구워주시고 냄새나 연기도 전혀없이 깔끔해요 고기 상태도 신선하고 맛있습니다 EMO_POS,1,0,0,0,0,0,0,101,깔끔
kakao,굴다리식당,머라카노하루키,712.0,2025-05-15,,,어떻게 위생까지 사랑하겠어 노포를 사랑하는거지,25,True,5.0,4.9,퍼플 레벨,어떻게 위생까지 사랑하겠어 노포를 사랑하는거지,어떻게 위생까지 사랑하겠어 노포를 사랑하는거지,0,0,0,0,0,0,0,25,위생
naver,홍대 육지,bad****,29.0,2026.04.28,1번째 방문,영수증,"돈대갈비가 유명하다해서 왔는데 역시 너무 맛있고 하나하나 구워주셔서 일행들과 너무 편하게 식사하고 왔습니다!! 찌개도 칼칼하니 너무 맛있어서 너무 만족스러운 식사였습니다 모임장소,데이트로 추천드려용!!",112,True,,,,"돈대갈비가 유명하다해서 왔는데 역시 너무 맛있고 하나하나 구워주셔서 일행들과 너무 편하게 식사하고 왔습니다!! 찌개도 칼칼하니 너무 맛있어서 너무 만족스러운 식사였습니다 모임장소,데이트로 추천드려용!!",돈대갈비가 유명하다해서 왔는데 역시 너무 맛있고 하나하나 구워주셔서 일행들과 너무 편하게 식사하고 왔습니다 EXCLAM 찌개도 칼칼하니 너무 맛있어서 너무 만족스러운 식사였습니다 모임장소 데이트로 추천드려용 EXCLAM,0,0,0,0,1,0,0,112,데이트
naver,금금 성수점,ddessr,25.0,2026.04.03,1번째 방문,영수증,"와… 여기 진짜 미쳤어요;; 그냥 배 채우려고 들어왔는데 인생 맛집 발견한 기분…🤤 한입 먹자마자 ‘아 여기 찐이다’ 싶어서 계속 감탄하면서 먹었어요ㅋㅋ 음식 하나하나 정성 들어간 게 느껴지고 간도 완전 딱 맞아서 멈출 수가 없음…✨ 무엇보다 사장님 센스가 장난 아니세요ㅠㅠ 응대도 너무 기분 좋게 해주시고 세심하게 챙겨주셔서 먹는 내내 행복했어요🥹 분위기도 아늑하고 깔끔해서 그냥 앉아있는 것만으로도 힐링되는 느낌…💛 맛, 서비스, 분위기까지 완벽한 곳이라 재방문 100% 확정입니다🔥 다음엔 친구들 데리고 또 올게요!!",292,True,,,,"와… 여기 진짜 미쳤어요;; 그냥 배 채우려고 들어왔는데 인생 맛집 발견한 기분…🤤 한입 먹자마자 ‘아 여기 찐이다’ 싶어서 계속 감탄하면서 먹었어요ㅋㅋ 음식 하나하나 정성 들어간 게 느껴지고 간도 완전 딱 맞아서 멈출 수가 없음…✨ 무엇보다 사장님 센스가 장난 아니세요ㅠㅠ 응대도 너무 기분 좋게 해주시고 세심하게 챙겨주셔서 먹는 내내 행복했어요🥹 분위기도 아늑하고 깔끔해서 그냥 앉아있는 것만으로도 힐링되는 느낌…💛 맛, 서비스, 분위기까지 완벽한 곳이라 재방문 100% 확정입니다🔥 다음엔 친구들 데리고 또 올게요!!",와 여기 진짜 미쳤어요 그냥 배 채우려고 들어왔는데 인생 맛집 발견한 기분 한입 먹자마자 아 여기 찐이다 싶어서 계속 감탄하면서 먹었어요 음식 하나하나 정성 들어간 게 느껴지고 간도 완전 딱 맞아서 멈출 수가 없음 EMO_POS 무엇보다 사장님 센스가 장난 아니세요 응대도 너무 기분 좋게 해주시고 세심하게 챙겨주셔서 먹는 내내 행복했어요 분위기도 아늑하고 깔끔해서 그냥 앉아있는 것만으로도 힐링되는 느낌 EMO_POS 맛 서비스 분위기까지 완벽한 곳이라 재방문 100 확정입니다 EMO_POS 다음엔 친구들 데리고 또 올게요 EXCLAM,1,0,0,1,1,0,1,292,"분위기, 깔끔"
naver,이태리국시 성수,개구리 왕눈이6128,45.0,2026.05.01,1번째 방문,영수증,숯불대창파스타랑 깍두기갈비리조토? 먹었는데 퓨젼이라 새롭고 맛있었어요! 대창파스타는 약간 떡볶이 느낌나고 리조토는 완전 깍두기 볶음밥 촉촉한 버전이에요. 매장 안 분위기가 너무 여유롭고 테이블 간격도 넓고 널널해서 좋았어요✨👍,126,True,,,,숯불대창파스타랑 깍두기갈비리조토? 먹었는데 퓨젼이라 새롭고 맛있었어요! 대창파스타는 약간 떡볶이 느낌나고 리조토는 완전 깍두기 볶음밥 촉촉한 버전이에요. 매장 안 분위기가 너무 여유롭고 테이블 간격도 넓고 널널해서 좋았어요✨👍,숯불대창파스타랑 깍두기갈비리조토 QUESTION 먹었는데 퓨젼이라 새롭고 맛있었어요 EXCLAM 대창파스타는 약간 떡볶이 느낌나고 리조토는 완전 깍두기 볶음밥 촉촉한 버전이에요 매장 안 분위기가 너무 여유롭고 테이블 간격도 넓고 널널해서 좋았어요 EMO_POS EMO_POS,1,0,0,0,1,1,0,126,"분위기, 매장, 테이블, 넓"
kakao,옥동식 서교점,지리거나잣같을때만남김,29.0,2026-01-22,,,주변 지인평 들어보면 깔끔해서 맛있다 vs 슴슴해서 평범하다로 호불호 갈림 개인적으로 군대에서 취사병이 해준 닭곰탕이 더 맛있어서 실망했는데 밥도 말아서 나와서 불호,92,True,2.0,3.8,실버 레벨,주변 지인평 들어보면 깔끔해서 맛있다 vs 슴슴해서 평범하다로 호불호 갈림 개인적으로 군대에서 취사병이 해준 닭곰탕이 더 맛있어서 실망했는데 밥도 말아서 나와서 불호,주변 지인평 들어보면 깔끔해서 맛있다 vs 슴슴해서 평범하다로 호불호 갈림 개인적으로 군대에서 취사병이 해준 닭곰탕이 더 맛있어서 실망했는데 밥도 말아서 나와서 불호,0,0,0,0,0,0,0,92,깔끔
naver,쭌곱창,지이예오,17.0,2026.01.15,1번째 방문,영수증,맛집으로 추천 받아서 왔는데 진짜 맛있네용 !!! 직원분도 친절하시구 화장실도 안에 있고 깨끗해서 좋았슴니다 ㅎ ㅎ ㅎ 곱창 냄새 안 나고 안 질기고 맛잇어요 !! 💗 주먹밥 필 수. 추가. 하세요 !!!!,115,True,,,,맛집으로 추천 받아서 왔는데 진짜 맛있네용 !!! 직원분도 친절하시구 화장실도 안에 있고 깨끗해서 좋았슴니다 ㅎ ㅎ ㅎ 곱창 냄새 안 나고 안 질기고 맛잇어요 !! 💗 주먹밥 필 수. 추가. 하세요 !!!!,맛집으로 추천 받아서 왔는데 진짜 맛있네용 EXCLAM 직원분도 친절하시구 화장실도 안에 있고 깨끗해서 좋았슴니다 곱창 냄새 안 나고 안 질기고 맛잇어요 EXCLAM EMO_POS 주먹밥 필 수 추가 하세요 EXCLAM,1,0,0,0,1,0,0,115,화장실
naver,금금 성수점,pic****,18.0,2026.03.25,1번째 방문,영수증,정갈하고 맛있는 집이네요 깔끔하고 맛난 음식 찾으신다면 만프로 추천드립니다!!,43,True,,,,정갈하고 맛있는 집이네요 깔끔하고 맛난 음식 찾으신다면 만프로 추천드립니다!!,정갈하고 맛있는 집이네요 깔끔하고 맛난 음식 찾으신다면 만프로 추천드립니다 EXCLAM,0,0,0,0,1,0,0,43,깔끔
naver,소문난성수감자탕,조대장13,794.0,2025.12.29,1번째 방문,영수증,왜 줄서는집인지 서울3대 감자탕인지 먹어보면 바로 알수있는집. 맛집투어좋아하는 사람들은 꼭 가야하는 맛집 먹고맛있어서 포장해오고 또생각나는집~ 주차는 공영주차장이나 매장주차장2천원 이용 인정맛집 소문난 감자탕~ 👍 👍 👍 👍 👍,127,True,,,,왜 줄서는집인지 서울3대 감자탕인지 먹어보면 바로 알수있는집. 맛집투어좋아하는 사람들은 꼭 가야하는 맛집 먹고맛있어서 포장해오고 또생각나는집~ 주차는 공영주차장이나 매장주차장2천원 이용 인정맛집 소문난 감자탕~ 👍 👍 👍 👍 👍,왜 줄서는집인지 서울3대 감자탕인지 먹어보면 바로 알수있는집 맛집투어좋아하는 사람들은 꼭 가야하는 맛집 먹고맛있어서 포장해오고 또생각나는집 주차는 공영주차장이나 매장주차장2천원 이용 인정맛집 소문난 감자탕 EMO_POS EMO_POS EMO_POS EMO_POS EMO_POS,1,0,0,0,0,0,1,127,"매장, 주차"
naver,조선시대,도유니83,119.0,2026.04.11,1번째 방문,영수증,기본안주도 맛있고 메뉴도 마싯고 분위기도 조아용 ㅎㅎ,29,True,,,,기본안주도 맛있고 메뉴도 마싯고 분위기도 조아용 ㅎㅎ,기본안주도 맛있고 메뉴도 마싯고 분위기도 조아용,0,0,0,0,0,0,0,29,분위기
kakao,소문난성수감자탕,듀,3.0,2026-04-15,,,평일 저녁에 웨이팅 없이 들어가서 먹으면 별 5개 웨이팅 3시간이상? 별 3개입니다 ㅎㅎ 맛이 없진 않지만 호불호 갈릴.. 저는 깔끔한 국물에 야들한 살코기 넘 맛있었습니다 다만 씨끄러워서 정신이 없을뿐! 친절하셔서 별 4개 드립니당!!,132,False,4.0,4.7,브론즈 레벨,평일 저녁에 웨이팅 없이 들어가서 먹으면 별 5개 웨이팅 3시간이상? 별 3개입니다 ㅎㅎ 맛이 없진 않지만 호불호 갈릴.. 저는 깔끔한 국물에 야들한 살코기 넘 맛있었습니다 다만 씨끄러워서 정신이 없을뿐! 친절하셔서 별 4개 드립니당!!,평일 저녁에 웨이팅 없이 들어가서 먹으면 별 5개 웨이팅 3시간이상 QUESTION 별 3개입니다 맛이 없진 않지만 호불호 갈릴 저는 깔끔한 국물에 야들한 살코기 넘 맛있었습니다 다만 씨끄러워서 정신이 없을뿐 EXCLAM 친절하셔서 별 4개 드립니당 EXCLAM,0,0,0,0,1,1,1,132,깔끔
