platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,음식_matched_keywords
naver,보끔당 성수점,sndodk,32.0,2025.11.15,1번째 방문,영수증,여자친구랑 주말에 데이트 하려고 성수동에 나왔다가 들렸습니다☺️ 엽떡에서 만든 브랜드라고 해서 왔는데 닭볶음탕 소스도 엄청 맛있고 재료들이 신선해서 맛있게 먹었습니다. 저희는 맵기 2단계로 했는데 너무 맵지는 않아서 추천드려요. 그리고 계란찜 시켰는데 양이 엄청 많아서 배부르게 먹었습니다. 성수 데이트 나오실 때 추천드려요~,182,True,,,,여자친구랑 주말에 데이트 하려고 성수동에 나왔다가 들렸습니다☺️ 엽떡에서 만든 브랜드라고 해서 왔는데 닭볶음탕 소스도 엄청 맛있고 재료들이 신선해서 맛있게 먹었습니다. 저희는 맵기 2단계로 했는데 너무 맵지는 않아서 추천드려요. 그리고 계란찜 시켰는데 양이 엄청 많아서 배부르게 먹었습니다. 성수 데이트 나오실 때 추천드려요~,여자친구랑 주말에 데이트 하려고 성수동에 나왔다가 들렸습니다 엽떡에서 만든 브랜드라고 해서 왔는데 닭볶음탕 소스도 엄청 맛있고 재료들이 신선해서 맛있게 먹었습니다 저희는 맵기 2단계로 했는데 너무 맵지는 않아서 추천드려요 그리고 계란찜 시켰는데 양이 엄청 많아서 배부르게 먹었습니다 성수 데이트 나오실 때 추천드려요,0,0,0,0,0,0,1,182,"맛, 맛있, 양, 재료, 소스, 맵"
naver,뼈탄집 성수역점,잔차등교,10.0,2025.12.25,1번째 방문,영수증,동네에서 지나다니기만 하다가 처음으로 뼈탄집에 와봤는데 고기가 맛있습니다 가격대비 양은 조금 적지만 시그니처 뼈탄삼겹살을 먹었는데 구워주시는 정도와 고기 퀄리티가 앚 좋았습니다 다음에 또 와서 다른 메뉴도 먹어보고 싶습니다,124,True,,,,동네에서 지나다니기만 하다가 처음으로 뼈탄집에 와봤는데 고기가 맛있습니다 가격대비 양은 조금 적지만 시그니처 뼈탄삼겹살을 먹었는데 구워주시는 정도와 고기 퀄리티가 앚 좋았습니다 다음에 또 와서 다른 메뉴도 먹어보고 싶습니다,동네에서 지나다니기만 하다가 처음으로 뼈탄집에 와봤는데 고기가 맛있습니다 가격대비 양은 조금 적지만 시그니처 뼈탄삼겹살을 먹었는데 구워주시는 정도와 고기 퀄리티가 앚 좋았습니다 다음에 또 와서 다른 메뉴도 먹어보고 싶습니다,0,0,0,0,0,0,0,124,"맛, 맛있, 메뉴, 양, 고기"
naver,락희옥 마포본점,뉠릴리야,312.0,2025.10.31,1번째 방문,영수증,김치말이 국수 너무 깔끔하고 맛있어요! 김치메밀전병도 바삭하니 너무 맛있었습니다🥹 직원분들도 친절하시고 강추합니다👍,64,True,,,,김치말이 국수 너무 깔끔하고 맛있어요! 김치메밀전병도 바삭하니 너무 맛있었습니다🥹 직원분들도 친절하시고 강추합니다👍,김치말이 국수 너무 깔끔하고 맛있어요 EXCLAM 김치메밀전병도 바삭하니 너무 맛있었습니다 직원분들도 친절하시고 강추합니다 EMO_POS,1,0,0,0,1,0,0,64,"맛, 맛있, 김치"
kakao,홍대 조선시대,남지수,1.0,2026-03-14,,,대기가 조금 있었으나 맛있게 잘 먹었습니다 !! 분위기도 좋고 음식도 맛있어요!!,45,True,5.0,5.0,브론즈 레벨,대기가 조금 있었으나 맛있게 잘 먹었습니다 !! 분위기도 좋고 음식도 맛있어요!!,대기가 조금 있었으나 맛있게 잘 먹었습니다 EXCLAM 분위기도 좋고 음식도 맛있어요 EXCLAM,0,0,0,0,1,0,0,45,"맛, 맛있, 음식"
naver,뼈탄집 성수역점,륭71,47.0,2026.03.12,1번째 방문,영수증,예전에 우연히 한번 왔다가 너무 맛있어사 성수 들린김에 또 왔어요!!! 고기도 직접 구워주셔서 너무 편하고 테이블도 널찍널찍 해서 좋아용 고기는 물론 계탄밥도 존맛이고 직원분들도 하나같이 다 친절하십니다 완전 만족스런 식사에요🥰,127,True,,,,예전에 우연히 한번 왔다가 너무 맛있어사 성수 들린김에 또 왔어요!!! 고기도 직접 구워주셔서 너무 편하고 테이블도 널찍널찍 해서 좋아용 고기는 물론 계탄밥도 존맛이고 직원분들도 하나같이 다 친절하십니다 완전 만족스런 식사에요🥰,예전에 우연히 한번 왔다가 너무 맛있어사 성수 들린김에 또 왔어요 EXCLAM 고기도 직접 구워주셔서 너무 편하고 테이블도 널찍널찍 해서 좋아용 고기는 물론 계탄밥도 존맛이고 직원분들도 하나같이 다 친절하십니다 완전 만족스런 식사에요 EMO_POS,1,0,0,0,1,0,0,127,"맛, 맛있, 고기, 밥"
naver,쭌곱창,Yun725,13.0,2025.11.22,1번째 방문,영수증,"되게 조합이 특이하네요 야채곱창, 숙주, 우삼겹, 계란찜을 섞어먹는데 맛있어요 추천해주시는 쌈대로 싸먹으면 최고~",63,True,,,,"되게 조합이 특이하네요 야채곱창, 숙주, 우삼겹, 계란찜을 섞어먹는데 맛있어요 추천해주시는 쌈대로 싸먹으면 최고~",되게 조합이 특이하네요 야채곱창 숙주 우삼겹 계란찜을 섞어먹는데 맛있어요 추천해주시는 쌈대로 싸먹으면 최고,0,0,0,0,0,0,0,63,"맛, 맛있, 면"
kakao,홍대 조선시대,은비,5.0,2026-04-01,,,처음 친구들이랑 왔는데 분위기도 좋고 음식도 다양하고 새로운 술들이 있어서 좋아요! 엄청 시끄럽지도 않고 천절하네용!!,66,True,5.0,5.0,브론즈 레벨,처음 친구들이랑 왔는데 분위기도 좋고 음식도 다양하고 새로운 술들이 있어서 좋아요! 엄청 시끄럽지도 않고 천절하네용!!,처음 친구들이랑 왔는데 분위기도 좋고 음식도 다양하고 새로운 술들이 있어서 좋아요 EXCLAM 엄청 시끄럽지도 않고 천절하네용 EXCLAM,0,0,0,0,1,0,0,66,"음식, 양"
naver,육산장 홍대본점,allright119,23.0,2026.04.23,1번째 방문,영수증,홍대 한복판에서 야외에서 여유를 즐기며 맛있게 먹었습니다!!,33,True,,,,홍대 한복판에서 야외에서 여유를 즐기며 맛있게 먹었습니다!!,홍대 한복판에서 야외에서 여유를 즐기며 맛있게 먹었습니다 EXCLAM,0,0,0,0,1,0,0,33,"맛, 맛있"
naver,황금콩밭,나에스탄,29.0,2025.09.14,1번째 방문,예약,"두부짜글이, 두부완자 넘 맛있습니다. 밑반찬들도 정갈하니 잘 나왔어요",38,True,,,,"두부짜글이, 두부완자 넘 맛있습니다. 밑반찬들도 정갈하니 잘 나왔어요",두부짜글이 두부완자 넘 맛있습니다 밑반찬들도 정갈하니 잘 나왔어요,0,0,0,0,0,0,0,38,"맛, 맛있, 반찬, 짜"
naver,옥동식,꼬리리이,1053.0,2025.07.21,1번째 방문,영수증,원격줄서기 됩니다 저는 평일 저녁이라 거의 대기 안하고 들어갔어요 역시나 맛있습니다 국밥계의 평양냉면이라는 말이 정말 잘 어울네요 특으로 시키세요 고기 양이 확 많아집니다 생맥도 너무 맛있네요,107,True,,,,원격줄서기 됩니다 저는 평일 저녁이라 거의 대기 안하고 들어갔어요 역시나 맛있습니다 국밥계의 평양냉면이라는 말이 정말 잘 어울네요 특으로 시키세요 고기 양이 확 많아집니다 생맥도 너무 맛있네요,원격줄서기 됩니다 저는 평일 저녁이라 거의 대기 안하고 들어갔어요 역시나 맛있습니다 국밥계의 평양냉면이라는 말이 정말 잘 어울네요 특으로 시키세요 고기 양이 확 많아집니다 생맥도 너무 맛있네요,0,0,0,0,0,0,0,107,"맛, 맛있, 양, 고기, 면, 밥, 냉면"
kakao,뼈탄집 성수역점,쩡이,2.0,2026-03-28,,,직접고기구워주고 기본반찬깔끔 맛있어요,20,True,5.0,5.0,브론즈 레벨,직접고기구워주고 기본반찬깔끔 맛있어요,직접고기구워주고 기본반찬깔끔 맛있어요,0,0,0,0,0,0,0,20,"맛, 맛있, 고기, 반찬"
kakao,각시보쌈,5점잘안준다,232.0,2025-12-12,,,평일 18시30분 도착 웨이팅 30분함 홍어삼합 대 +고기추가+굴추가+메밀면 대 5명에서 먹었는데 11만원대 나옴 가성비 굿 고기 not bad 굴 좀 비싸지만 알이 큼 홍어 fuxking 국수 soso 가성비 개굿,120,False,3.0,2.8,골드 레벨,평일 18시30분 도착 웨이팅 30분함 홍어삼합 대 +고기추가+굴추가+메밀면 대 5명에서 먹었는데 11만원대 나옴 가성비 굿 고기 not bad 굴 좀 비싸지만 알이 큼 홍어 fuxking 국수 soso 가성비 개굿,평일 18시30분 도착 웨이팅 30분함 홍어삼합 대 고기추가 굴추가 메밀면 대 5명에서 먹었는데 11만원대 나옴 가성비 굿 고기 not bad 굴 좀 비싸지만 알이 큼 홍어 fuxking 국수 soso 가성비 개굿,0,0,0,0,0,0,1,120,"고기, 면"
naver,능동미나리 성수지점,엄마나,90.0,2026.01.17,1번째 방문,영수증,주말 12시쯤엔 줄 없이 바로 입장했어요! 쌀쌀한 날씨에 뜨끔한 국밥 먹고 싶어서 나리특곰탕 육회비빔밥 육전반접시 시켰어요 예상보다 곰탕은 쏘쏘했는데 육회비빔밥이 미나리와 참기름 조합으로 너무나 향이 좋고 맛있더라구요😍😍😍 육전은 계란맛도 진하게 나고 진짜 맛있어요! 육회에 미나리 무침 + 간장소스양파 얹어서 드셔보세요🖤 막걸리 먹고 싶어지는 맛입니당ㅋㅋㅋ 또먹고 싶네요😀🙂☺️,212,True,,,,주말 12시쯤엔 줄 없이 바로 입장했어요! 쌀쌀한 날씨에 뜨끔한 국밥 먹고 싶어서 나리특곰탕 육회비빔밥 육전반접시 시켰어요 예상보다 곰탕은 쏘쏘했는데 육회비빔밥이 미나리와 참기름 조합으로 너무나 향이 좋고 맛있더라구요😍😍😍 육전은 계란맛도 진하게 나고 진짜 맛있어요! 육회에 미나리 무침 + 간장소스양파 얹어서 드셔보세요🖤 막걸리 먹고 싶어지는 맛입니당ㅋㅋㅋ 또먹고 싶네요😀🙂☺️,주말 12시쯤엔 줄 없이 바로 입장했어요 EXCLAM 쌀쌀한 날씨에 뜨끔한 국밥 먹고 싶어서 나리특곰탕 육회비빔밥 육전반접시 시켰어요 예상보다 곰탕은 쏘쏘했는데 육회비빔밥이 미나리와 참기름 조합으로 너무나 향이 좋고 맛있더라구요 EMO_POS EMO_POS EMO_POS 육전은 계란맛도 진하게 나고 진짜 맛있어요 EXCLAM 육회에 미나리 무침 간장소스양파 얹어서 드셔보세요 EMO_POS 막걸리 먹고 싶어지는 맛입니당 또먹고 싶네요 EMO_POS EMO_POS,1,0,0,0,1,0,1,212,"맛, 맛있, 양, 간, 밥, 소스, 짜"
naver,홍대 육지,dab****,39.0,2026.04.25,1번째 방문,영수증,고기 질도 좋고 반찬도 깔끔하니 맛있습니다 ㅎㅎ 폭탄계란찜도 맛있으니 함께 먹으면 좋을 것 같아요 !!🌝🐷,59,True,,,,고기 질도 좋고 반찬도 깔끔하니 맛있습니다 ㅎㅎ 폭탄계란찜도 맛있으니 함께 먹으면 좋을 것 같아요 !!🌝🐷,고기 질도 좋고 반찬도 깔끔하니 맛있습니다 폭탄계란찜도 맛있으니 함께 먹으면 좋을 것 같아요 EXCLAM,0,0,0,0,1,0,0,59,"맛, 맛있, 고기, 면, 반찬"
kakao,육산장 홍대본점,예희,1.0,2025-10-11,,,야외도 있어서 분위기 좋고 맛있어오,19,True,5.0,5.0,브론즈 레벨,야외도 있어서 분위기 좋고 맛있어오,야외도 있어서 분위기 좋고 맛있어오,0,0,0,0,0,0,0,19,"맛, 맛있"
naver,능동미나리 성수지점,두근두근이,390.0,2025.12.15,1번째 방문,영수증,"곰탕무는 좀 시어요. 곰탕은 쏘쏘, 육회비빔밥이 너무 매력적입니다. 미나리 좋아하진 않는데도 넘 맛나게 먹었어요. 일본인분은 좀 싱거운지 후추?치시던데,싱거우면 소스 더 주시는 것 같더라구요. 대기 금방 빠지는 편입니다.",123,True,,,,"곰탕무는 좀 시어요. 곰탕은 쏘쏘, 육회비빔밥이 너무 매력적입니다. 미나리 좋아하진 않는데도 넘 맛나게 먹었어요. 일본인분은 좀 싱거운지 후추?치시던데,싱거우면 소스 더 주시는 것 같더라구요. 대기 금방 빠지는 편입니다.",곰탕무는 좀 시어요 곰탕은 쏘쏘 육회비빔밥이 너무 매력적입니다 미나리 좋아하진 않는데도 넘 맛나게 먹었어요 일본인분은 좀 싱거운지 후추 QUESTION 치시던데 싱거우면 소스 더 주시는 것 같더라구요 대기 금방 빠지는 편입니다,0,0,0,0,0,1,0,123,"맛, 면, 밥, 소스"
kakao,쭌곱창,i_cas_k,1.0,2025-04-09,,,"인디밴드를 좋아하는 사람은 가끔 본인이 좋아하는 밴드가 유명해지지 않길 바라는 감정이 들때가 있다. 나에게 이 가게가 그런 존재다. 곱창 특유의 비린내는 전혀 없고, 입 안에 가득차게 되는 불맛, 그리고 약간의 매운 맛이 감칠맛으로 매우 조화롭다. 2017년 어느날 처음 먹어본 맛에 반해 평일 10일 동안 8일을 술 없이 식사만 하는 기염을 토하며 어느순간 단골이 되었다. 식탁 위에 올려져있던 팻말형 메뉴부터 천장의 커튼식 메뉴판, 지금의 메뉴판까지 다양한 변화가 있었던 이 가게에서 유일하게 변하지 않았던 것은 그 맛과 항상 웃으며 반겨주시면서도 부엌으로 달려가시던 사장님의 마음이다. 학교를 졸업하고 이제서야 리뷰를 다는 까닭은 가끔 살면서 다시한번 먹고싶을때 항상 이 자리에 가게가 남아 웃으며 B세트를 시키고 싶은 욕심이 아닐까.",414,True,5.0,5.0,브론즈 레벨,"인디밴드를 좋아하는 사람은 가끔 본인이 좋아하는 밴드가 유명해지지 않길 바라는 감정이 들때가 있다. 나에게 이 가게가 그런 존재다. 곱창 특유의 비린내는 전혀 없고, 입 안에 가득차게 되는 불맛, 그리고 약간의 매운 맛이 감칠맛으로 매우 조화롭다. 2017년 어느날 처음 먹어본 맛에 반해 평일 10일 동안 8일을 술 없이 식사만 하는 기염을 토하며 어느순간 단골이 되었다. 식탁 위에 올려져있던 팻말형 메뉴부터 천장의 커튼식 메뉴판, 지금의 메뉴판까지 다양한 변화가 있었던 이 가게에서 유일하게 변하지 않았던 것은 그 맛과 항상 웃으며 반겨주시면서도 부엌으로 달려가시던 사장님의 마음이다. 학교를 졸업하고 이제서야 리뷰를 다는 까닭은 가끔 살면서 다시한번 먹고싶을때 항상 이 자리에 가게가 남아 웃으며 B세트를 시키고 싶은 욕심이 아닐까.",인디밴드를 좋아하는 사람은 가끔 본인이 좋아하는 밴드가 유명해지지 않길 바라는 감정이 들때가 있다 나에게 이 가게가 그런 존재다 곱창 특유의 비린내는 전혀 없고 입 안에 가득차게 되는 불맛 그리고 약간의 매운 맛이 감칠맛으로 매우 조화롭다 2017년 어느날 처음 먹어본 맛에 반해 평일 10일 동안 8일을 술 없이 식사만 하는 기염을 토하며 어느순간 단골이 되었다 식탁 위에 올려져있던 팻말형 메뉴부터 천장의 커튼식 메뉴판 지금의 메뉴판까지 다양한 변화가 있었던 이 가게에서 유일하게 변하지 않았던 것은 그 맛과 항상 웃으며 반겨주시면서도 부엌으로 달려가시던 사장님의 마음이다 학교를 졸업하고 이제서야 리뷰를 다는 까닭은 가끔 살면서 다시한번 먹고싶을때 항상 이 자리에 가게가 남아 웃으며 B세트를 시키고 싶은 욕심이 아닐까,0,0,0,0,0,0,1,414,"맛, 메뉴, 양, 간, 면"
naver,육산장 홍대본점,nacho7,11.0,2026.04.11,1번째 방문,영수증,모임때문에 방문하게 되었눈데 맛있게 잘먹었어요! 자리가 불편해서 옮기게 됐는데 직원분이 친절하게 응대해주셔서 감사했습니다!,68,True,,,,모임때문에 방문하게 되었눈데 맛있게 잘먹었어요! 자리가 불편해서 옮기게 됐는데 직원분이 친절하게 응대해주셔서 감사했습니다!,모임때문에 방문하게 되었눈데 맛있게 잘먹었어요 EXCLAM 자리가 불편해서 옮기게 됐는데 직원분이 친절하게 응대해주셔서 감사했습니다 EXCLAM,0,0,0,0,1,0,0,68,"맛, 맛있"
naver,황금콩밭,데일리박하쓰,1293.0,2025.09.18,3번째 방문,영수증,언제나 맛있음,7,False,,,,언제나 맛있음,언제나 맛있음,0,0,0,0,0,0,0,7,"맛, 맛있"
kakao,뼈탄집 성수역점,김진석,1.0,2026-01-17,,,너무 맛있었고 직원분들도 친절해요~~ 다음에 또 올게요,30,True,5.0,5.0,브론즈 레벨,너무 맛있었고 직원분들도 친절해요~~ 다음에 또 올게요,너무 맛있었고 직원분들도 친절해요 TILDE 다음에 또 올게요,0,0,0,0,0,0,0,30,"맛, 맛있"
kakao,각시보쌈,ggoolggool,136.0,2025-01-04,,,"가시는 분들 결제 제대로 됐는지 확인 꼭 잘 하세요. 반반보쌈 중자, 막걸리 두병 먹었는데 천원이긴하지만 먹지도 않은 금액 결제되어 있네요. 날짜 시간 보시고 내부 cctv 보시면 확인 되실테니 뭐 더이상 얘기 안합니다. 앉는 순간부터 메뉴 독촉하시더니 다 먹을때까지 한시간 남짓한 시간 그마저 독촉 하셔서 독촉만 안했어도 천원 잘 못 결제한거 이렇게 쓰지도 않았습니다.",207,False,1.0,4.6,골드 레벨,"가시는 분들 결제 제대로 됐는지 확인 꼭 잘 하세요. 반반보쌈 중자, 막걸리 두병 먹었는데 천원이긴하지만 먹지도 않은 금액 결제되어 있네요. 날짜 시간 보시고 내부 cctv 보시면 확인 되실테니 뭐 더이상 얘기 안합니다. 앉는 순간부터 메뉴 독촉하시더니 다 먹을때까지 한시간 남짓한 시간 그마저 독촉 하셔서 독촉만 안했어도 천원 잘 못 결제한거 이렇게 쓰지도 않았습니다.",가시는 분들 결제 제대로 됐는지 확인 꼭 잘 하세요 반반보쌈 중자 막걸리 두병 먹었는데 천원이긴하지만 먹지도 않은 금액 결제되어 있네요 날짜 시간 보시고 내부 cctv 보시면 확인 되실테니 뭐 더이상 얘기 안합니다 앉는 순간부터 메뉴 독촉하시더니 다 먹을때까지 한시간 남짓한 시간 그마저 독촉 하셔서 독촉만 안했어도 천원 잘 못 결제한거 이렇게 쓰지도 않았습니다,0,0,0,0,0,0,0,207,"메뉴, 간, 면, 보쌈, 짜"
naver,장인닭갈비 홍대점,cha****,38.0,2026.02.12,1번째 방문,영수증,정말 맛있어요 ~ !,11,True,,,,정말 맛있어요 ~ !,정말 맛있어요 EXCLAM,0,0,0,0,1,0,0,11,"맛, 맛있"
kakao,육산장 홍대본점,김은지,1.0,2025-06-07,,,한판구이 너무 맛있어요!! 특제소스도 꿀맛입니다 홍대에서 젤 분위기좋은 고기집이요~~,47,True,5.0,5.0,브론즈 레벨,한판구이 너무 맛있어요!! 특제소스도 꿀맛입니다 홍대에서 젤 분위기좋은 고기집이요~~,한판구이 너무 맛있어요 EXCLAM 특제소스도 꿀맛입니다 홍대에서 젤 분위기좋은 고기집이요 TILDE,0,0,0,0,1,0,0,47,"맛, 맛있, 고기, 소스"
naver,락희옥 마포본점,앰군,147.0,2025.07.22,1번째 방문,영수증,"오늘 성게알 상태 최고~ 너무 크리미하고 바다향 제대로 나서 너무 맛있네요!!! 황태포도 기름기하나 없이 바싹해서 맥주 안주로 최고고~ 김치전병은 매콤하니 별미!!! 특히, 25도 문경소주로 말아주는 쏘맥이 아주 인상적!!! 회식으로도 좋고 데이트로 좋고 여러모로 좋은 맛집!!!!",157,True,,,,"오늘 성게알 상태 최고~ 너무 크리미하고 바다향 제대로 나서 너무 맛있네요!!! 황태포도 기름기하나 없이 바싹해서 맥주 안주로 최고고~ 김치전병은 매콤하니 별미!!! 특히, 25도 문경소주로 말아주는 쏘맥이 아주 인상적!!! 회식으로도 좋고 데이트로 좋고 여러모로 좋은 맛집!!!!",오늘 성게알 상태 최고 너무 크리미하고 바다향 제대로 나서 너무 맛있네요 EXCLAM 황태포도 기름기하나 없이 바싹해서 맥주 안주로 최고고 김치전병은 매콤하니 별미 EXCLAM 특히 25도 문경소주로 말아주는 쏘맥이 아주 인상적 EXCLAM 회식으로도 좋고 데이트로 좋고 여러모로 좋은 맛집 EXCLAM,0,0,0,0,1,0,1,157,"맛, 맛있, 김치"
kakao,옥동식 서교점,맛집리스트,80.0,2025-01-16,,,옥동식은 역시 맛있습니다 ! 외국손님이랑 같이 가면 너무 좋아할 곳입니다!,41,False,5.0,2.2,골드 레벨,옥동식은 역시 맛있습니다 ! 외국손님이랑 같이 가면 너무 좋아할 곳입니다!,옥동식은 역시 맛있습니다 EXCLAM 외국손님이랑 같이 가면 너무 좋아할 곳입니다 EXCLAM,0,0,0,0,1,0,0,41,"맛, 맛있, 면"
naver,금금 성수점,Tomate13,17.0,2026.04.20,1번째 방문,영수증,들기름 파스타랑 소갈비덮밥 시켰는데 둘 다 맛있어용!!! 맛있게 잘 먹었습니다!!,45,True,,,,들기름 파스타랑 소갈비덮밥 시켰는데 둘 다 맛있어용!!! 맛있게 잘 먹었습니다!!,들기름 파스타랑 소갈비덮밥 시켰는데 둘 다 맛있어용 EXCLAM 맛있게 잘 먹었습니다 EXCLAM,0,0,0,0,1,0,0,45,"맛, 맛있, 밥, 파스타"
kakao,뼈탄집 성수역점,박성열,1.0,2025-12-20,,,맛있네용,4,True,5.0,5.0,브론즈 레벨,맛있네용,맛있네용,0,0,0,0,0,0,0,4,"맛, 맛있"
naver,장인닭갈비 홍대점,sun****,1.0,2026.04.05,1번째 방문,영수증,음식이 다 준비 되어서 나와서 바로 먹을 수 있어서 좋아요! 사장님도 친절하시거 닭갈비 넘 맛있어요,55,True,,,,음식이 다 준비 되어서 나와서 바로 먹을 수 있어서 좋아요! 사장님도 친절하시거 닭갈비 넘 맛있어요,음식이 다 준비 되어서 나와서 바로 먹을 수 있어서 좋아요 EXCLAM 사장님도 친절하시거 닭갈비 넘 맛있어요,0,0,0,0,1,0,0,55,"맛, 맛있, 음식"
kakao,옥동식 서교점,모른척,91.0,2025-05-01,,,왜 옥동식 옥동식 하는지 알았어요! 국물 진짜 깔끔하고 고기랑 같이 먹는 고추지가 진짜 맛있었어요. 밥이 진짜 술술술넘어가요! 김치도 진짜 맛있고 테이블 회전도 빠른편이라 웨이팅도 별로 안했습니다! 모든면에서 최구!,120,True,5.0,4.0,골드 레벨,왜 옥동식 옥동식 하는지 알았어요! 국물 진짜 깔끔하고 고기랑 같이 먹는 고추지가 진짜 맛있었어요. 밥이 진짜 술술술넘어가요! 김치도 진짜 맛있고 테이블 회전도 빠른편이라 웨이팅도 별로 안했습니다! 모든면에서 최구!,왜 옥동식 옥동식 하는지 알았어요 EXCLAM 국물 진짜 깔끔하고 고기랑 같이 먹는 고추지가 진짜 맛있었어요 밥이 진짜 술술넘어가요 EXCLAM 김치도 진짜 맛있고 테이블 회전도 빠른편이라 웨이팅도 별로 안했습니다 EXCLAM 모든면에서 최구 EXCLAM,0,0,0,0,1,0,0,120,"맛, 맛있, 고기, 면, 밥, 국물, 김치, 짜"
naver,보끔당 성수점,선영holic,16.0,2026.05.02,1번째 방문,영수증,매장 정말 깨끗하고 음식 맛았어요. 딸아이가 온적있어서 추천해준 식당인데 성수동 일대애서 젤 맛있어요.,57,True,,,,매장 정말 깨끗하고 음식 맛았어요. 딸아이가 온적있어서 추천해준 식당인데 성수동 일대애서 젤 맛있어요.,매장 정말 깨끗하고 음식 맛았어요 딸아이가 온적있어서 추천해준 식당인데 성수동 일대애서 젤 맛있어요,0,0,0,0,0,0,0,57,"맛, 맛있, 음식"
naver,능동미나리 성수지점,POUTINE,139.0,2025.11.15,1번째 방문,영수증,육회비빔밥 곰탕 둘 다 맛있어요 하나만 고르자면 육회비빔밥이 좀 더 좋았네요 국도 따로 나오고 육회랑 미나리 향이 잘 어울려서 좋았어요 수육은 가격대비 양이 좀 적은 느낌이었어요,99,True,,,,육회비빔밥 곰탕 둘 다 맛있어요 하나만 고르자면 육회비빔밥이 좀 더 좋았네요 국도 따로 나오고 육회랑 미나리 향이 잘 어울려서 좋았어요 수육은 가격대비 양이 좀 적은 느낌이었어요,육회비빔밥 곰탕 둘 다 맛있어요 하나만 고르자면 육회비빔밥이 좀 더 좋았네요 국도 따로 나오고 육회랑 미나리 향이 잘 어울려서 좋았어요 수육은 가격대비 양이 좀 적은 느낌이었어요,0,0,0,0,0,0,0,99,"맛, 맛있, 양, 면, 밥"
naver,을밀대 평양냉면,한식을 먹자,197.0,2026.04.05,2번째 방문,예약,거냉으로 부탁드렸는데 그냥 주셨어요~ 하지만 고기 퀄리티도 좋고 잘 먹었습니다,43,True,,,,거냉으로 부탁드렸는데 그냥 주셨어요~ 하지만 고기 퀄리티도 좋고 잘 먹었습니다,거냉으로 부탁드렸는데 그냥 주셨어요 하지만 고기 퀄리티도 좋고 잘 먹었습니다,0,0,0,0,0,0,0,43,고기
naver,을밀대 평양냉면,출출해윤51,1452.0,2025.07.26,1번째 방문,영수증,평냉맛 여러번 먹어보면은 언젠가는 땡기는 날이 오겠죠....크흠 💗❤️,39,True,,,,평냉맛 여러번 먹어보면은 언젠가는 땡기는 날이 오겠죠....크흠 💗❤️,평냉맛 여러번 먹어보면은 언젠가는 땡기는 날이 오겠죠 크흠 EMO_POS EMO_POS,1,0,0,0,0,0,0,39,"맛, 면, 평냉"
naver,을밀대 평양냉면,iyowa,31.0,2026.02.24,1번째 방문,예약,초보라 저는 비냉시켰는데 비냉은 너무맛없었어요. 친구들이랑 평냉투어하시는분들 여기는 무조건 물냉시키세요. 물냉 맛있어요 역시 을밀대 (사진은 친구 물냉),85,True,,,,초보라 저는 비냉시켰는데 비냉은 너무맛없었어요. 친구들이랑 평냉투어하시는분들 여기는 무조건 물냉시키세요. 물냉 맛있어요 역시 을밀대 (사진은 친구 물냉),초보라 저는 비냉시켰는데 비냉은 너무맛없었어요 친구들이랑 평냉투어하시는분들 여기는 무조건 물냉시키세요 물냉 맛있어요 역시 을밀대 사진은 친구 물냉,0,0,0,0,0,0,0,85,"맛, 맛있, 맛없, 평냉"
naver,쭌곱창,MARY34,2.0,2026.02.27,1번째 방문,영수증,곱창 닭발 너무 맛있어요 술안주로 딱이에요 담번에 또 방문하고 싶네요!,39,True,,,,곱창 닭발 너무 맛있어요 술안주로 딱이에요 담번에 또 방문하고 싶네요!,곱창 닭발 너무 맛있어요 술안주로 딱이에요 담번에 또 방문하고 싶네요 EXCLAM,0,0,0,0,1,0,0,39,"맛, 맛있"
naver,마포양지설렁탕,내띠,2243.0,2025.12.05,1번째 방문,영수증,입맛에 맞아서 또 왔어요!! 고기 맛이 살짝 달라진거 같고 개인적으로 싫어하는 향이 나서 이 부분은 아쉬웠어요ㅠㅠ,63,True,,,,입맛에 맞아서 또 왔어요!! 고기 맛이 살짝 달라진거 같고 개인적으로 싫어하는 향이 나서 이 부분은 아쉬웠어요ㅠㅠ,입맛에 맞아서 또 왔어요 EXCLAM 고기 맛이 살짝 달라진거 같고 개인적으로 싫어하는 향이 나서 이 부분은 아쉬웠어요,0,0,0,1,1,0,0,63,"맛, 고기"
naver,보끔당 성수점,SOWN88,11.0,2026.05.01,1번째 방문,영수증,너무 맛있어요ㅠ 성수올때마다 항상 여기오는 것 같아요 손님 더 많아져야 할 맛 ...👍,48,True,,,,너무 맛있어요ㅠ 성수올때마다 항상 여기오는 것 같아요 손님 더 많아져야 할 맛 ...👍,너무 맛있어요 성수올때마다 항상 여기오는 것 같아요 손님 더 많아져야 할 맛 EMO_POS,1,0,0,0,0,0,0,48,"맛, 맛있"
