platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,음식_matched_keywords
naver,훼미리손칼국수보쌈,sSun,2487.0,2025.10.18,1번째 방문,영수증,보쌈은 아는맛이고.. 칼국수는 ??? 우연히 지나가다가 줄이 많이 서있는걸 두번이나 다른날 보고 맛집이구나 하고 들어가봤는데요. 왜...줄이 이토록 긴것인가... 보쌈은 평범하고..칼국수는 전혀 왜? 흠.. 줄설이유가 없는데...굳이 찾아갈이유도없고.. 위생적으로도.. 앞접시 첫번째주신 3개 모두에 고춧가루가 붙어있고... 말씀드려서 바꿔달라해서 가져오신 두개가 또 고춧가루 묻어있고.. 가져오시면서 한번확인하심될것을.. 다시 바꿔주시러 가져가시고 천으로 쓱쓱 닦아주시더라고요...다봤어요!! 위생도 별로.. 미스테리여..ㅎㅎ,295,True,,,,보쌈은 아는맛이고.. 칼국수는 ??? 우연히 지나가다가 줄이 많이 서있는걸 두번이나 다른날 보고 맛집이구나 하고 들어가봤는데요. 왜...줄이 이토록 긴것인가... 보쌈은 평범하고..칼국수는 전혀 왜? 흠.. 줄설이유가 없는데...굳이 찾아갈이유도없고.. 위생적으로도.. 앞접시 첫번째주신 3개 모두에 고춧가루가 붙어있고... 말씀드려서 바꿔달라해서 가져오신 두개가 또 고춧가루 묻어있고.. 가져오시면서 한번확인하심될것을.. 다시 바꿔주시러 가져가시고 천으로 쓱쓱 닦아주시더라고요...다봤어요!! 위생도 별로.. 미스테리여..ㅎㅎ,보쌈은 아는맛이고 칼국수는 QUESTION 우연히 지나가다가 줄이 많이 서있는걸 두번이나 다른날 보고 맛집이구나 하고 들어가봤는데요 왜 줄이 이토록 긴것인가 보쌈은 평범하고 칼국수는 전혀 왜 QUESTION 흠 줄설이유가 없는데 굳이 찾아갈이유도없고 위생적으로도 앞접시 첫번째주신 3개 모두에 고춧가루가 붙어있고 말씀드려서 바꿔달라해서 가져오신 두개가 또 고춧가루 묻어있고 가져오시면서 한번확인하심될것을 다시 바꿔주시러 가져가시고 천으로 쓱쓱 닦아주시더라고요 다봤어요 EXCLAM 위생도 별로 미스테리여,0,0,0,0,1,1,1,295,"맛, 면, 보쌈"
naver,홍대 육지,12****,1547.0,2026.04.11,1번째 방문,영수증,합정역 20인분 한정메뉴 돈대갈비 먹었는데 존맛탱 직원분들도 너무 친절하고 시그니처 메뉴 일찍와서 꼭 먹어요!!,62,True,,,,합정역 20인분 한정메뉴 돈대갈비 먹었는데 존맛탱 직원분들도 너무 친절하고 시그니처 메뉴 일찍와서 꼭 먹어요!!,합정역 20인분 한정메뉴 돈대갈비 먹었는데 존맛탱 직원분들도 너무 친절하고 시그니처 메뉴 일찍와서 꼭 먹어요 EXCLAM,0,0,0,0,1,0,1,62,"맛, 메뉴"
naver,보끔당 성수점,메출출,32.0,2026.05.02,1번째 방문,영수증,회사 근처있어서 몇번 왔었는데 오늘은 친구랑 왔어요!! 맛있고 좋아요!!,40,False,,,,회사 근처있어서 몇번 왔었는데 오늘은 친구랑 왔어요!! 맛있고 좋아요!!,회사 근처있어서 몇번 왔었는데 오늘은 친구랑 왔어요 EXCLAM 맛있고 좋아요 EXCLAM,0,0,0,0,1,0,0,40,"맛, 맛있"
naver,소문난성수감자탕,david7064,83.0,2025.12.06,1번째 방문,영수증,여기는 갈 때마다 정신이 없고 손님을 물건으로 보는 느낌임 . 아줌마들은 친절했으나 고기가 살이 하나도 없고 다. 뼈뿐임 1만3000원짜리 특을 시켰는데도 뼈가 4ㅡ 5개가 왔는데도 살이 하나도 없었음 그리고 일반적인 등뼈 해장국이 아니고 이상한 내장 같은 부위가 있어서 약간 곱창 맛이 나는데 역겨웠음 다신 안가고 싶음 배가 부르지도 않고 기분 나쁘게 배가 부름.,204,False,,,,여기는 갈 때마다 정신이 없고 손님을 물건으로 보는 느낌임 . 아줌마들은 친절했으나 고기가 살이 하나도 없고 다. 뼈뿐임 1만3000원짜리 특을 시켰는데도 뼈가 4ㅡ 5개가 왔는데도 살이 하나도 없었음 그리고 일반적인 등뼈 해장국이 아니고 이상한 내장 같은 부위가 있어서 약간 곱창 맛이 나는데 역겨웠음 다신 안가고 싶음 배가 부르지도 않고 기분 나쁘게 배가 부름.,여기는 갈 때마다 정신이 없고 손님을 물건으로 보는 느낌임 아줌마들은 친절했으나 고기가 살이 하나도 없고 다 뼈뿐임 1만3000원짜리 특을 시켰는데도 뼈가 4 5개가 왔는데도 살이 하나도 없었음 그리고 일반적인 등뼈 해장국이 아니고 이상한 내장 같은 부위가 있어서 약간 곱창 맛이 나는데 역겨웠음 다신 안가고 싶음 배가 부르지도 않고 기분 나쁘게 배가 부름,0,0,0,0,0,0,1,204,"맛, 간, 고기, 짜"
naver,훼미리손칼국수보쌈,궁금한 먹깨비,727.0,2025.08.07,1번째 방문,영수증,보쌈 칼국수 세트 가성비로 넘 좋아용 ㅎㅎ 15000원의 행복!! 수육 완전 야들야들하니 부드럽고 특히 무김치 맛나용!! 배추도 신선해서 좋았어요 갈수록 사람이 많아져서 아쉽지만 보쌈완전 추천입니댜,110,True,,,,보쌈 칼국수 세트 가성비로 넘 좋아용 ㅎㅎ 15000원의 행복!! 수육 완전 야들야들하니 부드럽고 특히 무김치 맛나용!! 배추도 신선해서 좋았어요 갈수록 사람이 많아져서 아쉽지만 보쌈완전 추천입니댜,보쌈 칼국수 세트 가성비로 넘 좋아용 15000원의 행복 EXCLAM 수육 완전 야들야들하니 부드럽고 특히 무김치 맛나용 EXCLAM 배추도 신선해서 좋았어요 갈수록 사람이 많아져서 아쉽지만 보쌈완전 추천입니댜,0,0,0,0,1,0,1,110,"맛, 김치, 보쌈"
naver,능동미나리 성수지점,먹죽귀,3560.0,2025.12.01,1번째 방문,영수증,성동구 성수역 근처에 위치한 능동미나리 성수점 다녀왔어요 예전에 용산에서 먹으려다 실패한 후 육회 비빔밥이 유명한 곳이라 기대하며 방문했습니다 주문한 메뉴는 능동육회비빔밥과 신메뉴인 능동육전 한 접시 음식은 빠르게 서빙되어 비주얼부터 푸짐했어요 능동육회비빔밥은 신선한 육회가 넉넉히 올라가 있어 잡내 없이 달큼하고 고소한 풍미가 살아 있었고 미나리 향이 은은하게 더해져 전체적인 조화가 좋았습니다 밥과 비벼 먹으면 육회의 촉촉함과 야채의 아삭함이 잘 어우러져 먹는 내내 질리지 않고 편안하게 즐길 수 있었어요 신메뉴인 능동육전은 한 입 크기로 잘라져 나와 먹기 편했고 고기의 부드러움과 달걀옷의 고소함이 겉은 바삭하면서 속은 촉촉하게 잘 살았습니다 웨이팅만 길지 않으면 다시 방문하고 싶은 곳이었습니다,392,True,,,,성동구 성수역 근처에 위치한 능동미나리 성수점 다녀왔어요 예전에 용산에서 먹으려다 실패한 후 육회 비빔밥이 유명한 곳이라 기대하며 방문했습니다 주문한 메뉴는 능동육회비빔밥과 신메뉴인 능동육전 한 접시 음식은 빠르게 서빙되어 비주얼부터 푸짐했어요 능동육회비빔밥은 신선한 육회가 넉넉히 올라가 있어 잡내 없이 달큼하고 고소한 풍미가 살아 있었고 미나리 향이 은은하게 더해져 전체적인 조화가 좋았습니다 밥과 비벼 먹으면 육회의 촉촉함과 야채의 아삭함이 잘 어우러져 먹는 내내 질리지 않고 편안하게 즐길 수 있었어요 신메뉴인 능동육전은 한 입 크기로 잘라져 나와 먹기 편했고 고기의 부드러움과 달걀옷의 고소함이 겉은 바삭하면서 속은 촉촉하게 잘 살았습니다 웨이팅만 길지 않으면 다시 방문하고 싶은 곳이었습니다,성동구 성수역 근처에 위치한 능동미나리 성수점 다녀왔어요 예전에 용산에서 먹으려다 실패한 후 육회 비빔밥이 유명한 곳이라 기대하며 방문했습니다 주문한 메뉴는 능동육회비빔밥과 신메뉴인 능동육전 한 접시 음식은 빠르게 서빙되어 비주얼부터 푸짐했어요 능동육회비빔밥은 신선한 육회가 넉넉히 올라가 있어 잡내 없이 달큼하고 고소한 풍미가 살아 있었고 미나리 향이 은은하게 더해져 전체적인 조화가 좋았습니다 밥과 비벼 먹으면 육회의 촉촉함과 야채의 아삭함이 잘 어우러져 먹는 내내 질리지 않고 편안하게 즐길 수 있었어요 신메뉴인 능동육전은 한 입 크기로 잘라져 나와 먹기 편했고 고기의 부드러움과 달걀옷의 고소함이 겉은 바삭하면서 속은 촉촉하게 잘 살았습니다 웨이팅만 길지 않으면 다시 방문하고 싶은 곳이었습니다,0,0,0,0,0,0,0,392,"메뉴, 음식, 고기, 면, 밥, 잡내"
naver,황금콩밭,toopassaway,732.0,2025.05.11,1번째 방문,영수증,맛있었어요! 두부가 깔끔하고 담백한 맛이었어요,25,True,,,,맛있었어요! 두부가 깔끔하고 담백한 맛이었어요,맛있었어요 EXCLAM 두부가 깔끔하고 담백한 맛이었어요,0,0,0,0,1,0,0,25,"맛, 맛있"
kakao,보끔당 성수점,김지원,1.0,2025-01-20,,,맛있어요 👀,6,False,5.0,5.0,브론즈 레벨,맛있어요 👀,맛있어요,0,0,0,0,0,0,0,6,"맛, 맛있"
kakao,이태리국시 성수,맛탐러,1.0,2026-04-29,,,대창 파스타도 너무 맛있고 바지락도 최고였어요!!,27,True,5.0,5.0,브론즈 레벨,대창 파스타도 너무 맛있고 바지락도 최고였어요!!,대창 파스타도 너무 맛있고 바지락도 최고였어요 EXCLAM,0,0,0,0,1,0,0,27,"맛, 맛있, 파스타"
kakao,금금,sulsulsultv,475.0,2025-02-09,,,마제소바를 살짝 한식으로 . 잡내없는 차슈 . 적당한 감칠맛 . 오일리하다 ㅡ 백김치? 는 너무 심심 . 마늘쫑의 쓰고 쌉싸름함과 달고 신 양념이 입가심 .,87,False,4.0,3.3,골드 레벨,마제소바를 살짝 한식으로 . 잡내없는 차슈 . 적당한 감칠맛 . 오일리하다 ㅡ 백김치? 는 너무 심심 . 마늘쫑의 쓰고 쌉싸름함과 달고 신 양념이 입가심 .,마제소바를 살짝 한식으로 잡내없는 차슈 적당한 감칠맛 오일리하다 백김치 QUESTION 는 너무 심심 마늘쫑의 쓰고 쌉싸름함과 달고 신 양념이 입가심,0,0,0,0,0,1,0,87,"맛, 양, 김치, 잡내"
naver,원조 조박집 본관,프로필설정어려워요,1089.0,2025.04.24,1번째 방문,영수증,조박집 진짜 엄청 맛있어요... 자주 갈래요,24,True,,,,조박집 진짜 엄청 맛있어요... 자주 갈래요,조박집 진짜 엄청 맛있어요 자주 갈래요,0,0,0,0,0,0,0,24,"맛, 맛있, 짜"
naver,소문난성수감자탕,비비빅89,2.0,2026.01.04,1번째 방문,예약,"웬만해선 자의로 리뷰 안 남기고, 리뷰이벤트 경우만 남기는데 여기는 진짜 글을 쓰게 만듦 일단 음식 먹으러 가서 기가빨린 것도 처음이고, 도대체가 음식을 팔아서 먹으라는건지 밥을 먹는 와중에 중국어로 계속 침튀겨가며 말하는 직원분들 때문에 밥맛이 너무 떨어졌음. 최악임 진짜 뭐 바이럴 돼서 장사 잘 되는 것도 알고, 다들 바쁜 것도 아는데 그냥 너무 더러웠음. 손님 응대하는 것부터 자기들 아쉬울 거 없으니 뭐 알아서 하시라 식의 말투도 그냥 바쁘니까 그러려니 했으나, 음식 먹고 있는데 침튀겨가며 특유의 중국어 써 가면서 다른 주문 받으면 밥 먹는 나는 뭐가 됨? 적어도 마스크 정도는 쓰던가 그렇다고 맛있냐? 그것도 아님. 진지하게 조마루감자탕 압승임 걍 먹다가 진짜 침 몇번 튀겨갖고 더러워서 나왔음ㅋㅋ",397,False,,,,"웬만해선 자의로 리뷰 안 남기고, 리뷰이벤트 경우만 남기는데 여기는 진짜 글을 쓰게 만듦 일단 음식 먹으러 가서 기가빨린 것도 처음이고, 도대체가 음식을 팔아서 먹으라는건지 밥을 먹는 와중에 중국어로 계속 침튀겨가며 말하는 직원분들 때문에 밥맛이 너무 떨어졌음. 최악임 진짜 뭐 바이럴 돼서 장사 잘 되는 것도 알고, 다들 바쁜 것도 아는데 그냥 너무 더러웠음. 손님 응대하는 것부터 자기들 아쉬울 거 없으니 뭐 알아서 하시라 식의 말투도 그냥 바쁘니까 그러려니 했으나, 음식 먹고 있는데 침튀겨가며 특유의 중국어 써 가면서 다른 주문 받으면 밥 먹는 나는 뭐가 됨? 적어도 마스크 정도는 쓰던가 그렇다고 맛있냐? 그것도 아님. 진지하게 조마루감자탕 압승임 걍 먹다가 진짜 침 몇번 튀겨갖고 더러워서 나왔음ㅋㅋ",웬만해선 자의로 리뷰 안 남기고 리뷰이벤트 경우만 남기는데 여기는 진짜 글을 쓰게 만듦 일단 음식 먹으러 가서 기가빨린 것도 처음이고 도대체가 음식을 팔아서 먹으라는건지 밥을 먹는 와중에 중국어로 계속 침튀겨가며 말하는 직원분들 때문에 밥맛이 너무 떨어졌음 최악임 진짜 뭐 바이럴 돼서 장사 잘 되는 것도 알고 다들 바쁜 것도 아는데 그냥 너무 더러웠음 손님 응대하는 것부터 자기들 아쉬울 거 없으니 뭐 알아서 하시라 식의 말투도 그냥 바쁘니까 그러려니 했으나 음식 먹고 있는데 침튀겨가며 특유의 중국어 써 가면서 다른 주문 받으면 밥 먹는 나는 뭐가 됨 QUESTION 적어도 마스크 정도는 쓰던가 그렇다고 맛있냐 QUESTION 그것도 아님 진지하게 조마루감자탕 압승임 걍 먹다가 진짜 침 몇번 튀겨갖고 더러워서 나왔음,0,0,0,0,0,1,0,397,"맛, 맛있, 음식, 면, 밥, 감자탕, 짜"
naver,일등식당,백수인,1607.0,2025.05.25,2번째 방문,영수증,"해장으로 뭘 먹을까 고민했습니다. 여의도 원해장국 무교동 북어국집 둘 중에 하나 가려다가 급 선회해서 4일 만에 다시 일등 식당 방문해 봅니다. 맛없다고 후기 남기는 분 계시던데 아마 그분들은 성수 감자탕이나 한남동 감자탕 좋아하실 거예요 용산 일미 감자탕(본점 추천) 좋아하시는 분이라면 그 대체제로 망원동 일등 식당 또한 좋아하실 듯 일요일 아침 오픈 시간 8시 30분에 도착했는데 제 앞에 20명 정도 있었어요 집에 가려다가 그냥 40분 기다려서 특 사이즈로 주문. ""맛있습니다"" 당분간 사람들 붐빌 걸로 예상되니 시간 좀 지나면 방문해 보세요",307,True,,,,"해장으로 뭘 먹을까 고민했습니다. 여의도 원해장국 무교동 북어국집 둘 중에 하나 가려다가 급 선회해서 4일 만에 다시 일등 식당 방문해 봅니다. 맛없다고 후기 남기는 분 계시던데 아마 그분들은 성수 감자탕이나 한남동 감자탕 좋아하실 거예요 용산 일미 감자탕(본점 추천) 좋아하시는 분이라면 그 대체제로 망원동 일등 식당 또한 좋아하실 듯 일요일 아침 오픈 시간 8시 30분에 도착했는데 제 앞에 20명 정도 있었어요 집에 가려다가 그냥 40분 기다려서 특 사이즈로 주문. ""맛있습니다"" 당분간 사람들 붐빌 걸로 예상되니 시간 좀 지나면 방문해 보세요",해장으로 뭘 먹을까 고민했습니다 여의도 원해장국 무교동 북어국집 둘 중에 하나 가려다가 급 선회해서 4일 만에 다시 일등 식당 방문해 봅니다 맛없다고 후기 남기는 분 계시던데 아마 그분들은 성수 감자탕이나 한남동 감자탕 좋아하실 거예요 용산 일미 감자탕 본점 추천 좋아하시는 분이라면 그 대체제로 망원동 일등 식당 또한 좋아하실 듯 일요일 아침 오픈 시간 8시 30분에 도착했는데 제 앞에 20명 정도 있었어요 집에 가려다가 그냥 40분 기다려서 특 사이즈로 주문 맛있습니다 당분간 사람들 붐빌 걸로 예상되니 시간 좀 지나면 방문해 보세요,0,0,0,0,0,0,1,307,"맛, 맛있, 맛없, 간, 면, 감자탕"
kakao,훼미리손칼국수보쌈,버팔로,1.0,2025-05-28,,,"불친절의 끝, 남은 테이블이 많으나 밖에서 대기하라고 반말, 너무 단 김치 무말랭이, 진짜 맛대가리 없는 칼국수, 한대 근처에서 6년 살면서 더욱 맛이 없어지고 더 불친절해지는 집, 외국인 손님 많아진걸로 버티는 집, 다시는 안갈 집.",131,True,1.0,1.0,브론즈 레벨,"불친절의 끝, 남은 테이블이 많으나 밖에서 대기하라고 반말, 너무 단 김치 무말랭이, 진짜 맛대가리 없는 칼국수, 한대 근처에서 6년 살면서 더욱 맛이 없어지고 더 불친절해지는 집, 외국인 손님 많아진걸로 버티는 집, 다시는 안갈 집.",불친절의 끝 남은 테이블이 많으나 밖에서 대기하라고 반말 너무 단 김치 무말랭이 진짜 맛대가리 없는 칼국수 한대 근처에서 6년 살면서 더욱 맛이 없어지고 더 불친절해지는 집 외국인 손님 많아진걸로 버티는 집 다시는 안갈 집,0,0,0,0,0,0,1,131,"맛, 면, 김치, 짜"
naver,뼈탄집 성수역점,아이즈원2,122.0,2026.03.13,1번째 방문,영수증,회사 근처라 회식하러 종종 가는데 만족스럽고 좋아요. 고기 맛있고 괜찮아서 좋습니다. 담소 나누기도 좋고 성수역에서 가까워서 걸어가기 좋아요.,79,True,,,,회사 근처라 회식하러 종종 가는데 만족스럽고 좋아요. 고기 맛있고 괜찮아서 좋습니다. 담소 나누기도 좋고 성수역에서 가까워서 걸어가기 좋아요.,회사 근처라 회식하러 종종 가는데 만족스럽고 좋아요 고기 맛있고 괜찮아서 좋습니다 담소 나누기도 좋고 성수역에서 가까워서 걸어가기 좋아요,0,0,0,0,0,0,0,79,"맛, 맛있, 고기"
kakao,굴다리식당,jp,78.0,2025-09-19,,,신김치로 제대로 만든 김치찌개 맛있다 제육은 살덩이가 너무 크고 퍽퍽해서 2-3점이지만 김치찌개가 맛있었다. 밑반찬도 굿,67,True,5.0,3.3,실버 레벨,신김치로 제대로 만든 김치찌개 맛있다 제육은 살덩이가 너무 크고 퍽퍽해서 2-3점이지만 김치찌개가 맛있었다. 밑반찬도 굿,신김치로 제대로 만든 김치찌개 맛있다 제육은 살덩이가 너무 크고 퍽퍽해서 2 3점이지만 김치찌개가 맛있었다 밑반찬도 굿,0,0,0,0,0,0,1,67,"맛, 맛있, 반찬, 김치"
naver,금금 성수점,밋넝,25.0,2026.03.21,1번째 방문,영수증,친구가 맛있다고해서 들기름국수 먹으러왔고 향이 좋습니다. 굿.,34,True,,,,친구가 맛있다고해서 들기름국수 먹으러왔고 향이 좋습니다. 굿.,친구가 맛있다고해서 들기름국수 먹으러왔고 향이 좋습니다 굿,0,0,0,0,0,0,0,34,"맛, 맛있"
naver,쭌곱창,soms0m,11.0,2025.12.19,1번째 방문,영수증,곱창 냄새 안나고 신선해서 맛있어요!!! 마요김치 주먹밥 넘 맛있어서 또먹고싶어요 ㅠㅠ 데이트날 오기 좋은것같아요 굽는 곱창 아니라 냄새도 덜 배서 좋었어요~~,89,True,,,,곱창 냄새 안나고 신선해서 맛있어요!!! 마요김치 주먹밥 넘 맛있어서 또먹고싶어요 ㅠㅠ 데이트날 오기 좋은것같아요 굽는 곱창 아니라 냄새도 덜 배서 좋었어요~~,곱창 냄새 안나고 신선해서 맛있어요 EXCLAM 마요김치 주먹밥 넘 맛있어서 또먹고싶어요 데이트날 오기 좋은것같아요 굽는 곱창 아니라 냄새도 덜 배서 좋었어요 TILDE,0,0,0,1,1,0,0,89,"맛, 맛있, 밥, 김치"
kakao,육산장 홍대본점,Fnenod,2.0,2025-09-06,,,야장분위기가 너무 좋아요! 홍대 한가운데 있는게 믿기지않네요 ㅎㅎ 좌석도 널찍하고 고기도 맛있어요 !!,57,True,5.0,5.0,브론즈 레벨,야장분위기가 너무 좋아요! 홍대 한가운데 있는게 믿기지않네요 ㅎㅎ 좌석도 널찍하고 고기도 맛있어요 !!,야장분위기가 너무 좋아요 EXCLAM 홍대 한가운데 있는게 믿기지않네요 좌석도 널찍하고 고기도 맛있어요 EXCLAM,0,0,0,0,1,0,0,57,"맛, 맛있, 고기"
kakao,육산장 홍대본점,정직남,61.0,2025-05-05,,,고기 퀄리티 미쳤고 분위기는 더 미쳤고!! 직원 분들도 친절하시고 맛있어요 ^^ 육산장 두번오세요 세번오세요~~,62,False,5.0,2.6,실버 레벨,고기 퀄리티 미쳤고 분위기는 더 미쳤고!! 직원 분들도 친절하시고 맛있어요 ^^ 육산장 두번오세요 세번오세요~~,고기 퀄리티 미쳤고 분위기는 더 미쳤고 EXCLAM 직원 분들도 친절하시고 맛있어요 육산장 두번오세요 세번오세요 TILDE,0,0,0,0,1,0,0,62,"맛, 맛있, 고기"
naver,이태리국시 성수,아이두28,9.0,2026.05.01,1번째 방문,영수증,"성수 데이트로 가기 좋은 곳이에요. 분위기 은은하고 조용해서 대화하기 편했고, 음식도 한식 느낌 섞인 파스타라 색다르고 맛있었습니다. 전체적으로 부담 없이 분위기+맛 둘 다 챙기기 좋은 느낌입니다!",110,True,,,,"성수 데이트로 가기 좋은 곳이에요. 분위기 은은하고 조용해서 대화하기 편했고, 음식도 한식 느낌 섞인 파스타라 색다르고 맛있었습니다. 전체적으로 부담 없이 분위기+맛 둘 다 챙기기 좋은 느낌입니다!",성수 데이트로 가기 좋은 곳이에요 분위기 은은하고 조용해서 대화하기 편했고 음식도 한식 느낌 섞인 파스타라 색다르고 맛있었습니다 전체적으로 부담 없이 분위기 맛 둘 다 챙기기 좋은 느낌입니다 EXCLAM,0,0,0,0,1,0,0,110,"맛, 맛있, 음식, 파스타"
kakao,옥동식 서교점,bbnolle,10.0,2025-03-22,,,밥이 설익은 냄비밥 먹는거 같아요. 내부가 조용해서 그런지 아무도 맛잇다는말을 안하는데 왜 맛집인지....의문스러워요. 그냥 좀 유명한 아무 국밥집이나 갓어도 이보다는 더 맛있게 먹었을거예요... 맛집이라고 가격도 비싸게 받는데 왜 밥이 이런건지...밥빼고 봐도 굳이 이 가격에 집 앞에 있어도 안갈것같아요.,172,False,1.0,4.2,브론즈 레벨,밥이 설익은 냄비밥 먹는거 같아요. 내부가 조용해서 그런지 아무도 맛잇다는말을 안하는데 왜 맛집인지....의문스러워요. 그냥 좀 유명한 아무 국밥집이나 갓어도 이보다는 더 맛있게 먹었을거예요... 맛집이라고 가격도 비싸게 받는데 왜 밥이 이런건지...밥빼고 봐도 굳이 이 가격에 집 앞에 있어도 안갈것같아요.,밥이 설익은 냄비밥 먹는거 같아요 내부가 조용해서 그런지 아무도 맛잇다는말을 안하는데 왜 맛집인지 의문스러워요 그냥 좀 유명한 아무 국밥집이나 갓어도 이보다는 더 맛있게 먹었을거예요 맛집이라고 가격도 비싸게 받는데 왜 밥이 이런건지 밥빼고 봐도 굳이 이 가격에 집 앞에 있어도 안갈것같아요,0,0,0,0,0,0,0,172,"맛, 맛있, 밥"
naver,성수족발,yim****,1944.0,2025.11.22,3번째 방문,영수증,너무 달아서 금방 물리고 느끼해요,18,True,,,,너무 달아서 금방 물리고 느끼해요,너무 달아서 금방 물리고 느끼해요,0,0,0,0,0,0,0,18,느끼
kakao,소문난성수감자탕,행복,182.0,2025-07-06,,,혼자가면.웨이팅두 없고 좋네요 ㅎ 우거지는 좀 많이짠데 고기가 간이 삼삼해서 좋았어요. 저는 간이 더 덜됐으면좋겠어요~ 직원 아주머니들도.친절하시고 메뉴도.1분만에 나와서 최고입니다. 위생이 그닥이라 4점인데 전 재방문의사.있어요(웨이팅있으면 x),138,False,4.0,3.9,골드 레벨,혼자가면.웨이팅두 없고 좋네요 ㅎ 우거지는 좀 많이짠데 고기가 간이 삼삼해서 좋았어요. 저는 간이 더 덜됐으면좋겠어요~ 직원 아주머니들도.친절하시고 메뉴도.1분만에 나와서 최고입니다. 위생이 그닥이라 4점인데 전 재방문의사.있어요(웨이팅있으면 x),혼자가면 웨이팅두 없고 좋네요 우거지는 좀 많이짠데 고기가 간이 삼삼해서 좋았어요 저는 간이 더 덜됐으면좋겠어요 직원 아주머니들도 친절하시고 메뉴도 1분만에 나와서 최고입니다 위생이 그닥이라 4점인데 전 재방문의사 있어요 웨이팅있으면 x,0,0,0,0,0,0,1,138,"메뉴, 간, 고기, 면"
naver,옥동식,WON0,1235.0,2025.12.30,1번째 방문,영수증,많은 기다림 끝에 먹었는데... 최고의 돼지국밥이었습니다.,32,True,,,,많은 기다림 끝에 먹었는데... 최고의 돼지국밥이었습니다.,많은 기다림 끝에 먹었는데 최고의 돼지국밥이었습니다,0,0,0,0,0,0,0,32,밥
kakao,을밀대 본점,먹보짱,31.0,2025-08-09,,,우래옥이 영업을 안해서 을밀대로! 우래옥과는 다른 매력으로 맛있었당 👍🏻 직원분들 친절하셨어용! 줄이 길었는데 웨이팅 하는 곳에 냉방시설도 설치해놓으시고 줄도 금방 빠져서 힘들게 오래 기다리지 않았어요!,113,True,5.0,5.0,실버 레벨,우래옥이 영업을 안해서 을밀대로! 우래옥과는 다른 매력으로 맛있었당 👍🏻 직원분들 친절하셨어용! 줄이 길었는데 웨이팅 하는 곳에 냉방시설도 설치해놓으시고 줄도 금방 빠져서 힘들게 오래 기다리지 않았어요!,우래옥이 영업을 안해서 을밀대로 EXCLAM 우래옥과는 다른 매력으로 맛있었당 EMO_POS 직원분들 친절하셨어용 EXCLAM 줄이 길었는데 웨이팅 하는 곳에 냉방시설도 설치해놓으시고 줄도 금방 빠져서 힘들게 오래 기다리지 않았어요 EXCLAM,1,0,0,0,1,0,0,113,"맛, 맛있"
naver,락희옥 마포본점,히두우웅,13.0,2025.08.03,1번째 방문,영수증,신라스테이 묵어서 근처 맛집 찾다가 간 곳이었는데 맛있었어요!!! 은은하게 멍게향 올라오면서 현미밥에 비벼먹으면 존맛탱이에여:),71,True,,,,신라스테이 묵어서 근처 맛집 찾다가 간 곳이었는데 맛있었어요!!! 은은하게 멍게향 올라오면서 현미밥에 비벼먹으면 존맛탱이에여:),신라스테이 묵어서 근처 맛집 찾다가 간 곳이었는데 맛있었어요 EXCLAM 은은하게 멍게향 올라오면서 현미밥에 비벼먹으면 존맛탱이에여,0,0,0,0,1,0,0,71,"맛, 맛있, 간, 면, 밥"
kakao,을밀대 본점,토깽🐰💕,67.0,2026-03-15,,,슴슴하기만할 줄 알았는데 오히려 육수가 간이 세고 감칠맛이 좋았습니다 ! 녹두전이 인간적으로 너무 작더라구요.. 근데 녹두전시키면 나오는 김치도 좀 입에 맞지는 않았어요,94,False,4.0,4.1,골드 레벨,슴슴하기만할 줄 알았는데 오히려 육수가 간이 세고 감칠맛이 좋았습니다 ! 녹두전이 인간적으로 너무 작더라구요.. 근데 녹두전시키면 나오는 김치도 좀 입에 맞지는 않았어요,슴슴하기만할 줄 알았는데 오히려 육수가 간이 세고 감칠맛이 좋았습니다 EXCLAM 녹두전이 인간적으로 너무 작더라구요 근데 녹두전시키면 나오는 김치도 좀 입에 맞지는 않았어요,0,0,0,0,1,0,0,94,"맛, 간, 면, 김치"
naver,조선시대,hyo****,3.0,2026.04.09,1번째 방문,영수증,진짜 맛있는 술집이네요 술집안주는 거기서 거기라는게 여기와서 생각이 달라졌어요 거의 닭발은 닭발 전문집급 고추튀김은 튀김 전문집급이네요 집에서 여러가지 맛집음식 시켜서 먹는 느낌?? 너무 만족했습니다,111,True,,,,진짜 맛있는 술집이네요 술집안주는 거기서 거기라는게 여기와서 생각이 달라졌어요 거의 닭발은 닭발 전문집급 고추튀김은 튀김 전문집급이네요 집에서 여러가지 맛집음식 시켜서 먹는 느낌?? 너무 만족했습니다,진짜 맛있는 술집이네요 술집안주는 거기서 거기라는게 여기와서 생각이 달라졌어요 거의 닭발은 닭발 전문집급 고추튀김은 튀김 전문집급이네요 집에서 여러가지 맛집음식 시켜서 먹는 느낌 QUESTION 너무 만족했습니다,0,0,0,0,0,1,0,111,"맛, 맛있, 음식, 튀김, 짜"
