platform,review_count,avg_food_score,avg_price_score,avg_service_score,avg_atmosphere_score,avg_general_score,avg_total_score,positive_ratio,neutral_ratio,negative_ratio
kakao,1482,1.1423751686909582,0.006747638326585695,0.0796221322537112,0.13090418353576247,0.6167341430499326,1.97638326585695,0.6707152496626181,0.09581646423751687,0.23346828609986506
naver,2786,1.7519741564967695,0.08506819813352477,0.21105527638190955,0.1927494615936827,1.2027997128499641,3.4436468054558507,0.8528356066044508,0.0624551328068916,0.08470926058865758
