platform,review_count,avg_food_score,avg_price_score,avg_service_score,avg_atmosphere_score,avg_general_score,avg_total_score,avg_sentiment_star,avg_rating,avg_diff_abs,positive_ratio,neutral_ratio,negative_ratio
kakao,1482,0.6720647773279352,-0.020917678812415654,0.018893387314439947,0.10931174089068826,0.22739541160593793,1.0067476383265856,3.541842105263158,3.8049932523616734,0.8338933873144398,0.5182186234817814,0.14912280701754385,0.33265856950067474
naver,2786,1.1701363962670495,0.054558506819813356,0.15254845656855706,0.15506101938262742,0.7832017229002154,2.315506101938263,4.005617372577172,,4.005617372577172,0.7017229002153625,0.14357501794687724,0.15470208183776024
