platform,review_count,avg_food_score,avg_price_score,avg_service_score,avg_atmosphere_score,avg_general_score,avg_total_score,positive_ratio,neutral_ratio,negative_ratio
kakao,2706,0.9563932002956393,0.012934220251293422,0.08906134515890614,0.16666666666666666,0.5240206947524021,1.7490761271249076,0.6925351071692535,0.14745011086474502,0.16001478196600147
naver,4082,1.4478196962273395,0.07839294463498285,0.1798138167564919,0.17809897109260167,0.9764821166095051,2.860607545320921,0.8373346398824106,0.09799118079372857,0.06467417932386085
