platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100,clean_text,tokens,tokens_pos,token_count,food_score,food_matched_words,food_label,price_score,price_matched_words,price_label,service_score,service_matched_words,service_label,atmosphere_score,atmosphere_matched_words,atmosphere_label,general_score,general_matched_words,general_label,category_total_score,category_total_label,sentiment_star,rating,diff_abs
kakao,능동미나리 성수점,봉밥이,98,2025-07-28,,,너무 평범하고... 미나리 시장에선 엄청 싼데 심지어 국밥에 들어간 미나리는 천원어치 사면 여러개 만들 수 있을 듯... 미쉐린은 어케 받는거죵... 만오천원 너무 비싸요 둘다 거기서 거기지만 육회비빔밥이 더 나음,119,0,2,3.4,골드 레벨,9.1,1,high,1,2,has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_50:+0.7,0,1,6,0,0,0,2,0,3,0,0,0,0,0,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,너무 평범하고 미나리 시장에선 엄청 싼데 심지어 국밥에 들어간 미나리는 천원어치 사면 여러개 만들 수 있을 듯 미쉐린은 어케 받는거죵 만오천원 너무 비싸요 둘다 거기서 거기지만 육회비빔밥이 더 나음,너무 평범하다 미나리 시장 엄청 싸다 심지어 국밥 들어가다 미나리 천원 어치 사면 만들다 미쉐린 어떻다 받다 만오천원 너무 비싸다 두다 거기 거기 육회 비빔밥 나다,너무/Adverb 평범하다/Adjective 미나리/Noun 시장/Noun 엄청/Adverb 싸다/Verb 심지어/Noun 국밥/Noun 들어가다/Verb 미나리/Noun 천원/Noun 어치/Noun 사면/Noun 만들다/Verb 미쉐린/Noun 어떻다/Adjective 받다/Verb 만오천원/Noun 너무/Adverb 비싸다/Adjective 두다/Verb 거기/Noun 거기/Noun 육회/Noun 비빔밥/Noun 나다/Verb,26,0,,neutral,-1,너무 비싸다:-2[token] 싸다:1[token],negative,0,,neutral,0,,neutral,-1,평범하다:-1[token],negative,-2,negative,1.4,2,0.6
kakao,능동미나리 성수점,행복,182,2025-07-27,,,가격 ★★★★☆ 무난 맛 ★★★★★ 분위기 ★★★★☆ 그냥 일반 국밥집 식당 친절함 ★★★★★ 여긴. 하루도 빠짐없이 웨이팅 있는데 회전률.빨라서 쉽게 들어가요~ 미슐랭 식당이라 실패할 수 없는 맛입니다^^ 재방문의사 100%,126,0,5,3.9,골드 레벨,18.1,1,high,1,5,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0,1,6,2,4,0,0,2,0,0,0,0,1,2,1,1,4,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,가격 무난 맛 분위기 그냥 일반 국밥집 식당 친절함 여긴 하루도 빠짐없이 웨이팅 있는데 회전률 빨라서 쉽게 들어가요 미슐랭 식당이라 실패할 수 없는 맛입니다 재방문의사 100,가격 무난 분위기 그냥 일반 국밥집 식당 친절하다 여기다 하루 빠지다 없이 웨이 회전 쉬다 들어가다 미슐랭 식당 실패하다 이다 방문 의사,가격/Noun 무난/Noun 분위기/Noun 그냥/Noun 일반/Noun 국밥집/Noun 식당/Noun 친절하다/Adjective 여기다/Verb 하루/Noun 빠지다/Verb 없이/Adverb 웨이/Noun 회전/Noun 쉬다/Verb 들어가다/Verb 미슐랭/Noun 식당/Noun 실패하다/Adjective 이다/Adjective 방문/Noun 의사/Noun,22,0,,neutral,0,,neutral,1,친절하다:1[token],positive,0,,neutral,-1,실패하다:-1[token],negative,0,neutral,2.2,5,2.8
kakao,능동미나리 성수점,이현제,185,2025-07-22,,,올해 먹은 한식 중 손에 꼽게 맛있네요 음식이 간편하면서도 깔끔해요 그리고 직원 분들 엄청 친절하십니다!,58,1,5,4.9,골드 레벨,7.3,1,high,1,5,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,2,2,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,올해 먹은 한식 중 손에 꼽게 맛있네요 음식이 간편하면서도 깔끔해요 그리고 직원 분들 엄청 친절하십니다,올해 먹다 한식 맛있다 음식 간편하다 깔끔하다 직원 엄청 친절하다,올해/Noun 먹다/Verb 한식/Noun 맛있다/Adjective 음식/Noun 간편하다/Adjective 깔끔하다/Adjective 직원/Noun 엄청/Adverb 친절하다/Adjective,10,1,맛있다:1[token],positive,0,,neutral,2,엄청 친절하다:2[token],positive,0,,neutral,2,간편하다:1[token] 깔끔하다:1[token],positive,5,positive,4.2,5,0.8
kakao,능동미나리 성수점,앤쮸,881,2025-07-22,,,"능동 육회 비빔밥,차돌 모둠곰탕, 능동 육전 반접시,꼬리수육 주문했습니다. 몇번 더 방문했는데 근본메뉴는 육회비빔밥이 최고네요. 푸짐한미나리에 달짝하니 꼬소한향이 풍기는 간장소스가 정말맛도리에요 육회비빔밥 주문하면 작은 그릇에 곰탕국물을 주셔서 곰탕보다 육회비빔밥 드시는거 추천드려요 계속 주문한음식들이 누락되었어요 육전은 20분이 지나도록 나오지 않아서 취소했습니다. 맛집이라 외국인 손님이 많았어요. 소꼬리찜은 부드러운 소꼬리 고기에 푸짐한미나리만 있었는데 아래에 국물은 꼬리육수와 참기름이 섞여 고소한 기름물에 가까웠어요. 찍어먹는소스와도 어울리지도 않고 별로였어요. 모둠공탕은 밥이 말아져서 나왔는데 국물이 슴슴했고 싱싱한 미나리 향이 잘느껴져서 좋았어요",370,1,5,3.4,퍼플 레벨,19.500000000000004,1,high,1,5,experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,4,11,19,2,1,1,1,0,0,7,4,0,6,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,능동 육회 비빔밥 차돌 모둠곰탕 능동 육전 반접시 꼬리수육 주문했습니다 몇번 더 방문했는데 근본메뉴는 육회비빔밥이 최고네요 푸짐한미나리에 달짝하니 꼬소한향이 풍기는 간장소스가 정말맛도리에요 육회비빔밥 주문하면 작은 그릇에 곰탕국물을 주셔서 곰탕보다 육회비빔밥 드시는거 추천드려요 계속 주문한음식들이 누락되었어요 육전은 20분이 지나도록 나오지 않아서 취소했습니다 맛집이라 외국인 손님이 많았어요 소꼬리찜은 부드러운 소꼬리 고기에 푸짐한미나리만 있었는데 아래에 국물은 꼬리육수와 참기름이 섞여 고소한 기름물에 가까웠어요 찍어먹는소스와도 어울리지도 않고 별로였어요 모둠공탕은 밥이 말아져서 나왔는데 국물이 슴슴했고 싱싱한 미나리 향이 잘느껴져서 좋았어요,능동 육회 비빔밥 차돌 두다 곰탕 능동 육전 접시 꼬리 수육 주문 몇번 방문 메뉴 육회 비빔밥 최고 푸다 미나리 달짝 꼬소한향 풍기다 간장 소스 정말 도리 육회 비빔밥 주문 작다 그릇 곰탕 국물 주다 곰탕 육회 비빔밥 들다 추천 드리다 계속 음식 누락 되어다 육전 지나다 나오다 않다 취소 맛집 외국인 손님 많다 꼬리 부드럽다 꼬리 고기 푸다 미나리 아래 국물 꼬리 육수 참기름 섞이다 고소하다 기름 가깝다 찍다 먹다 소스 어울리다 않다 별로 이다 두다 말다 나오다 국물 슴슴했 싱싱하다 미나리 느껴지다 좋다,능동/Noun 육회/Noun 비빔밥/Noun 차돌/Noun 두다/Verb 곰탕/Noun 능동/Noun 육전/Noun 접시/Noun 꼬리/Noun 수육/Noun 주문/Noun 몇번/Noun 방문/Noun 메뉴/Noun 육회/Noun 비빔밥/Noun 최고/Noun 푸다/Verb 미나리/Noun 달짝/Noun 꼬소한향/Noun 풍기다/Verb 간장/Noun 소스/Noun 정말/Noun 도리/Noun 육회/Noun 비빔밥/Noun 주문/Noun 작다/Adjective 그릇/Noun 곰탕/Noun 국물/Noun 주다/Verb 곰탕/Noun 육회/Noun 비빔밥/Noun 들다/Verb 추천/Noun 드리다/Verb 계속/Noun 음식/Noun 누락/Noun 되어다/Verb 육전/Noun 지나다/Verb 나오다/Verb 않다/Verb 취소/Noun 맛집/Noun 외국인/Noun 손님/Noun 많다/Adjective 꼬리/Noun 부드럽다/Adjective 꼬리/Noun 고기/Noun 푸다/Verb 미나리/Noun 아래/Noun 국물/Noun 꼬리/Noun 육수/Noun 참기름/Noun 섞이다/Verb 고소하다/Adjective 기름/Noun 가깝다/Adjective 찍다/Verb 먹다/Verb 소스/Noun 어울리다/Verb 않다/Verb 별로/Noun 이다/Verb 두다/Verb 말다/Verb 나오다/Verb 국물/Noun 슴슴했/Noun 싱싱하다/Adjective 미나리/Noun 느껴지다/Verb 좋다/Adjective,85,4,맛집:1[token] 부드럽다:1[token] 고소하다:1[token] 싱싱하다:1[token],positive,1,푸다:1[token],positive,0,,neutral,0,,neutral,4,추천 드리다:1[token] 별로 이다:-1[token] 최고:1[token] 꼬소한향:1[token] 어울리다:1[token] 좋다:1[token],positive,9,positive,5,5,0
kakao,능동미나리 성수점,졸린감자,278,2025-07-21,,,"웨이팅 하는데 뒤에분이 여긴 육전 꼭먹어야한대서 시킴. 반접시라 딱 좋음! 맛있어요! 곰탕은 진짜 보약먹는 느낌이고, 육비는 같이간 친구가 신선하고 맛있대요! 미나리랑 어울리는 소스들이 맛있었습니다. 육비소스도요! 가까우면 다음에 또 가고 싶어요",137,1,5,4.1,골드 레벨,18.1,1,high,1,5,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,4,5,1,3,0,0,2,0,1,1,0,1,2,2,0,7,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,웨이팅 하는데 뒤에분이 여긴 육전 꼭먹어야한대서 시킴 반접시라 딱 좋음 맛있어요 곰탕은 진짜 보약먹는 느낌이고 육비는 같이간 친구가 신선하고 맛있대요 미나리랑 어울리는 소스들이 맛있었습니다 육비소스도요 가까우면 다음에 또 가고 싶어요,웨이 여기다 육전 먹다 대서 시킴 접시 좋다 맛있다 곰탕 진짜 보약 먹다 느낌 같다 이간 친구 신선하다 맛있다 대요 미나리 어울리다 소스 맛있다 소스 가깝다 다음 가다 싶다,웨이/Noun 여기다/Verb 육전/Noun 먹다/Verb 대서/Noun 시킴/Noun 접시/Noun 좋다/Adjective 맛있다/Adjective 곰탕/Noun 진짜/Noun 보약/Noun 먹다/Verb 느낌/Noun 같다/Adjective 이간/Noun 친구/Noun 신선하다/Adjective 맛있다/Adjective 대요/Noun 미나리/Noun 어울리다/Verb 소스/Noun 맛있다/Adjective 소스/Noun 가깝다/Adjective 다음/Noun 가다/Verb 싶다/Verb,29,3,신선하다 맛있다:1[token] 소스 맛있다:1[token] 맛있다:1[token],positive,0,,neutral,0,,neutral,0,,neutral,2,좋다:1[token] 어울리다:1[token],positive,5,positive,4.2,5,0.8
kakao,능동미나리 성수점,후랏차차,172,2025-07-11,,,갈 때 마다 웨이팅이 ㄹㅈㄷ인데 기다리다보면 또 금방 빠짐. 일행이 모두 와야 입장 가능함. 육회비빔밥 양념이 간장 양념이라 그런가 외국 관광객도 많이 찾음. 어쨋든 맛있어서 계속 찾게됨~~,106,0,5,4.5,골드 레벨,18.5,1,high,1,5,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0,1,6,7,1,0,0,1,0,0,1,3,1,2,1,0,4,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,갈 때 마다 웨이팅이 인데 기다리다보면 또 금방 빠짐 일행이 모두 와야 입장 가능함 육회비빔밥 양념이 간장 양념이라 그런가 외국 관광객도 많이 찾음 어쨋든 맛있어서 계속 찾게됨,갈다 마다 웨이팅 기다리다 보다 금방 빠지다 일행 모두 오다 입장 가능하다 육회 비빔밥 양념 간장 양념 런가 외국 관광객 많이 찾다 어쨋 맛있다 계속 찾다,갈다/Verb 마다/Noun 웨이팅/Noun 기다리다/Verb 보다/Verb 금방/Noun 빠지다/Verb 일행/Noun 모두/Noun 오다/Verb 입장/Noun 가능하다/Adjective 육회/Noun 비빔밥/Noun 양념/Noun 간장/Noun 양념/Noun 런가/Noun 외국/Noun 관광객/Noun 많이/Adverb 찾다/Verb 어쨋/Noun 맛있다/Adjective 계속/Noun 찾다/Verb,26,1,맛있다:1[token],positive,0,,neutral,0,,neutral,0,,neutral,0,,neutral,1,positive,2.6,5,2.4
kakao,능동미나리 성수점,명탐정,90,2025-07-06,,,가격은 안평범 하지만 맛은 평범 그 자체 카운터에 장갑 끼고 계산하는 여직원은 자기 손 더러워진다고 장갑 낀건지 손님 폰엔 음식물 잔득 묻혀놓고 하...,85,0,2,3.2,골드 레벨,9,1,high,1,2,experience_context:+1.0 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_50:+0.7,0,2,0,1,0,0,3,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,가격은 안평범 하지만 맛은 평범 그 자체 카운터에 장갑 끼고 계산하는 여직원은 자기 손 더러워진다고 장갑 낀건지 손님 폰엔 음식물 잔득 묻혀놓고 하,가격 평범 평범 자체 카운터 장갑 계산 여직원 자기 더러워지다 장갑 끼다 건지다 손님 음식물 잔득 묻히다,가격/Noun 평범/Noun 평범/Noun 자체/Noun 카운터/Noun 장갑/Noun 계산/Noun 여직원/Noun 자기/Noun 더러워지다/Verb 장갑/Noun 끼다/Verb 건지다/Verb 손님/Noun 음식물/Noun 잔득/Noun 묻히다/Verb,17,0,,neutral,0,,neutral,0,,neutral,0,,neutral,0,,neutral,0,neutral,2.2,2,0.2
kakao,능동미나리 성수점,垠,16,2025-07-01,,,기본찬으로 주는 참기름무침도 맛있었고 석박지도 아삭새콤하니 맛잏었어요 간 전체적으로 잘 맞춤 웨이팅 없으면.. 곰탕 먹으러 또 갈텐데,74,1,4,4.9,실버 레벨,15.5,1,high,1,4,temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | photo_without_enough_detail:-0.2,1,1,1,1,0,0,1,0,0,2,1,1,0,1,0,2,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,기본찬으로 주는 참기름무침도 맛있었고 석박지도 아삭새콤하니 맛잏었어요 간 전체적으로 잘 맞춤 웨이팅 없으면 곰탕 먹으러 또 갈텐데,주다 참기름 무치다 맛있다 박지 맛잏었어 전체 자다 맞춤 웨이 곰탕 먹다 갈다,주다/Verb 참기름/Noun 무치다/Verb 맛있다/Adjective 박지/Noun 맛잏었어/Noun 전체/Noun 자다/Verb 맞춤/Noun 웨이/Noun 곰탕/Noun 먹다/Verb 갈다/Verb,13,2,맛있다:1[token] 맛잏었어:1[token],positive,0,,neutral,0,,neutral,0,,neutral,0,,neutral,2,positive,3,4,1
kakao,능동미나리 성수점,앙,474,2025-06-21,,,달달허이 맛잇는대요???? 육비 곰탕 둘다 굿 막걸리는 그냥 페트로 된거 주전자에 따라줌 근데 역시 성수 줘홀래 비쌈,65,1,5,3.4,골드 레벨,10.1,1,high,1,5,menu_without_experience_detail:-1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | account_review_count_over_100:+1.0 | photo_without_enough_detail:-0.2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,달달허이 맛잇는대요 육비 곰탕 둘다 굿 막걸리는 그냥 페트로 된거 주전자에 따라줌 근데 역시 성수 줘홀래 비쌈,달달 허다 잇다 곰탕 두다 막걸리 그냥 페트 된거 주전자 따르다 근데 역시 성수 주다 비싸다,달달/Noun 허다/Verb 잇다/Verb 곰탕/Noun 두다/Verb 막걸리/Noun 그냥/Noun 페트/Noun 된거/Noun 주전자/Noun 따르다/Verb 근데/Adverb 역시/Noun 성수/Noun 주다/Verb 비싸다/Adjective,16,0,,neutral,-1,비싸다:-1[token],negative,0,,neutral,0,,neutral,0,,neutral,-1,negative,1.8,5,3.2
kakao,능동미나리 성수점,😋,91,2025-06-12,,,대기줄이 있지만 평일은 그냥 괜찮은거 같아요 ㅎㅎ 엄청 강추하는 정도는 아니지만 그래도 맛있어서 종종 갈 거 같아요,64,1,4,3.2,골드 레벨,12.4,1,high,1,4,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_not_rich:+0 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,2,3,0,2,0,0,1,0,1,0,0,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,대기줄이 있지만 평일은 그냥 괜찮은거 같아요 ㅎㅎ 엄청 강추하는 정도는 아니지만 그래도 맛있어서 종종 갈 거 같아요,대다 평일 그냥 괜찮다 같다 엄청 추하다 정도 아니다 그래도 맛있다 종종 갈다 같다,대다/Verb 평일/Noun 그냥/Noun 괜찮다/Adjective 같다/Adjective 엄청/Adverb 추하다/Adjective 정도/Noun 아니다/Adjective 그래도/Adverb 맛있다/Adjective 종종/Noun 갈다/Verb 같다/Adjective,14,1,맛있다:1[token],positive,0,,neutral,0,,neutral,0,,neutral,1,그냥 괜찮다:1[token],positive,2,positive,3,4,1
kakao,능동미나리 성수점,깐깐하니,63,2025-06-06,,,휴일낮에 갔는데 10명정도 웨이팅있었지만 회전율이 빨라서 금방들어갔고 육회비빔밥이 간장양념이라서 걱정을 했는데 후기가 좋았던거처럼 진짜 너어어어무 맛있네요,86,1,5,2.9,실버 레벨,17.099999999999998,1,high,1,5,has_menu:+0.3 | has_quality_detail:+0.6 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_50:+0.7 | has_photo_with_detail:+0.2,2,7,5,2,1,0,2,0,1,1,2,2,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,휴일낮에 갔는데 10명정도 웨이팅있었지만 회전율이 빨라서 금방들어갔고 육회비빔밥이 간장양념이라서 걱정을 했는데 후기가 좋았던거처럼 진짜 너어어어무 맛있네요,휴일 가다 명정 웨이 회전 금방 들어가다 육회 비빔밥 간장 양념 걱정 후기 좋다 진짜 어어 맛있다,휴일/Noun 가다/Verb 명정/Noun 웨이/Noun 회전/Noun 금방/Noun 들어가다/Verb 육회/Noun 비빔밥/Noun 간장/Noun 양념/Noun 걱정/Noun 후기/Noun 좋다/Adjective 진짜/Noun 어어/Noun 맛있다/Adjective,17,1,맛있다:1[token],positive,0,,neutral,0,,neutral,0,,neutral,0,걱정:-1[token] 좋다:1[token],neutral,1,positive,2.6,5,2.4
kakao,능동미나리 성수점,뿌쀼,49,2025-06-01,,,웨이팅 있어도 기다리세요! 매장 넓어서 회전율 짱빠름!!! 금욜 저녁6:20분쯤 방문 했는데 10분도 안되어서 들어갔어요~~~ 진심 육회비빔밥이 다른곳이랑 맛이 다르면서 맛있고 육전도 강추!!! 진짜 또 올듯,116,1,5,4.5,실버 레벨,17.5,1,high,1,5,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,3,2,4,4,2,0,2,0,2,0,0,2,4,1,0,5,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,웨이팅 있어도 기다리세요 매장 넓어서 회전율 짱빠름 금욜 저녁6 20분쯤 방문 했는데 10분도 안되어서 들어갔어요 진심 육회비빔밥이 다른곳이랑 맛이 다르면서 맛있고 육전도 강추 진짜 또 올듯,웨이 기다리다 매장 넓다 회전 빠르다 금욜 저녁 방문 안되다 들어가다 진심 육회 비빔밥 다르다 맛있다 육전 강추 진짜 오다,웨이/Noun 기다리다/Verb 매장/Noun 넓다/Adjective 회전/Noun 빠르다/Adjective 금욜/Noun 저녁/Noun 방문/Noun 안되다/Adjective 들어가다/Verb 진심/Noun 육회/Noun 비빔밥/Noun 다르다/Adjective 맛있다/Adjective 육전/Noun 강추/Noun 진짜/Noun 오다/Verb,20,1,맛있다:1[token],positive,0,,neutral,0,,neutral,1,매장 넓다:1[token],positive,1,빠르다:1[token] 안되다:-1[token] 강추:1[token],positive,3,positive,3.4,5,1.6
