식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무,store,group,account_id,account_review_count,visit_date,visit_count_raw,verification,has_photo_raw,review_text,rating,account_avg_rating,has_photo,visit_count,clean_review,review_length,clean_length,length_under_10,length_under_30,length_over_30,length_over_60,food_detail_count,has_food_detail,strong_food_detail_review,menu_count,has_menu,rich_menu_review,experience_count,has_experience,strong_experience_review,context_count,has_context,has_any_number,number_detail_count,has_number_detail,generic_praise_count,has_generic_praise,intensifier_count,intensifier_over_3,exclamation_count,exclamation_over_3,sns_event_count,has_sns_event,mixed_sentiment,trendy_revisit_count,has_trendy_revisit_phrase,account_review_count_is_1,account_review_count_under_5,account_review_count_over_10,account_review_count_over_50,first_visit,revisit,menu_and_food_detail,short_generic_review,ultra_short_praise,generic_without_detail,menu_only_praise,experience_rich_review,high_specificity_review,rich_context_review,low_information_review,event_like_short_praise,event_like_sns_or_service,event_like_low_info_first_visit
태양곱창 성수점,em****,64,2025.10.18,1번째 방문,영수증,"진짜 오랜만에 곱창전골 먹었어융 지나가다가 줄이 길어서 보니 맛집이어서 바로 리스트작성하구 기다렸어요 ,,?? 웨이팅은 길지만,, 웨이팅을 기다릴만큼 맛있씁니당 ????",91,True,태양곱창,event,em****,64,2025.10.18,1번째 방문,영수증,,"진짜 오랜만에 곱창전골 먹었어융 지나가다가 줄이 길어서 보니 맛집이어서 바로 리스트작성하구 기다렸어요 ,,?? 웨이팅은 길지만,, 웨이팅을 기다릴만큼 맛있씁니당 ????",,,0,1,진짜 오랜만에 곱창전골 먹었어융 지나가다가 줄이 길어서 보니 맛집이어서 바로 리스트작성하구 기다렸어요 웨이팅은 길지만 웨이팅을 기다릴만큼 맛있씁니당,94,82,0,0,1,1,0,0,0,3,1,1,2,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,Xmaz,7,2026.05.05,1번째 방문,영수증,너무 맛있어용~~ ????,12,True,태양곱창,event,Xmaz,7,2026.05.05,1번째 방문,영수증,,너무 맛있어용~~ ????,,,0,1,너무 맛있어용,14,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,트래비스시훈,11,2025.10.25,1번째 방문,영수증,양도많고 가성비도 좋아요!!!!,17,True,태양곱창,event,트래비스시훈,11,2025.10.25,1번째 방문,영수증,,양도많고 가성비도 좋아요!!!!,,,0,1,양도많고 가성비도 좋아요,17,13,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,iny****,18,2025.10.12,1번째 방문,영수증,먹은 야곱중에 베스트에요!!! 계란볶음밥도 완전 별미네요.. 성수올때마다 방문할게요????,48,True,태양곱창,event,iny****,18,2025.10.12,1번째 방문,영수증,,먹은 야곱중에 베스트에요!!! 계란볶음밥도 완전 별미네요.. 성수올때마다 방문할게요????,,,0,1,먹은 야곱중에 베스트에요 계란볶음밥도 완전 별미네요 성수올때마다 방문할게요,50,41,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,nanannaanana,7,2026.02.24,1번째 방문,영수증,맛있게 먹었습니다!!,11,True,태양곱창,event,nanannaanana,7,2026.02.24,1번째 방문,영수증,,맛있게 먹었습니다!!,,,0,1,맛있게 먹었습니다,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,Moia,37,2025.08.15,1번째 방문,영수증,줄이 많아서 궁금했는데 넘넘 맛있어요!!! 얼큰하고 개운하고 맛있게 잘 먹었습니다,45,True,태양곱창,event,Moia,37,2025.08.15,1번째 방문,영수증,,줄이 많아서 궁금했는데 넘넘 맛있어요!!! 얼큰하고 개운하고 맛있게 잘 먹었습니다,,,0,1,줄이 많아서 궁금했는데 넘넘 맛있어요 얼큰하고 개운하고 맛있게 잘 먹었습니다,45,42,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,박상규67,29,2026.04.18,1번째 방문,영수증,"너무너무,,,맛있어여 진짜로 곱창인생을 새로쓸 수있는 식당입미다",35,True,태양곱창,event,박상규67,29,2026.04.18,1번째 방문,영수증,,"너무너무,,,맛있어여 진짜로 곱창인생을 새로쓸 수있는 식당입미다",,,0,1,너무너무 맛있어여 진짜로 곱창인생을 새로쓸 수있는 식당입미다,35,33,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
태양곱창 성수점,yumhee,178,2026.01.31,1번째 방문,영수증,"가족들이랑 서울 여행와서 들렸는데 부모님, 동생 모두 맛있게 잘먹었습니다! 너무 만족해요!! 다음에도 재방문 할 것 같네요 ㅎㅎ 양도 넉넉해서 여럿이 오는 거 강퓨해요",93,True,태양곱창,event,yumhee,178,2026.01.31,1번째 방문,영수증,,"가족들이랑 서울 여행와서 들렸는데 부모님, 동생 모두 맛있게 잘먹었습니다! 너무 만족해요!! 다음에도 재방문 할 것 같네요 ㅎㅎ 양도 넉넉해서 여럿이 오는 거 강퓨해요",,,0,1,가족들이랑 서울 여행와서 들렸는데 부모님 동생 모두 맛있게 잘먹었습니다 너무 만족해요 다음에도 재방문 할 것 같네요 양도 넉넉해서 여럿이 오는 거 강퓨해요,93,86,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,3,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,김세은9491,33,2025.09.19,1번째 방문,영수증,비오는날에 조금일찍갔더니 바로 들어가서 너무좋아요!! 얼큰하고 최고ㅠㅠㅠ,40,True,태양곱창,event,김세은9491,33,2025.09.19,1번째 방문,영수증,,비오는날에 조금일찍갔더니 바로 들어가서 너무좋아요!! 얼큰하고 최고ㅠㅠㅠ,,,0,1,비오는날에 조금일찍갔더니 바로 들어가서 너무좋아요 얼큰하고 최고,40,35,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,햄버겅ㅇ,6,2026.05.04,1번째 방문,영수증,직원분들 너무 친절하시고 양도 많고 맛있어요!,25,True,태양곱창,event,햄버겅ㅇ,6,2026.05.04,1번째 방문,영수증,,직원분들 너무 친절하시고 양도 많고 맛있어요!,,,0,1,직원분들 너무 친절하시고 양도 많고 맛있어요,25,24,0,1,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,냥앤멍43,9,2025.10.02,1번째 방문,영수증,야곱이 진짜 양 많고 마라곱창은 마라상궈 느낌인데 곱창이랑 진;짜; 잘 어울려요 개발한분 천재만재 맥주 꼭 드셔야만해,65,True,태양곱창,event,냥앤멍43,9,2025.10.02,1번째 방문,영수증,,야곱이 진짜 양 많고 마라곱창은 마라상궈 느낌인데 곱창이랑 진;짜; 잘 어울려요 개발한분 천재만재 맥주 꼭 드셔야만해,,,0,1,야곱이 진짜 양 많고 마라곱창은 마라상궈 느낌인데 곱창이랑 진 짜 잘 어울려요 개발한분 천재만재 맥주 꼭 드셔야만해,65,64,0,0,1,1,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
태양곱창 성수점,treasure,132,2026.02.07,1번째 방문,영수증,추워서 따끈한 게 먹고싶어 고른 곱창전골 ㅠㅜ 칼칼하고 맛있어요!!! 양도 많아용 다음에는 술한잔 하고싶네요~~,62,True,태양곱창,event,treasure,132,2026.02.07,1번째 방문,영수증,,추워서 따끈한 게 먹고싶어 고른 곱창전골 ㅠㅜ 칼칼하고 맛있어요!!! 양도 많아용 다음에는 술한잔 하고싶네요~~,,,0,1,추워서 따끈한 게 먹고싶어 고른 곱창전골 칼칼하고 맛있어요 양도 많아용 다음에는 술한잔 하고싶네요,62,54,0,0,1,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
태양곱창 성수점,sunnnnnyy,41,2026.04.05,1번째 방문,영수증,리뷰가 너무 좋아서 왔어요!! 양도 엄청 많고 너무 맛있게 배부르게 먹고 갑니다!!! 다음애 또 방문할게요????,61,True,태양곱창,event,sunnnnnyy,41,2026.04.05,1번째 방문,영수증,,리뷰가 너무 좋아서 왔어요!! 양도 엄청 많고 너무 맛있게 배부르게 먹고 갑니다!!! 다음애 또 방문할게요????,,,0,1,리뷰가 너무 좋아서 왔어요 양도 엄청 많고 너무 맛있게 배부르게 먹고 갑니다 다음애 또 방문할게요,63,54,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,rla****,42,2026.01.17,1번째 방문,영수증,곱창국밥도 막창구이도 완전 맛있어요 만족 대만족!! 다들 엄청 친절하십니다~!,43,True,태양곱창,event,rla****,42,2026.01.17,1번째 방문,영수증,,곱창국밥도 막창구이도 완전 맛있어요 만족 대만족!! 다들 엄청 친절하십니다~!,,,0,1,곱창국밥도 막창구이도 완전 맛있어요 만족 대만족 다들 엄청 친절하십니다,43,39,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,2,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,ㅈㅈㅈㅈ,22,2026.02.21,1번째 방문,영수증,운 좋게 줄안서고 입장했어요 너무 맛있고 다음에 또 재방문 의사 있어용??,40,True,태양곱창,event,ㅈㅈㅈㅈ,22,2026.02.21,1번째 방문,영수증,,운 좋게 줄안서고 입장했어요 너무 맛있고 다음에 또 재방문 의사 있어용??,,,0,1,운 좋게 줄안서고 입장했어요 너무 맛있고 다음에 또 재방문 의사 있어용,41,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
태양곱창 성수점,꽁뭉치,1134,2025.11.13,1번째 방문,영수증,저번에 곱창전골에 이어 야채곱창도 너무 맛있어요!! 곱창먹을때 소스 중요하게 생각하는데 소스도 너무 맛있어요 ㅎㅎ 치즈추가보다 콘치즈 하나 시켜서 같이드시는거 추천드려용!!??,97,True,태양곱창,event,꽁뭉치,1134,2025.11.13,1번째 방문,영수증,,저번에 곱창전골에 이어 야채곱창도 너무 맛있어요!! 곱창먹을때 소스 중요하게 생각하는데 소스도 너무 맛있어요 ㅎㅎ 치즈추가보다 콘치즈 하나 시켜서 같이드시는거 추천드려용!!??,,,0,1,저번에 곱창전골에 이어 야채곱창도 너무 맛있어요 곱창먹을때 소스 중요하게 생각하는데 소스도 너무 맛있어요 치즈추가보다 콘치즈 하나 시켜서 같이드시는거 추천드려용,98,89,0,0,1,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,3,1,2,0,4,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
태양곱창 성수점,쪼이뽀이,62,2026.02.23,1번째 방문,영수증,"성수 팝업 때문에 놀러올 때마다 먹어보고 싶었는데,, 알곱창ㅇ전골이나 국밥은 먹어본 적 없어서 첨으로 도전! 엄청 빨갛고 매워보이는데 생각보다 별루 안 맵고 먹을만함 잡내 때문에 생강?? 넣엇나본데 생강 씹혀서 ?? 한 번쯤은 도전해볼만함,,",134,True,태양곱창,event,쪼이뽀이,62,2026.02.23,1번째 방문,영수증,,"성수 팝업 때문에 놀러올 때마다 먹어보고 싶었는데,, 알곱창ㅇ전골이나 국밥은 먹어본 적 없어서 첨으로 도전! 엄청 빨갛고 매워보이는데 생각보다 별루 안 맵고 먹을만함 잡내 때문에 생강?? 넣엇나본데 생강 씹혀서 ?? 한 번쯤은 도전해볼만함,,",,,0,1,성수 팝업 때문에 놀러올 때마다 먹어보고 싶었는데 알곱창 전골이나 국밥은 먹어본 적 없어서 첨으로 도전 엄청 빨갛고 매워보이는데 생각보다 별루 안 맵고 먹을만함 잡내 때문에 생강 넣엇나본데 생강 씹혀서 한 번쯤은 도전해볼만함,135,125,0,0,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
태양곱창 성수점,jiy****,6,2025.12.08,1번째 방문,영수증,성수 놀러왔다가 점심 머먹을까하다 들린 태양곱창!! 양도 많고 맛있어요!! 게다가 친절하셔서 잘 먹고 갑니다??,61,True,태양곱창,event,jiy****,6,2025.12.08,1번째 방문,영수증,,성수 놀러왔다가 점심 머먹을까하다 들린 태양곱창!! 양도 많고 맛있어요!! 게다가 친절하셔서 잘 먹고 갑니다??,,,0,1,성수 놀러왔다가 점심 머먹을까하다 들린 태양곱창 양도 많고 맛있어요 게다가 친절하셔서 잘 먹고 갑니다,62,56,0,0,1,1,2,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
태양곱창 성수점,먕먕먕세,36,2026.01.25,1번째 방문,영수증,곱창전골 마싯어요 !!! 추천합미됴,19,True,태양곱창,event,먕먕먕세,36,2026.01.25,1번째 방문,영수증,,곱창전골 마싯어요 !!! 추천합미됴,,,0,1,곱창전골 마싯어요 추천합미됴,19,15,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
태양곱창 성수점,gpfus505,99,2025.10.19,1번째 방문,영수증,곱창양도 많고 칼칼해서 좋네요! 술안주로 굳 ㅎㅎ,27,True,태양곱창,event,gpfus505,99,2025.10.19,1번째 방문,영수증,,곱창양도 많고 칼칼해서 좋네요! 술안주로 굳 ㅎㅎ,,,0,1,곱창양도 많고 칼칼해서 좋네요 술안주로 굳,27,23,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
쭌곱창,and****,9,2025.08.08,1번째 방문,영수증,너무너무 맛있습니다!!,12,True,쭌곱창,normal,and****,9,2025.08.08,1번째 방문,영수증,,너무너무 맛있습니다!!,,,0,1,너무너무 맛있습니다,12,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
쭌곱창,cho****,22,2025.11.15,2번째 방문,영수증,저번에 먹고 너무 맛있었어서 또 방문했어요! 사장님도 너무 친절하시고 맛도 친절하세요.. 진짜??,54,True,쭌곱창,normal,cho****,22,2025.11.15,2번째 방문,영수증,,저번에 먹고 너무 맛있었어서 또 방문했어요! 사장님도 너무 친절하시고 맛도 친절하세요.. 진짜??,,,0,2,저번에 먹고 너무 맛있었어서 또 방문했어요 사장님도 너무 친절하시고 맛도 친절하세요 진짜,54,49,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,3,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
쭌곱창,뽀송뽀쏭,2,2025.07.01,1번째 방문,영수증,계란이 있는 곱창볶음은 처음 먹어봐요! 소스가 다양한 것도 좋구 리뷰이벤트도 좋아염 ㅎㅎㅎㅎ,51,True,쭌곱창,normal,뽀송뽀쏭,2,2025.07.01,1번째 방문,영수증,,계란이 있는 곱창볶음은 처음 먹어봐요! 소스가 다양한 것도 좋구 리뷰이벤트도 좋아염 ㅎㅎㅎㅎ,,,0,1,계란이 있는 곱창볶음은 처음 먹어봐요 소스가 다양한 것도 좋구 리뷰이벤트도 좋아염,51,45,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
쭌곱창,신채원4271,1,2025.12.26,1번째 방문,영수증,홍대 올 때마다 꼭 먹고 갑니다 너무너무 맛있어요 친구가 추천해줘서 왔는데 너무 맛있어서 감동먹었어요,56,True,쭌곱창,normal,신채원4271,1,2025.12.26,1번째 방문,영수증,,홍대 올 때마다 꼭 먹고 갑니다 너무너무 맛있어요 친구가 추천해줘서 왔는데 너무 맛있어서 감동먹었어요,,,0,1,홍대 올 때마다 꼭 먹고 갑니다 너무너무 맛있어요 친구가 추천해줘서 왔는데 너무 맛있어서 감동먹었어요,56,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
쭌곱창,cha****,14,2025.06.27,1번째 방문,영수증,사장님이 너무 친절하시고 좋으시고 음식도 너무 맛있게 잘먹었습니다 다음에 또 올게요!,47,True,쭌곱창,normal,cha****,14,2025.06.27,1번째 방문,영수증,,사장님이 너무 친절하시고 좋으시고 음식도 너무 맛있게 잘먹었습니다 다음에 또 올게요!,,,0,1,사장님이 너무 친절하시고 좋으시고 음식도 너무 맛있게 잘먹었습니다 다음에 또 올게요,47,46,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
쭌곱창,Hye80,11,2025.04.04,1번째 방문,영수증,잡내도 하나도 안나고 양념도 정말 맛있어요! 사장님이 맛잘알이신거같아요... 소스도 다양하고 특별한 곁들임도 있어용 이것도 진짜 신기한데 의외로 너무너무 맛나니까 궁금한 분은 꼭 직접 드시러 와보시길??,112,True,쭌곱창,normal,Hye80,11,2025.04.04,1번째 방문,영수증,,잡내도 하나도 안나고 양념도 정말 맛있어요! 사장님이 맛잘알이신거같아요... 소스도 다양하고 특별한 곁들임도 있어용 이것도 진짜 신기한데 의외로 너무너무 맛나니까 궁금한 분은 꼭 직접 드시러 와보시길??,,,0,1,잡내도 하나도 안나고 양념도 정말 맛있어요 사장님이 맛잘알이신거같아요 소스도 다양하고 특별한 곁들임도 있어용 이것도 진짜 신기한데 의외로 너무너무 맛나니까 궁금한 분은 꼭 직접 드시러 와보시길,113,107,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
쭌곱창,ryan090311,24,2025.10.01,1번째 방문,영수증,맛있어요,4,True,쭌곱창,normal,ryan090311,24,2025.10.01,1번째 방문,영수증,,맛있어요,,,0,1,맛있어요,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1
쭌곱창,From B52,50,2026.01.31,2번째 방문,예약,계속 생각나서 또 먹으러 왔어요!!!!! 맵긴 한데 진짜 맛있어요... 사장님이 알려주시는 조합대로도 먹고 소스가 종류가 다양해서 먹는 재미가 있어요!,84,True,쭌곱창,normal,From B52,50,2026.01.31,2번째 방문,예약,,계속 생각나서 또 먹으러 왔어요!!!!! 맵긴 한데 진짜 맛있어요... 사장님이 알려주시는 조합대로도 먹고 소스가 종류가 다양해서 먹는 재미가 있어요!,,,0,2,계속 생각나서 또 먹으러 왔어요 맵긴 한데 진짜 맛있어요 사장님이 알려주시는 조합대로도 먹고 소스가 종류가 다양해서 먹는 재미가 있어요,84,75,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
쭌곱창,b1a****,19,2025.07.04,1번째 방문,영수증,너무 친절하고 너무 맛있어요!! 평점 보고 방문햇는데 이유가 있네요!! 잘 먹고 갑니당 ??,50,True,쭌곱창,normal,b1a****,19,2025.07.04,1번째 방문,영수증,,너무 친절하고 너무 맛있어요!! 평점 보고 방문햇는데 이유가 있네요!! 잘 먹고 갑니당 ??,,,0,1,너무 친절하고 너무 맛있어요 평점 보고 방문햇는데 이유가 있네요 잘 먹고 갑니당,51,44,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
쭌곱창,lee****,43,2026.01.02,1번째 방문,영수증,잡내없이 매콤한 곱창이에요 쌈싸먹고 계란찜이랑 숙주랑 먹으니까 좋아요,38,True,쭌곱창,normal,lee****,43,2026.01.02,1번째 방문,영수증,,잡내없이 매콤한 곱창이에요 쌈싸먹고 계란찜이랑 숙주랑 먹으니까 좋아요,,,0,1,잡내없이 매콤한 곱창이에요 쌈싸먹고 계란찜이랑 숙주랑 먹으니까 좋아요,38,38,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
쭌곱창,junyeong0,13,2025.11.23,1번째 방문,예약,"저번에 먹고 맛있어서 친구들이랑 왔어요! 닭발이랑 갈비, 곱창 다 시켰는데 맛있어요 완전 소주 안주????????",59,True,쭌곱창,normal,junyeong0,13,2025.11.23,1번째 방문,예약,,"저번에 먹고 맛있어서 친구들이랑 왔어요! 닭발이랑 갈비, 곱창 다 시켰는데 맛있어요 완전 소주 안주????????",,,0,1,저번에 먹고 맛있어서 친구들이랑 왔어요 닭발이랑 갈비 곱창 다 시켰는데 맛있어요 완전 소주 안주,63,53,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
쭌곱창,DOSOME,28,2026.05.02,1번째 방문,영수증,내장 싫어하는 친구가 여기는 꼭 가봐야한다고 강추해서 왔습니다! 세트구성이 참 좋고 음식도 맛있어요. :-),60,True,쭌곱창,normal,DOSOME,28,2026.05.02,1번째 방문,영수증,,내장 싫어하는 친구가 여기는 꼭 가봐야한다고 강추해서 왔습니다! 세트구성이 참 좋고 음식도 맛있어요. :-),,,0,1,내장 싫어하는 친구가 여기는 꼭 가봐야한다고 강추해서 왔습니다 세트구성이 참 좋고 음식도 맛있어요,60,54,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
쭌곱창,행벅28,61,2026.03.06,1번째 방문,영수증,양도 많고 푸짐해서 맛있습니다!!! ??,21,True,쭌곱창,normal,행벅28,61,2026.03.06,1번째 방문,영수증,,양도 많고 푸짐해서 맛있습니다!!! ??,,,0,1,양도 많고 푸짐해서 맛있습니다,22,16,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
쭌곱창,Kartoon,24,2026.04.04,1번째 방문,영수증,맛있고 공간이 아늑해서 지인끼리 시간보내기 좋아요!,28,True,쭌곱창,normal,Kartoon,24,2026.04.04,1번째 방문,영수증,,맛있고 공간이 아늑해서 지인끼리 시간보내기 좋아요!,,,0,1,맛있고 공간이 아늑해서 지인끼리 시간보내기 좋아요,28,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
쭌곱창,nar****,45,2025.05.30,1번째 방문,영수증,"세트 중에 닭발, 곱창 같이 있는게 신박하고 좋았어요! 계란찜도 함께 올라와 있어서 매운 맛이 중화되는 느낌이에요!! 추천합니다????",73,True,쭌곱창,normal,nar****,45,2025.05.30,1번째 방문,영수증,,"세트 중에 닭발, 곱창 같이 있는게 신박하고 좋았어요! 계란찜도 함께 올라와 있어서 매운 맛이 중화되는 느낌이에요!! 추천합니다????",,,0,1,세트 중에 닭발 곱창 같이 있는게 신박하고 좋았어요 계란찜도 함께 올라와 있어서 매운 맛이 중화되는 느낌이에요 추천합니다,75,67,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
쭌곱창,Nuclear41,42,2026.03.14,1번째 방문,영수증,진짜 개맛있어요 특유의 불쇼도 멋있고 최고,23,True,쭌곱창,normal,Nuclear41,42,2026.03.14,1번째 방문,영수증,,진짜 개맛있어요 특유의 불쇼도 멋있고 최고,,,0,1,진짜 개맛있어요 특유의 불쇼도 멋있고 최고,23,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
