식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무,store,group,account_id,account_review_count,visit_date,visit_count_raw,verification,has_photo_raw,review_text,rating,account_avg_rating,has_photo,visit_count,clean_review,review_length,clean_length,length_under_10,length_under_30,length_over_30,length_over_60,food_detail_count,has_food_detail,strong_food_detail_review,menu_count,has_menu,rich_menu_review,experience_count,has_experience,strong_experience_review,context_count,has_context,has_any_number,number_detail_count,has_number_detail,generic_praise_count,has_generic_praise,intensifier_count,intensifier_over_3,exclamation_count,exclamation_over_3,sns_event_count,has_sns_event,mixed_sentiment,trendy_revisit_count,has_trendy_revisit_phrase,account_review_count_is_1,account_review_count_under_5,account_review_count_over_10,account_review_count_over_50,first_visit,revisit,menu_and_food_detail,short_generic_review,ultra_short_praise,generic_without_detail,menu_only_praise,experience_rich_review,high_specificity_review,rich_context_review,low_information_review,event_like_short_praise,event_like_sns_or_service,event_like_low_info_first_visit
태양곱창 성수점,노란 송충이,5,2026.02.07,1번째 방문,영수증,양이 많고 맛있어요 다움 팀부터 바로 대기였어서 운이 좋았어요,34,True,태양곱창,event,노란 송충이,5,2026.02.07,1번째 방문,영수증,,양이 많고 맛있어요 다움 팀부터 바로 대기였어서 운이 좋았어요,,,0,1,양이 많고 맛있어요 다움 팀부터 바로 대기였어서 운이 좋았어요,34,34,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,min****,43,2026.01.11,1번째 방문,영수증,마싯어용??,5,True,태양곱창,event,min****,43,2026.01.11,1번째 방문,영수증,,마싯어용??,,,0,1,마싯어용,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
태양곱창 성수점,유유유4,389,2025.11.09,1번째 방문,영수증,성수 돼지 곱창은 태양 곱창입니다???? 야곱 땡겨서 비로왔어요 여기 콘치즈랑 치즈감자전도 존맛탱입니다 소맥을 부르는 맛이에요... 겨울에는 곱창전골 꼭 먹어줘..??,90,True,태양곱창,event,유유유4,389,2025.11.09,1번째 방문,영수증,,성수 돼지 곱창은 태양 곱창입니다???? 야곱 땡겨서 비로왔어요 여기 콘치즈랑 치즈감자전도 존맛탱입니다 소맥을 부르는 맛이에요... 겨울에는 곱창전골 꼭 먹어줘..??,,,0,1,성수 돼지 곱창은 태양 곱창입니다 야곱 땡겨서 비로왔어요 여기 콘치즈랑 치즈감자전도 존맛탱입니다 소맥을 부르는 맛이에요 겨울에는 곱창전골 꼭 먹어줘,93,82,0,0,1,1,1,1,0,9,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
태양곱창 성수점,jyj51,24,2025.10.03,1번째 방문,영수증,태양곱창 전골 최고네요! ??,15,True,태양곱창,event,jyj51,24,2025.10.03,1번째 방문,영수증,,태양곱창 전골 최고네요! ??,,,0,1,태양곱창 전골 최고네요,16,12,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,성수6330,129,2025.08.31,1번째 방문,영수증,기다리지 않고 바로 입장해서 좋았어요. 가성비 좋고 맛있어요. 저는 약간 짠데 아이들이랑 남편은 맛있다네요. 담에는 다른 메뉴도 시켜보려구요.,79,True,태양곱창,event,성수6330,129,2025.08.31,1번째 방문,영수증,,기다리지 않고 바로 입장해서 좋았어요. 가성비 좋고 맛있어요. 저는 약간 짠데 아이들이랑 남편은 맛있다네요. 담에는 다른 메뉴도 시켜보려구요.,,,0,1,기다리지 않고 바로 입장해서 좋았어요 가성비 좋고 맛있어요 저는 약간 짠데 아이들이랑 남편은 맛있다네요 담에는 다른 메뉴도 시켜보려구요,79,75,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,ㅋㅋㅋㅋ4,48,2025.11.25,1번째 방문,영수증,맛있습니다!,6,True,태양곱창,event,ㅋㅋㅋㅋ4,48,2025.11.25,1번째 방문,영수증,,맛있습니다!,,,0,1,맛있습니다,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1
태양곱창 성수점,혜연62,30,2026.04.13,2번째 방문,영수증,찐.찐.찐 또간집이라 곱창 볶음 먹고 싶으면 여기로만 와요!! 양이 짱 많아서 매번 먹고 포장해가요!,56,True,태양곱창,event,혜연62,30,2026.04.13,2번째 방문,영수증,,찐.찐.찐 또간집이라 곱창 볶음 먹고 싶으면 여기로만 와요!! 양이 짱 많아서 매번 먹고 포장해가요!,,,0,2,찐 찐 찐 또간집이라 곱창 볶음 먹고 싶으면 여기로만 와요 양이 짱 많아서 매번 먹고 포장해가요,56,53,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
태양곱창 성수점,닉네임결정즈웅,86,2025.10.24,1번째 방문,영수증,곱창 양 대박이예요~~~~,14,True,태양곱창,event,닉네임결정즈웅,86,2025.10.24,1번째 방문,영수증,,곱창 양 대박이예요~~~~,,,0,1,곱창 양 대박이예요,14,10,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,송유진58,24,2026.04.26,1번째 방문,영수증,맛있어요!! 너무맛있어요!!,15,True,태양곱창,event,송유진58,24,2026.04.26,1번째 방문,영수증,,맛있어요!! 너무맛있어요!!,,,0,1,맛있어요 너무맛있어요,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,세은3286,9,2026.01.11,1번째 방문,영수증,맛있게 먹었어요 오늘 웨이팅 없이 바로 들어와서 더 좋았습니당 치즈감자전도 추천,44,True,태양곱창,event,세은3286,9,2026.01.11,1번째 방문,영수증,,맛있게 먹었어요 오늘 웨이팅 없이 바로 들어와서 더 좋았습니당 치즈감자전도 추천,,,0,1,맛있게 먹었어요 오늘 웨이팅 없이 바로 들어와서 더 좋았습니당 치즈감자전도 추천,44,44,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,sdk****,72,2026.02.28,1번째 방문,영수증,집사람이 매운게 땡긴다고 해서 왔는데 기본맛도 매콤 합니다 ?? 야채곱창 강추!! 콘치즈 강추!!??,54,True,태양곱창,event,sdk****,72,2026.02.28,1번째 방문,영수증,,집사람이 매운게 땡긴다고 해서 왔는데 기본맛도 매콤 합니다 ?? 야채곱창 강추!! 콘치즈 강추!!??,,,0,1,집사람이 매운게 땡긴다고 해서 왔는데 기본맛도 매콤 합니다 야채곱창 강추 콘치즈 강추,56,47,0,0,1,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
태양곱창 성수점,lc0****,28,2026.04.12,1번째 방문,영수증,잡내 안나고 맛있어요!! 매장도 넓어서 바로 입장해서 맛있게 먹고 가요~~!!,43,True,태양곱창,event,lc0****,28,2026.04.12,1번째 방문,영수증,,잡내 안나고 맛있어요!! 매장도 넓어서 바로 입장해서 맛있게 먹고 가요~~!!,,,0,1,잡내 안나고 맛있어요 매장도 넓어서 바로 입장해서 맛있게 먹고 가요,43,37,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,eeheony,34,2026.03.21,1번째 방문,영수증,야채곱창에 당면추가 너무너무 맛있어요 ㅠㅠ,23,True,태양곱창,event,eeheony,34,2026.03.21,1번째 방문,영수증,,야채곱창에 당면추가 너무너무 맛있어요 ㅠㅠ,,,0,1,야채곱창에 당면추가 너무너무 맛있어요,23,20,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
태양곱창 성수점,하융43,11,2025.12.06,1번째 방문,영수증,음식이 맛있고 직원분들이 친절하세요!!,21,True,태양곱창,event,하융43,11,2025.12.06,1번째 방문,영수증,,음식이 맛있고 직원분들이 친절하세요!!,,,0,1,음식이 맛있고 직원분들이 친절하세요,21,19,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
태양곱창 성수점,chyj1121,33,2026.03.31,1번째 방문,영수증,성수동 와서 딱 눈에 띈 곳이예요. 깨끗하고 음식이 맛있어요^^,35,True,태양곱창,event,chyj1121,33,2026.03.31,1번째 방문,영수증,,성수동 와서 딱 눈에 띈 곳이예요. 깨끗하고 음식이 맛있어요^^,,,0,1,성수동 와서 딱 눈에 띈 곳이예요 깨끗하고 음식이 맛있어요,35,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
태양곱창 성수점,후후8764,30,2026.04.13,1번째 방문,영수증,항상 사람 많아서 못 먹었는데 친구랑 지나가다가 마침 자리 있어서 바로 들어왔어요!!! 잡내도 안 나고 곱창도 부드러워서 친구랑 마싯게 먹었어요 콘치즈도 추천합니도 ??????,95,True,태양곱창,event,후후8764,30,2026.04.13,1번째 방문,영수증,,항상 사람 많아서 못 먹었는데 친구랑 지나가다가 마침 자리 있어서 바로 들어왔어요!!! 잡내도 안 나고 곱창도 부드러워서 친구랑 마싯게 먹었어요 콘치즈도 추천합니도 ??????,,,0,1,항상 사람 많아서 못 먹었는데 친구랑 지나가다가 마침 자리 있어서 바로 들어왔어요 잡내도 안 나고 곱창도 부드러워서 친구랑 마싯게 먹었어요 콘치즈도 추천합니도,98,88,0,0,1,1,2,1,1,2,1,1,1,1,0,2,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
태양곱창 성수점,gun****,31,2025.10.11,1번째 방문,영수증,너무 맛있습니다 다음에 또 방문하겠습니다!!,24,True,태양곱창,event,gun****,31,2025.10.11,1번째 방문,영수증,,너무 맛있습니다 다음에 또 방문하겠습니다!!,,,0,1,너무 맛있습니다 다음에 또 방문하겠습니다,24,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,에듀걸,8,2026.04.04,1번째 방문,영수증,양이 많아요 야채곱창,11,True,태양곱창,event,에듀걸,8,2026.04.04,1번째 방문,영수증,,양이 많아요 야채곱창,,,0,1,양이 많아요 야채곱창,11,11,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,yei****,20,2026.01.03,1번째 방문,영수증,맛있어요!!!!!!,10,True,태양곱창,event,yei****,20,2026.01.03,1번째 방문,영수증,,맛있어요!!!!!!,,,0,1,맛있어요,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,나 으니다,10,2026.03.29,1번째 방문,영수증,맛집 인정 또또간집,10,True,태양곱창,event,나 으니다,10,2026.03.29,1번째 방문,영수증,,맛집 인정 또또간집,,,0,1,맛집 인정 또또간집,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,jhj****,45,2026.02.03,1번째 방문,영수증,오늘 추천 받아서 처음 왔는데 너무 맛있어요ㅜㅜ 전골 소로 시켰는데 양도 엄청 많더라고요! 깻잎이랑 같이 먹으면 더 맛있습니당!,71,True,태양곱창,event,jhj****,45,2026.02.03,1번째 방문,영수증,,오늘 추천 받아서 처음 왔는데 너무 맛있어요ㅜㅜ 전골 소로 시켰는데 양도 엄청 많더라고요! 깻잎이랑 같이 먹으면 더 맛있습니당!,,,0,1,오늘 추천 받아서 처음 왔는데 너무 맛있어요 전골 소로 시켰는데 양도 엄청 많더라고요 깻잎이랑 같이 먹으면 더 맛있습니당,71,67,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
태양곱창 성수점,tae****,67,2026.04.22,1번째 방문,영수증,맛도리 입니다 이동네 사니 지주올게요~,21,True,태양곱창,event,tae****,67,2026.04.22,1번째 방문,영수증,,맛도리 입니다 이동네 사니 지주올게요~,,,0,1,맛도리 입니다 이동네 사니 지주올게요,21,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
태양곱창 성수점,소연7444,31,2025.08.29,1번째 방문,영수증,진짜 너무너무너무 맛있어요 양도 많고 야무지게 잘 먹었숩니당 ????????,38,True,태양곱창,event,소연7444,31,2025.08.29,1번째 방문,영수증,,진짜 너무너무너무 맛있어요 양도 많고 야무지게 잘 먹었숩니당 ????????,,,0,1,진짜 너무너무너무 맛있어요 양도 많고 야무지게 잘 먹었숩니당,42,33,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,qkrdPwns,42,2025.11.21,1번째 방문,영수증,두번째 방문인데 잘먹고갑니다!,16,True,태양곱창,event,qkrdPwns,42,2025.11.21,1번째 방문,영수증,,두번째 방문인데 잘먹고갑니다!,,,0,1,두번째 방문인데 잘먹고갑니다,16,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
태양곱창 성수점,ryeonhui,31,2026.04.10,1번째 방문,영수증,너무 맛있어용,7,True,태양곱창,event,ryeonhui,31,2026.04.10,1번째 방문,영수증,,너무 맛있어용,,,0,1,너무 맛있어용,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1
태양곱창 성수점,한별8869,25,2026.01.23,1번째 방문,영수증,마라곱창먹으러왔는데 벌써 3번째방문이에오 성수점이 최고입니당,33,True,태양곱창,event,한별8869,25,2026.01.23,1번째 방문,영수증,,마라곱창먹으러왔는데 벌써 3번째방문이에오 성수점이 최고입니당,,,0,1,마라곱창먹으러왔는데 벌써 3번째방문이에오 성수점이 최고입니당,33,33,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
태양곱창 성수점,jue****,32,2025.08.18,1번째 방문,영수증,너무 맛있어서 싹싹 긁어먹었어요 ㅋㅋㅋㅋ 5시반에 왔는데더 사람이 바글바글 !! 전골에 곱창이 진~~짜 많이 들었어요 굿굿,68,True,태양곱창,event,jue****,32,2025.08.18,1번째 방문,영수증,,너무 맛있어서 싹싹 긁어먹었어요 ㅋㅋㅋㅋ 5시반에 왔는데더 사람이 바글바글 !! 전골에 곱창이 진~~짜 많이 들었어요 굿굿,,,0,1,너무 맛있어서 싹싹 긁어먹었어요 5시반에 왔는데더 사람이 바글바글 전골에 곱창이 진 짜 많이 들었어요 굿굿,68,59,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,123454648,56,2025.09.24,1번째 방문,영수증,성수 오랜만에 왔는데 진짜 맛있습니다,20,True,태양곱창,event,123454648,56,2025.09.24,1번째 방문,영수증,,성수 오랜만에 왔는데 진짜 맛있습니다,,,0,1,성수 오랜만에 왔는데 진짜 맛있습니다,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1
태양곱창 성수점,you****,15,2025.12.06,1번째 방문,영수증,"곱창전골 너무 맛있어요!! 양도 많고, 잡내도 안남!",29,True,태양곱창,event,you****,15,2025.12.06,1번째 방문,영수증,,"곱창전골 너무 맛있어요!! 양도 많고, 잡내도 안남!",,,0,1,곱창전골 너무 맛있어요 양도 많고 잡내도 안남,29,25,0,1,0,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,슌129,1296,2025.10.15,1번째 방문,영수증,맨날 지나다가 막창러버들끼리 왔는데 역시 맛집인 이유가 있네요 볶음밥 존맛탱인데 앉자마자 시킬수 있는거 개꿀 배고파서 밥부터 드리킹했어요 하나씩 시킬 수 있는것도 좋고 야채곱창 2인분 주신줄 알고 당황해써염ㅋㅋ 양이 많고 기본맛도 매움 맵찔이 당황 하지만 볶음밥과 꿀조합ㅋ 소금구일줄 알았던 막창은 데리야끼 소슨데 넘 취저라 단맵조합으로 배터지게 먹음,196,True,태양곱창,event,슌129,1296,2025.10.15,1번째 방문,영수증,,맨날 지나다가 막창러버들끼리 왔는데 역시 맛집인 이유가 있네요 볶음밥 존맛탱인데 앉자마자 시킬수 있는거 개꿀 배고파서 밥부터 드리킹했어요 하나씩 시킬 수 있는것도 좋고 야채곱창 2인분 주신줄 알고 당황해써염ㅋㅋ 양이 많고 기본맛도 매움 맵찔이 당황 하지만 볶음밥과 꿀조합ㅋ 소금구일줄 알았던 막창은 데리야끼 소슨데 넘 취저라 단맵조합으로 배터지게 먹음,,,0,1,맨날 지나다가 막창러버들끼리 왔는데 역시 맛집인 이유가 있네요 볶음밥 존맛탱인데 앉자마자 시킬수 있는거 개꿀 배고파서 밥부터 드리킹했어요 하나씩 시킬 수 있는것도 좋고 야채곱창 2인분 주신줄 알고 당황해써염 양이 많고 기본맛도 매움 맵찔이 당황 하지만 볶음밥과 꿀조합 소금구일줄 알았던 막창은 데리야끼 소슨데 넘 취저라 단맵조합으로 배터지게 먹음,196,193,0,0,1,1,1,1,0,4,1,1,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
태양곱창 성수점,노츄,331,2026.01.03,1번째 방문,영수증,느끼해졌을 때 얼큰한 곱창전골로 해장했어요!!,25,True,태양곱창,event,노츄,331,2026.01.03,1번째 방문,영수증,,느끼해졌을 때 얼큰한 곱창전골로 해장했어요!!,,,0,1,느끼해졌을 때 얼큰한 곱창전골로 해장했어요,25,23,0,1,0,0,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,단호박3354,15,2026.01.17,1번째 방문,영수증,벌써 n번째 방문! 야채곱창은 여기가 제일 맛있어요??최고????????,35,True,태양곱창,event,단호박3354,15,2026.01.17,1번째 방문,영수증,,벌써 n번째 방문! 야채곱창은 여기가 제일 맛있어요??최고????????,,,0,1,벌써 n번째 방문 야채곱창은 여기가 제일 맛있어요 최고,40,30,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
태양곱창 성수점,sse****,32,2025.11.27,1번째 방문,영수증,양도 많고 맵기도 싹 맛있는 맵기예여 ㅠㅠ 항상 사람 많은 이유를 너무 알겠어요 ??,46,True,태양곱창,event,sse****,32,2025.11.27,1번째 방문,영수증,,양도 많고 맵기도 싹 맛있는 맵기예여 ㅠㅠ 항상 사람 많은 이유를 너무 알겠어요 ??,,,0,1,양도 많고 맵기도 싹 맛있는 맵기예여 항상 사람 많은 이유를 너무 알겠어요,47,41,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,용산구탐험가,10,2026.02.19,1번째 방문,영수증,곱창을 대박적으로 많이주십니다. 서비스 좋은건 덤이에요!! 성수 와서 팝업 다 돌고 저녁으로 태양곱창 오시면 하루 마무리 딱입니다 강추!!,77,True,태양곱창,event,용산구탐험가,10,2026.02.19,1번째 방문,영수증,,곱창을 대박적으로 많이주십니다. 서비스 좋은건 덤이에요!! 성수 와서 팝업 다 돌고 저녁으로 태양곱창 오시면 하루 마무리 딱입니다 강추!!,,,0,1,곱창을 대박적으로 많이주십니다 서비스 좋은건 덤이에요 성수 와서 팝업 다 돌고 저녁으로 태양곱창 오시면 하루 마무리 딱입니다 강추,77,72,0,0,1,1,1,1,0,2,1,1,1,1,0,1,1,0,0,0,1,1,1,0,4,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
태양곱창 성수점,Coddiwonple,61,2025.11.15,1번째 방문,영수증,마라곱창 진짜 자극적인거 땡길 때 추천합니더!! 진짜 맛있오요 근데 조금 짜긴해용,45,True,태양곱창,event,Coddiwonple,61,2025.11.15,1번째 방문,영수증,,마라곱창 진짜 자극적인거 땡길 때 추천합니더!! 진짜 맛있오요 근데 조금 짜긴해용,,,0,1,마라곱창 진짜 자극적인거 땡길 때 추천합니더 진짜 맛있오요 근데 조금 짜긴해용,45,43,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
태양곱창 성수점,godttl8789,1114,2025.08.22,3번째 방문,영수증,맛있어여~~!!???????? 성수동 맛집 인정입니다!!????????,33,True,태양곱창,event,godttl8789,1114,2025.08.22,3번째 방문,영수증,,맛있어여~~!!???????? 성수동 맛집 인정입니다!!????????,,,0,3,맛있어여 성수동 맛집 인정입니다,39,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
태양곱창 성수점,hmj****,72,2025.06.03,1번째 방문,영수증,곱창이 엄청부드랍고 찍어먹는 소스가 별미에요! 싸먹을 야채가 없는 것은 아쉽지만 충분히 맛있어요. 맵찔이 제친구도 맛있게 먹을 정도의 맵기입니다. 재방문 의사있어요~~~~,95,True,태양곱창,event,hmj****,72,2025.06.03,1번째 방문,영수증,,곱창이 엄청부드랍고 찍어먹는 소스가 별미에요! 싸먹을 야채가 없는 것은 아쉽지만 충분히 맛있어요. 맵찔이 제친구도 맛있게 먹을 정도의 맵기입니다. 재방문 의사있어요~~~~,,,0,1,곱창이 엄청부드랍고 찍어먹는 소스가 별미에요 싸먹을 야채가 없는 것은 아쉽지만 충분히 맛있어요 맵찔이 제친구도 맛있게 먹을 정도의 맵기입니다 재방문 의사있어요,95,88,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,hanoong7,30,2026.01.11,1번째 방문,영수증,곱창 양도 많고 맛있어요!!,15,True,태양곱창,event,hanoong7,30,2026.01.11,1번째 방문,영수증,,곱창 양도 많고 맛있어요!!,,,0,1,곱창 양도 많고 맛있어요,15,13,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
태양곱창 성수점,해맑은낭만이,12,2026.01.25,1번째 방문,영수증,대박 맛집!!! 갑자기 오게 됐는데 야채곱창 맵쌀하니 너무 맛있고.. 감자전도 채로 햐서 너무 너무 맛있어요ㅠㅠㅠㅠ,64,True,태양곱창,event,해맑은낭만이,12,2026.01.25,1번째 방문,영수증,,대박 맛집!!! 갑자기 오게 됐는데 야채곱창 맵쌀하니 너무 맛있고.. 감자전도 채로 햐서 너무 너무 맛있어요ㅠㅠㅠㅠ,,,0,1,대박 맛집 갑자기 오게 됐는데 야채곱창 맵쌀하니 너무 맛있고 감자전도 채로 햐서 너무 너무 맛있어요,64,55,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,1,4,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
태양곱창 성수점,LittleStar54,17,2025.11.15,1번째 방문,영수증,"성수 처음인데 너무 맛있게 잘 먹었어요 앞에 다섯팀 대기라 한 30분 정도 기다린 거 같구요 ㅋ 전골 곱창 너무 맛있고, 볶음밥은 기대도 안했는데 볶음밥 왜케 맛있는거임? 담에 또 방문 예정입니당!!",111,True,태양곱창,event,LittleStar54,17,2025.11.15,1번째 방문,영수증,,"성수 처음인데 너무 맛있게 잘 먹었어요 앞에 다섯팀 대기라 한 30분 정도 기다린 거 같구요 ㅋ 전골 곱창 너무 맛있고, 볶음밥은 기대도 안했는데 볶음밥 왜케 맛있는거임? 담에 또 방문 예정입니당!!",,,0,1,성수 처음인데 너무 맛있게 잘 먹었어요 앞에 다섯팀 대기라 한 30분 정도 기다린 거 같구요 전골 곱창 너무 맛있고 볶음밥은 기대도 안했는데 볶음밥 왜케 맛있는거임 담에 또 방문 예정입니당,111,105,0,0,1,1,0,0,0,4,1,1,1,1,0,0,0,1,1,1,3,1,2,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
태양곱창 성수점,ycy****,1,2026.03.27,1번째 방문,영수증,?음식이 정말 맛있어요! 오돌뼈랑 곱창/대창도 최고예요! 정말 괜찮은 맛집입니다.,45,True,태양곱창,event,ycy****,1,2026.03.27,1번째 방문,영수증,,?음식이 정말 맛있어요! 오돌뼈랑 곱창/대창도 최고예요! 정말 괜찮은 맛집입니다.,,,0,1,음식이 정말 맛있어요 오돌뼈랑 곱창 대창도 최고예요 정말 괜찮은 맛집입니다,45,41,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
