platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,review_original,review_sentiment,has_emo_pos,has_emo_neg,has_laugh,has_cry,has_exclamation,has_question,has_number,original_char_len,knu_sentiment_score,knu_total_polarity,knu_matched_count,knu_matched_terms,custom_sentiment_score,custom_total_polarity,custom_matched_count,custom_matched_terms,selected_match_count,raw_candidate_count,removed_overlap_count,food_score_raw,food_matched_count,food_score_norm,price_score_raw,price_matched_count,price_score_norm,service_score_raw,service_matched_count,service_score_norm,atmosphere_score_raw,atmosphere_matched_count,atmosphere_score_norm,final_score_w03,final_score_w05,final_score_w10,final_sentiment_score,final_sentiment_label,zero_reason,trust_weight_available,trust_weight,trust_level,trust_adjusted_sentiment_score,custom_matched_terms_readable,knu_matched_terms_readable
naver,락희옥 마포본점,시종여일77,484.0,2026.04.20,15번째 방문,영수증,,0,True,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,최원석9695,107.0,2026.04.05,1번째 방문,영수증,잘먹고괏습니다,7,True,,,,잘먹고괏습니다,잘먹고괏습니다,0,0,0,0,0,0,0,7,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,시종여일77,484.0,2026.02.22,14번째 방문,영수증,,0,True,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,blue3159,6.0,2026.02.15,1번째 방문,영수증,,0,False,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,plusma,1849.0,2026.02.06,1번째 방문,영수증,"떡갈비는 달지 않아 좋았는데, 같이 곁들여주신 야채 양념이 너무 달았고, 된장찌개는 많이 짜네요.",54,True,,,,"떡갈비는 달지 않아 좋았는데, 같이 곁들여주신 야채 양념이 너무 달았고, 된장찌개는 많이 짜네요.",떡갈비는 달지 않아 좋았는데 같이 곁들여주신 야채 양념이 너무 달았고 된장찌개는 많이 짜네요,0,0,0,0,0,0,0,54,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,에이치비91,4.0,2025.12.27,1번째 방문,영수증,,0,True,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,Gratia78,1961.0,2025.11.21,1번째 방문,영수증,,0,True,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,락희옥 마포본점,뿡빵뽕뿡뺑,195.0,2025.10.05,1번째 방문,영수증,식사메뮤 먿었어요! 기본 찬도 좋거 음식 양 많고 맛나네요 ㅎㅎ,35,True,,,,식사메뮤 먿었어요! 기본 찬도 좋거 음식 양 많고 맛나네요 ㅎㅎ,식사메뮤 먿었어요 EXCLAM 기본 찬도 좋거 음식 양 많고 맛나네요,0,0,0,0,1,0,0,35,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,옥동식,58863,127.0,2026.03.27,1번째 방문,예약,돼지곰탕 특,6,True,,,,돼지곰탕 특,돼지곰탕 특,0,0,0,0,0,0,0,6,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
naver,옥동식,Hh89216,502.0,2026.03.23,1번째 방문,영수증,,0,True,,,,,,0,0,0,0,0,0,0,0,0.0,0.0,0,,0.0,0.0,0,,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,neutral_mixed,no_dictionary_match,0,1.0,not_available,0.0,,
