platform,review_count,avg_food_score,avg_price_score,avg_service_score,avg_atmosphere_score,avg_general_score,avg_total_score,positive_ratio,neutral_ratio,negative_ratio
kakao,1482,1.49055330634278,-0.0398110661268556,0.203778677462888,0.14035087719298245,1.2118758434547907,3.0067476383265856,0.7064777327935222,0.0816464237516869,0.21187584345479082
naver,2786,2.252333094041637,0.007178750897343862,0.32053122756640345,0.15793251974156497,2.094759511844939,4.8327351040918884,0.8697056712132089,0.051328068916008614,0.07896625987078248
