store_name,platform,review_count,avg_food_score,avg_price_score,avg_service_score,avg_atmosphere_score,avg_general_score,avg_total_score,positive_ratio,neutral_ratio,negative_ratio
각시보쌈,kakao,41,1.2682926829268293,0.21951219512195122,0.07317073170731707,-0.04878048780487805,0.6097560975609756,2.1219512195121952,0.5853658536585366,0.14634146341463414,0.2682926829268293
각시보쌈,naver,127,2.0393700787401574,0.03937007874015748,0.14960629921259844,0.08661417322834646,1.669291338582677,3.984251968503937,0.7480314960629921,0.10236220472440945,0.14960629921259844
굴다리식당,kakao,25,0.16,-0.08,0.12,0.0,-0.24,-0.04,0.56,0.04,0.4
굴다리식당,naver,54,1.1851851851851851,0.0,0.09259259259259259,-0.018518518518518517,0.12962962962962962,1.3888888888888888,0.5185185185185185,0.18518518518518517,0.2962962962962963
금금,kakao,21,1.2380952380952381,-0.14285714285714285,-0.38095238095238093,-0.09523809523809523,0.38095238095238093,1.0,0.47619047619047616,0.14285714285714285,0.38095238095238093
금금 성수점,naver,149,2.651006711409396,0.006711409395973154,0.21476510067114093,0.11409395973154363,2.2013422818791946,5.1879194630872485,0.9395973154362416,0.040268456375838924,0.020134228187919462
능동미나리 성수점,kakao,92,2.097826086956522,-0.13043478260869565,0.31521739130434784,0.03260869565217391,1.326086956521739,3.641304347826087,0.7608695652173914,0.11956521739130435,0.11956521739130435
능동미나리 성수지점,naver,140,2.7142857142857144,0.03571428571428571,0.2785714285714286,0.02857142857142857,2.3,5.357142857142857,0.9071428571428571,0.04285714285714286,0.05
락희옥 마포본점,kakao,20,1.2,-0.25,0.55,0.2,1.5,3.2,0.55,0.15,0.3
락희옥 마포본점,naver,116,2.5948275862068964,-0.034482758620689655,0.75,0.3103448275862069,3.2586206896551726,6.879310344827586,0.9827586206896551,0.008620689655172414,0.008620689655172414
마포양지설렁탕,naver,56,2.0357142857142856,-0.17857142857142858,0.14285714285714285,0.05357142857142857,1.3571428571428572,3.4107142857142856,0.7857142857142857,0.125,0.08928571428571429
마포양지설렁탕 도화점,kakao,22,1.0909090909090908,-0.18181818181818182,-0.22727272727272727,0.0,0.3181818181818182,1.0,0.7272727272727273,0.0,0.2727272727272727
보끔당 성수점,kakao,13,1.6153846153846154,0.0,0.8461538461538461,0.46153846153846156,2.3076923076923075,5.230769230769231,0.9230769230769231,0.0,0.07692307692307693
보끔당 성수점,naver,114,2.4210526315789473,0.017543859649122806,0.37719298245614036,0.13157894736842105,2.3333333333333335,5.280701754385965,0.9912280701754386,0.008771929824561403,0.0
뼈탄집 성수역점,kakao,96,2.9375,0.0,0.53125,0.4270833333333333,3.3541666666666665,7.25,0.9895833333333334,0.0,0.010416666666666666
뼈탄집 성수역점,naver,165,2.6121212121212123,0.012121212121212121,0.6909090909090909,0.40606060606060607,3.2484848484848485,6.96969696969697,0.9757575757575757,0.012121212121212121,0.012121212121212121
성수족발,kakao,26,0.7307692307692307,-0.15384615384615385,0.11538461538461539,0.11538461538461539,-0.6153846153846154,0.19230769230769232,0.5,0.038461538461538464,0.46153846153846156
성수족발,naver,108,1.5555555555555556,-0.027777777777777776,0.12962962962962962,0.10185185185185185,0.9259259259259259,2.685185185185185,0.6574074074074074,0.10185185185185185,0.24074074074074073
소문난성수감자탕,kakao,174,0.28735632183908044,-0.05747126436781609,-0.10344827586206896,0.09770114942528736,-0.7126436781609196,-0.4885057471264368,0.3563218390804598,0.11494252873563218,0.5287356321839081
소문난성수감자탕,naver,153,1.4313725490196079,-0.013071895424836602,0.1437908496732026,-0.032679738562091505,0.5424836601307189,2.0718954248366015,0.6928104575163399,0.09803921568627451,0.20915032679738563
옥동식,naver,143,2.041958041958042,0.0,0.027972027972027972,0.16783216783216784,1.8881118881118881,4.125874125874126,0.8111888111888111,0.055944055944055944,0.13286713286713286
옥동식 서교점,kakao,97,1.3298969072164948,-0.05154639175257732,0.09278350515463918,0.08247422680412371,0.9896907216494846,2.443298969072165,0.6288659793814433,0.13402061855670103,0.23711340206185566
원조 조박집 본관,naver,70,2.057142857142857,0.05714285714285714,0.6571428571428571,-0.02857142857142857,0.8285714285714286,3.5714285714285716,0.8285714285714286,0.05714285714285714,0.11428571428571428
원조조박집 본관,kakao,22,1.2727272727272727,0.0,0.4090909090909091,-0.18181818181818182,0.5,2.0,0.6363636363636364,0.13636363636363635,0.22727272727272727
육산장 홍대본점,kakao,67,1.791044776119403,0.014925373134328358,0.2835820895522388,0.19402985074626866,2.7313432835820897,5.014925373134329,0.8805970149253731,0.05970149253731343,0.05970149253731343
육산장 홍대본점,naver,109,1.8623853211009174,0.0,0.24770642201834864,0.3119266055045872,3.4862385321100917,5.908256880733945,0.9908256880733946,0.009174311926605505,0.0
육지,kakao,91,2.142857142857143,-0.02197802197802198,0.6373626373626373,0.0989010989010989,1.0769230769230769,3.934065934065934,0.8021978021978022,0.03296703296703297,0.16483516483516483
을밀대 본점,kakao,107,1.2897196261682242,-0.205607476635514,0.018691588785046728,-0.018691588785046728,0.6542056074766355,1.7383177570093458,0.5981308411214953,0.16822429906542055,0.2336448598130841
을밀대 평양냉면,naver,139,2.172661870503597,-0.07913669064748201,0.05755395683453238,0.04316546762589928,1.2805755395683454,3.4748201438848922,0.762589928057554,0.08633093525179857,0.1510791366906475
이태리국시 성수,kakao,91,2.010989010989011,0.01098901098901099,0.2857142857142857,0.34065934065934067,2.4615384615384617,5.1098901098901095,0.9560439560439561,0.02197802197802198,0.02197802197802198
이태리국시 성수,naver,183,3.0,0.01092896174863388,0.25136612021857924,0.3879781420765027,3.0655737704918034,6.715846994535519,0.9781420765027322,0.01639344262295082,0.00546448087431694
