platform,review_count,avg_food_score,avg_service_score,avg_price_score,avg_atmosphere_score,avg_wait_score,avg_revisit_score,avg_recommendation_score,avg_hygiene_score,avg_general_score,avg_total_score,avg_overall_sentiment_score,avg_sentiment_star,avg_rating,avg_diff_abs,positive_ratio,neutral_ratio,negative_ratio
kakao,1482,1.4412955465587045,0.02564102564102564,0.019568151147098516,0.2783400809716599,0.02327935222672065,0.08097165991902834,0.12010796221322537,-0.06612685560053981,0.36707152496626183,2.290148448043185,2.416801619433198,3.7161808367071525,3.8049932523616734,0.6311201079622132,0.7051282051282052,0.0620782726045884,0.23279352226720648
naver,2786,2.104450825556353,0.19023689877961233,0.06891600861450108,0.28535534816941854,0.02656137832017229,0.22074659009332376,0.20638908829863603,-0.02297200287150036,0.8223259152907394,3.9020100502512562,4.170836324479541,4.193388370423547,,,0.8765254845656856,0.043431442928930364,0.08004307250538406
