candidate_term,candidate_type,ngram_size,positive_hint,review_count,avg_rating,avg_category_total_score,example_review
추가 주문 허공,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
유럽인 일본인 계란,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
인력 그게 들리다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
주다 주다 칼국수,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
붙이다 손님 끼리,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
애정 식사 오다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
국물 주다 주다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
세상 웨이 장부,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
상관없다 외국인 고기,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
다르다 상관없다 외국인,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
오다 유럽인 일본인,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
비계 잔뜩 외국,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
아줌마 손님 추가,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
끼리 기다리다 서로,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
바쁘다 다른 인력,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
개밥 주다 떨어지다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
않다 영어 쓰시,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
썰다 주다 한국인,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
가게 세우다 가게,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
부치다 써뷔쓰으 않다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
웨이 장부 가게,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
눈치 보다 아줌마,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
잔뜩 외국 대접,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
들리다 가져다주다 눈치,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
서빙 아줌마 손님,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
물어보다 사장 외국인,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
요즘 세상 웨이,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
아줌마 가다 주다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
입구 물다 붙이다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
부스 레기 비계,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
주다 떨어지다 가기,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
레기 비계 잔뜩,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
주다 다르다 상관없다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
세우다 가게 처음,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
음식 제대로 주다,phrase,3,False,1,4.0,-3.0,"요즘 세상에 웨이팅 장부 없는 가게이고 차량 대로변에 다른가게 피해가게 줄 세워놓는 가게도 처음본다 가게 입구에 안내문 붙여놓지 손님끼리 기다리는법 서로 물어봄 사장이 외국인을 애정하시는지 식사 중 왔던 유럽인.일본인에게는 계란부친거 ""써뷔쓰으~~""하면서 되도 않는 영어 쓰시며 주시더라 식대지불한 음식이라도 제대로 주면 다른건 상관없는데 외국인들은 고기 상태 좋은쪽 곱게 썰어서 주고 한국인 테이블엔 고기 잔 부스레기 +비계 잔뜩 외국인들 대접해주는건 좋게 보이는데 기존 다니던 손님 음식은 개밥처럼 주고..정 떨어져서 가기 싫어짐 칼"
말다 술시,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
방가 심하다,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
싫어하다 절대,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
술시 켜다,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
저녁 가지,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
절대 평일,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
켜다 고성,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
무조건 보쌈,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
평일 저녁,phrase,2,False,1,5.0,-2.5,확신의 맛집 무조건 반반보쌈으로 ㄱㄱ 단 시끄러운거 싫어하면 절대 평일 저녁엔 가지마세요 할저씨들 술시켜놓고 고성방가 심함..
