total_review_count,rated_review_count,diff_abs_mean,diff_abs_median,diff_abs_over_2_count,high_rating_low_star_count,high_rating_without_positive_phrase_count,strong_positive_but_low_star_count,high_score_low_rating_count,overestimation_candidate_count,underestimation_diff_over_2_count,overestimation_diff_over_2_count,positive_floor_applied_count,negative_cap_applied_count,mixed_review_cap_applied_count,possible_cap_misfire_count,possible_floor_misfire_count,remaining_error_diagnosis_count,inactive_quoted_negative_count,inactive_other_target_positive_count,inactive_expectation_positive_count,inactive_past_direction_count,generalized_pattern_rule_count,explicit_phrase_rule_count,dictionary_file
4268,1482,0.6311,0.5,13,26,8,20,1,9,6,7,4,20,4,59,9,40,14,4,1,7,46,92,통합_감성사전_v10.csv
